CORRECT LIST
['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '147.220.161.249', '39:ac:a2:c4:c8:72']
['37590', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'gmail.com', '불교', '239.2.64.134', '5f:40:7b:cc:ce:75']
['38917', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'naver.com', '불교', '16.186.56.177', 'c0:77:0f:b1:eb:9c']
['17609', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'gmail.com', '기독교', '102.106.253.142', 'e9:9f:9b:61:1e:0c']
['9673', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'daum.net', '불교', '36.225.228.73', 'b1:cc:f8:c0:0c:1e']
['18232', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'gmail.com', '기독교', '229.245.184.171', 'f6:ec:ed:94:b4:c0']
['21073', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'gmail.com', '무교', '121.7.72.44', 'c2:06:ea:dd:b9:61']
['32318', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '무교', '27.47.138.239', '91:64:9a:d4:0d:96']
['10681', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '불교', '28.167.10.54', 'fc:02:fc:5f:3a:96']
['26493', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'gmail.com', '천주교', '249.209.244.75', 'd7:c5:bb:55:7b:5c']
['1472', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'daum.net', '천주교', '76.35.243.44', '6e:7f:b7:60:f4:0d']
['36088', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'yahoo.com', '기독교', '101.121.3.22', '32:ed:53:9c:b7:97']
['36885', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '기독교', '235.142.141.187', 'b7:69:4f:20:f6:f0']
['1225', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'naver.com', '무교', '185.3.134.202', '74:ac:b5:91:95:b5']
['19008', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1955****', '*************', '*************', 'daum.net', '기독교', '132.107.62.35', '6f:9c:f6:e0:eb:b4']
['9251', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'daum.net', '기독교', '9.64.170.83', '01:f1:8e:6c:3a:bf']
['26894', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'naver.com', '기독교', '32.173.104.62', '4b:77:a8:84:21:f7']
['27633', '김**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'gmail.com', '기독교', '79.11.104.53', 'd1:05:0b:bc:22:66']
['35685', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'yahoo.com', '불교', '91.164.220.161', '85:06:eb:9f:c3:f7']
['8930', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'daum.net', '무교', '164.154.105.32', 'd5:74:98:40:a3:07']
['11293', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'gmail.com', '기독교', '248.194.47.195', 'bd:19:51:30:de:00']
['21707', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1956****', '*************', '*************', 'daum.net', '무교', '165.148.136.24', '2d:ba:26:9a:4c:31']
['27576', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'daum.net', '불교', '127.17.53.214', '62:cd:f4:0e:6d:89']
['5020', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'daum.net', '무교', '54.172.192.146', 'c4:98:f4:d1:11:12']
['8524', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'gmail.com', '불교', '13.149.71.121', 'e1:24:1d:33:d8:ca']
['39367', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'naver.com', '불교', '247.228.84.245', '5d:e8:8a:69:40:a7']
['35565', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1956****', '*************', '*************', 'yahoo.com', '천주교', '40.172.142.112', '99:e0:64:ac:a2:a6']
['11796', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'gmail.com', '무교', '125.183.236.35', 'ff:5d:68:16:26:3c']
['8446', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '기독교', '85.208.203.53', '4c:85:ee:2d:b6:41']
['15500', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'gmail.com', '불교', '9.37.242.117', 'cc:99:1b:05:36:6b']
['6943', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '불교', '199.32.142.15', 'ac:a5:69:af:ea:61']
['38989', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '천주교', '25.33.75.173', '73:75:8f:bf:bd:26']
['37313', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'gmail.com', '불교', '42.92.137.39', '62:b5:5c:26:11:b8']
['11021', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '기독교', '112.252.225.214', 'db:5a:e7:3f:ad:f6']
['21716', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '기독교', '123.158.80.191', '29:6f:02:d6:f7:26']
['38014', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '무교', '236.205.160.153', 'a9:34:76:4f:02:3c']
['5679', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'gmail.com', '불교', '11.226.89.50', '11:83:9a:8a:a1:eb']
['19090', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '기독교', '71.219.138.147', 'c9:56:74:63:60:16']
['12505', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '불교', '203.182.26.245', 'bd:b1:a9:be:55:20']
['36537', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'daum.net', '무교', '107.94.205.89', 'b9:bb:02:29:0d:43']
['30711', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'naver.com', '무교', '211.242.110.21', '35:0a:85:65:fa:8a']
['7436', '강**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '불교', '191.92.167.50', 'e4:57:74:31:23:a1']
['17841', '강**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '기독교', '52.21.122.241', '2a:77:ca:2a:27:7c']
['9163', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'daum.net', '무교', '150.117.62.192', '70:32:28:87:3d:0b']
['34624', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '불교', '206.152.37.109', 'bc:3a:ff:75:82:a2']
['39179', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '무교', '196.14.162.181', '01:d2:ed:17:b7:92']
['24518', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '무교', '234.206.115.127', '2d:e9:1c:e4:c5:9d']
['26406', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '기독교', '153.169.108.11', 'cf:79:72:f8:b6:2b']
['39137', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '기독교', '196.87.83.1', 'e3:fe:a2:da:56:f7']
['2711', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'naver.com', '무교', '36.101.14.23', '41:63:72:e3:83:32']
['26984', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '불교', '13.172.208.187', 'ce:f6:4e:04:f9:66']
['35688', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'daum.net', '무교', '17.125.78.39', '86:de:ce:bd:19:0a']
['4467', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '불교', '78.11.231.200', 'ee:79:a0:17:05:30']
['10042', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '무교', '103.5.75.90', 'f1:e2:0c:98:b9:7b']
['24230', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '187.158.7.49', 'e1:9e:cc:dd:3b:9d']
['4362', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '102.223.190.104', '41:50:f4:12:0a:3f']
['31581', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '불교', '111.22.127.94', '1a:b7:1f:45:4d:b3']
['32963', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '56.188.57.150', '05:9f:c0:1b:7f:31']
['28225', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'naver.com', '무교', '32.170.179.12', '01:99:d3:53:cc:d3']
['36724', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '불교', '29.79.213.86', 'ce:d5:c1:9f:0e:81']
['12907', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'daum.net', '불교', '168.48.226.248', '2e:ae:9b:f9:18:83']
['37814', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '무교', '13.54.23.21', '06:d9:f1:bd:e1:70']
['24857', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'naver.com', '불교', '108.212.168.246', 'dd:db:07:31:be:28']
['37322', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '무교', '55.147.111.114', '82:af:e8:15:b9:aa']
['29477', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'gmail.com', '무교', '127.191.66.194', 'f7:93:19:bb:8b:71']
['5882', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'naver.com', '기독교', '171.252.200.222', '4c:e6:de:96:1e:09']
['34856', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1961****', '*************', '*************', 'naver.com', '불교', '51.83.226.245', '28:24:4b:db:15:81']
['4038', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'daum.net', '불교', '230.8.54.38', '66:0b:51:03:53:52']
['11864', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'daum.net', '기독교', '84.18.65.66', '07:9e:24:fd:bc:03']
['26614', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'gmail.com', '기독교', '26.1.142.117', '03:7a:ce:d4:e3:7e']
['32845', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'naver.com', '천주교', '101.218.188.173', '26:f3:86:50:87:23']
['36169', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '85.177.199.30', 'c8:cb:9b:d4:e8:e1']
['2260', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'yahoo.com', '불교', '84.68.195.72', 'd1:1d:ae:0e:4f:49']
['14492', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1962****', '*************', '*************', 'yahoo.com', '기독교', '215.222.108.57', '35:fc:96:a5:a7:19']
['37507', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'daum.net', '기독교', '165.212.247.202', 'c5:e2:1a:6f:e1:58']
['9464', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'naver.com', '불교', '5.67.59.114', '8e:d4:7f:d3:24:15']
['26925', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'gmail.com', '천주교', '149.22.104.190', 'd7:e3:d0:20:90:2d']
['30730', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'daum.net', '기독교', '90.78.253.178', '93:e0:fa:81:f4:f6']
['31548', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'naver.com', '무교', '140.80.140.161', '5d:ea:81:fb:3a:21']
['8246', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'naver.com', '천주교', '39.75.30.196', '2c:bb:d7:57:76:6c']
['18113', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'yahoo.com', '천주교', '18.118.113.145', 'ad:f0:69:37:51:ff']
['8500', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'daum.net', '기독교', '49.58.221.83', '41:3a:f6:36:ce:2c']
['12585', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'daum.net', '무교', '1.220.182.191', 'b1:4d:bd:3f:46:df']
['30017', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'naver.com', '불교', '36.102.165.207', '3d:61:bb:06:3e:69']
['5664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'naver.com', '천주교', '166.60.215.18', '21:7e:ae:fd:0b:90']
['14195', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'daum.net', '무교', '235.99.121.25', '8b:e4:25:e2:42:cd']
['32690', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'daum.net', '기독교', '77.103.238.54', 'dc:bb:1d:fc:05:77']
['17514', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'yahoo.com', '천주교', '95.197.208.173', '7d:b0:b9:56:0c:27']
['2698', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'yahoo.com', '무교', '61.189.21.5', 'cd:a7:fa:a3:b1:b3']
['3851', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'gmail.com', '천주교', '207.27.239.32', 'd9:54:1f:c9:10:c8']
['17664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1964****', '*************', '*************', 'gmail.com', '무교', '245.131.58.154', '6a:77:b8:37:8b:33']
['32736', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '불교', '51.167.126.4', '5b:17:aa:16:f8:3b']
['18417', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'naver.com', '천주교', '42.97.119.136', 'e4:2c:ff:0a:b2:80']
['694', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'yahoo.com', '불교', '72.133.64.9', 'ba:15:52:41:56:8f']
['31880', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'naver.com', '무교', '11.225.28.61', 'e7:cc:8a:7b:2c:b9']
['33717', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'gmail.com', '기독교', '34.180.228.45', '68:35:c0:cb:f6:d8']
['23836', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'yahoo.com', '기독교', '183.212.182.168', '75:26:94:24:b2:30']
['23895', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'naver.com', '무교', '43.239.7.136', '2d:70:78:03:7a:7a']
['1602', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'naver.com', '무교', '87.70.45.90', 'ef:04:7f:f7:bb:7d']
['2602', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'daum.net', '불교', '174.194.140.79', 'af:60:21:1f:4e:40']
['13884', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'daum.net', '불교', '201.246.13.218', 'e4:a2:77:7e:2b:a7']
['33171', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'yahoo.com', '무교', '161.121.30.66', '28:95:01:24:ab:17']
['5025', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'daum.net', '기독교', '197.183.253.132', '93:04:a4:18:71:1d']
['37405', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'gmail.com', '무교', '225.150.166.93', 'eb:57:12:ff:ad:1b']
['28362', '홍**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'yahoo.com', '무교', '31.117.183.210', 'e5:28:70:9d:0a:a4']
['29979', '홍**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'naver.com', '기독교', '219.161.78.109', 'ff:05:b0:77:bc:40']
['3376', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1966****', '*************', '*************', 'yahoo.com', '불교', '161.78.139.255', '4a:fe:5c:38:3e:84']
['10692', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'naver.com', '무교', '162.161.45.145', 'ec:01:61:2e:b2:d9']
['31866', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1966****', '*************', '*************', 'yahoo.com', '무교', '242.60.135.121', 'f1:96:89:9e:a3:05']
['34102', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'yahoo.com', '무교', '247.177.143.155', '5b:b9:ab:23:18:ca']
['1548', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '천주교', '179.81.87.69', '79:9d:a7:36:c7:7a']
['7522', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'yahoo.com', '무교', '152.56.99.192', '31:0e:86:85:58:54']
['15231', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'daum.net', '불교', '212.229.24.127', '36:cf:97:f3:39:ab']
['22903', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '무교', '161.183.54.158', '67:ba:d0:32:19:57']
['20685', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'gmail.com', '기독교', '118.232.163.52', 'b5:44:95:7b:64:77']
['15904', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1966****', '*************', '*************', 'gmail.com', '무교', '209.100.247.125', '0d:93:9d:1d:a7:52']
['35320', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'gmail.com', '무교', '8.1.125.247', '8b:36:df:b7:0a:a3']
['19368', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1967****', '*************', '*************', 'yahoo.com', '무교', '67.134.138.49', '70:4a:40:26:03:e1']
['28361', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'daum.net', '불교', '226.211.149.48', '53:4e:1a:cd:d0:b8']
['28978', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'naver.com', '무교', '187.1.239.121', '88:81:fd:46:fc:e3']
['28825', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'gmail.com', '무교', '31.212.200.116', 'bd:33:d7:cc:a9:80']
['12489', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '무교', '20.159.105.183', '64:0e:ba:3a:14:5a']
['25610', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'naver.com', '기독교', '154.73.75.9', 'f9:71:fe:a3:1d:49']
['12695', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '무교', '161.46.72.253', 'e8:9f:d7:f6:f8:d8']
['13627', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '기독교', '176.190.170.46', '87:a7:6f:e8:9f:47']
['36266', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', '56.179.25.165', '21:b9:b3:6f:ae:fc']
['23093', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '무교', '175.233.150.239', '34:bd:fc:67:ce:06']
['31556', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '157.188.157.9', '43:34:be:22:38:8e']
['17452', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1969****', '*************', '*************', 'naver.com', '무교', '118.140.104.31', '3b:d8:62:90:0d:56']
['29022', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1969****', '*************', '*************', 'yahoo.com', '불교', '215.114.168.6', 'd0:d7:bf:c3:1c:ac']
['6049', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '무교', '128.101.238.151', '75:3a:7c:27:8c:7a']
['9341', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '기독교', '198.30.190.198', '5e:3c:7c:9a:f4:41']
['29950', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'gmail.com', '기독교', '144.117.39.186', '3b:ab:4b:c7:23:81']
['12454', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'naver.com', '불교', '189.238.98.234', '90:17:57:5b:85:58']
['29209', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '무교', '248.86.24.132', 'c1:54:59:b6:f9:e0']
['39850', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'naver.com', '무교', '64.143.184.59', 'b4:fc:f0:7e:68:c4']
['6622', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '무교', '16.66.182.134', 'ae:81:0e:b8:8f:74']
['9423', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'gmail.com', '기독교', '166.155.253.99', '6c:d8:30:72:0c:bb']
['18139', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '기독교', '214.11.87.216', '49:7b:28:75:ab:c8']
['23496', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'naver.com', '무교', '99.153.40.121', 'e9:44:02:0a:25:18']
['14157', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'gmail.com', '무교', '11.131.129.88', '8b:0a:3c:c5:b7:01']
['31340', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '무교', '234.201.182.186', '9a:79:16:b5:73:05']
['2512', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '기독교', '7.8.243.100', 'f3:5d:7c:0d:13:be']
['8989', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '불교', '63.9.231.82', 'aa:54:bd:43:48:69']
['22436', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'naver.com', '기독교', '251.177.46.94', '49:48:76:97:68:d5']
['33703', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'daum.net', '무교', '201.35.31.24', 'b6:f9:9a:7c:7e:b5']
['24536', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '불교', '242.255.116.248', 'f8:1d:e0:14:6f:f7']
['28749', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '무교', '101.114.26.147', '98:f0:d6:f2:8e:48']
['15709', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '기독교', '103.46.160.115', '1b:a5:a9:9b:67:84']
['21885', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '무교', '155.186.252.67', '69:88:61:18:16:63']
