['1', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'naver.com', '무교']
=> ['1078', '김지현', '남성', '170.1', '71.8', 'A형', '1966-02-08', '4033-1631', 'hxc1d94puh00f', 'gmail.com', '무교']: 1.4819

['9096', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1957******', '*********', '*************', 'yahoo.com', '무교']
=> ['52', '최영석', '남성', '170.3', '63.2', 'A형', '1954-07-31', '1755-7439', 'korax4aie8', 'yahoo.com', '무교']: 1.5124
=> ['3367', '임지진', '남성', '172.1', '63.9', 'A형', '1957-04-09', '1133-6538', 'pgab9w623lw0', 'yahoo.com', '무교']: 1.5141

['9097', '***', '여성', '160.0~170.0', '50.0~60.0', 'A형', '1948******', '*********', '*************', 'gmail.com', '불교']
=> ['9097', '정상택', '여성', '160.4', '56.3', 'A형', '1948-12-21', '2883-6355', 'cvgnq3', 'gmail.com', '불교']: 1.2705
=> ['1356', '정석은', '여성', '163.2', '57.1', 'A형', '1949-10-05', '0598-8833', 'h8nfwn38z', 'gmail.com', '불교']: 1.269
=> ['149', '강협협', '여성', '165.2', '55.5', 'A형', '1954-12-01', '5391-8894', 'v9975z', 'gmail.com', '불교']: 1.2675

['9098', '***', '남성', '170.0~180.0', '70.0~80.0', 'A형', '1992******', '*********', '*************', 'gmail.com', '기독교']
=> ['9098', '김진지', '남성', '174.0', '70.6', 'A형', '1992-11-26', '9295-4875', 'ifrqd18ph8', 'gmail.com', '기독교']: 1.2132
=> ['4123', '남우준', '남성', '175.2', '74.2', 'A형', '1981-01-22', '5691-2040', 'jtmyyw0', 'gmail.com', '기독교']: 1.21
=> ['3943', '이지현', '남성', '174.8', '74.4', 'A형', '1993-09-30', '7224-2768', 'nmy7x8r9gb19f', 'gmail.com', '기독교']: 1.2116

['9099', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 0.7292

['9100', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 0.4996

['9101', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 0.7204

['9102', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1968******', '*********', '*************', 'gmail.com', '무교']
=> ['25', '김정준', '여성', '151.0', '52.1', 'B형', '1960-09-01', '5607-1137', 'cmuitj', 'gmail.com', '무교']: 1.4286
=> ['8475', '표상영', '여성', '158.3', '52.1', 'B형', '1968-05-16', '5078-6853', 's4ptlxv4yt', 'gmail.com', '무교']: 1.43

['9103', '***', '여성', '150.0~160.0', '60.0~70.0', 'O형', '1981******', '*********', '*************', 'daum.net', '무교']
=> ['1667', '진덕지', '여성', '155.3', '62.7', 'O형', '1981-05-06', '4522-8891', 'y73n3h', 'daum.net', '무교']: 1.4458
=> ['7758', '이석현', '여성', '157.8', '60.2', 'O형', '1980-04-17', '2484-3672', 'tym811', 'daum.net', '무교']: 1.444
=> ['3223', '이영희', '여성', '150.7', '62.1', 'O형', '1955-10-01', '0001-0043', 'f8sbed', 'daum.net', '무교']: 1.4422

['9104', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1952******', '*********', '*************', 'yahoo.com', '무교']
=> ['603', '홍남은', '남성', '167.8', '67.1', 'O형', '1952-12-03', '1722-0434', 'efqhniqga', 'yahoo.com', '무교']: 1.4658
=> ['542', '정준지', '남성', '168.0', '70.3', 'O형', '1955-02-19', '1127-7412', 'xwk9u8b6bhq', 'yahoo.com', '무교']: 1.4641

['9105', '***', '남성', '170.0~180.0', '60.0~70.0', 'AB형', '1968******', '*********', '*************', 'gmail.com', '불교']
=> ['9105', '채우훈', '남성', '174.4', '61.1', 'AB형', '1968-06-11', '9056-8279', 'pjjvtc59lcw', 'gmail.com', '불교']: 1.0592
=> ['2556', '장상준', '남성', '173.7', '67.3', 'AB형', '1987-11-25', '0583-1736', 'z6q87u', 'gmail.com', '불교']: 1.0563
=> ['4182', '이지희', '남성', '176.3', '63.4', 'AB형', '1962-11-10', '7718-3099', 'qilug7fa', 'gmail.com', '불교']: 1.0577

['9106', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['9107', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1955******', '*********', '*************', 'daum.net', '불교']
=> ['9107', '한우진', '남성', '165.2', '65.0', 'A형', '1955-02-02', '1529-6790', 'z0ocw6j8jq3x', 'daum.net', '불교']: 1.2831
=> ['285', '박은은', '남성', '168.2', '68.9', 'A형', '1985-10-21', '6888-7570', 'ike8hk6g', 'daum.net', '불교']: 1.2814

['9108', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1982******', '*********', '*************', 'gmail.com', '기독교']
=> ['1045', '김지상', '여성', '159.5', '56.0', 'O형', '1984-06-30', '7056-0690', 'ltw5m9wa', 'gmail.com', '기독교']: 1.1823
=> ['1864', '최훈우', '여성', '151.7', '55.0', 'O형', '1982-06-04', '8401-0577', 'ls0hmsxttugs6', 'gmail.com', '기독교']: 1.184

['9109', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1983******', '*********', '*************', 'daum.net', '무교']
=> ['1194', '최남훈', '여성', '152.1', '54.4', 'O형', '1983-07-12', '2640-5227', 'amj8n2y2dbpk', 'daum.net', '무교']: 1.4436
=> ['602', '박종상', '여성', '154.8', '56.3', 'O형', '1953-12-23', '9561-1715', 'acfe8tfg', 'daum.net', '무교']: 1.442

['9110', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 0.4577

['9111', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1975******', '*********', '*************', 'gmail.com', '무교']
=> ['250', '김준성', '여성', '153.4', '51.4', 'O형', '1974-01-15', '5168-0307', 'e06suag', 'gmail.com', '무교']: 1.4453
=> ['1517', '김석지', '여성', '155.2', '51.8', 'O형', '1975-08-30', '0900-1035', 'agf0o234', 'gmail.com', '무교']: 1.4472

['9112', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1992******', '*********', '*************', 'naver.com', '불교']
=> ['1238', '정덕영', '남성', '172.3', '63.5', 'A형', '1962-11-17', '2034-5134', 'yxvawad5j', 'naver.com', '불교']: 1.2782
=> ['2072', '장은희', '남성', '177.3', '64.0', 'A형', '1992-01-18', '8159-3374', 'neoue13z', 'naver.com', '불교']: 1.2798

['9113', '***', '여성', '160.0~170.0', '50.0~60.0', 'A형', '1989******', '*********', '*************', 'daum.net', '불교']
=> ['9113', '고영석', '여성', '161.4', '57.5', 'A형', '1989-02-21', '9286-9390', 'uguc0z', 'daum.net', '불교']: 1.2681
=> ['8617', '강준상', '여성', '161.1', '55.4', 'A형', '1987-07-04', '1125-9371', 'pcagu58t', 'daum.net', '불교']: 1.2665
=> ['184', '최성지', '여성', '168.9', '60.0', 'A형', '1948-09-26', '9282-0592', 'x2r7fxs09', 'daum.net', '불교']: 1.2649

['9114', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1982******', '*********', '*************', 'gmail.com', '무교']
=> ['9114', '김용상', '남성', '175.0', '62.6', 'O형', '1982-11-12', '1498-6651', 'gnfq60armd', 'gmail.com', '무교']: 1.4529
=> ['44', '형훈성', '남성', '177.1', '63.4', 'O형', '1983-07-26', '4315-9561', 'q7tdmm0xdw2m', 'gmail.com', '무교']: 1.4512

['9115', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1978******', '*********', '*************', 'naver.com', '불교']
=> ['1436', '김상남', '여성', '160.8', '53.2', 'O형', '1968-07-19', '9744-8541', 'u0t1fk4k5p90', 'naver.com', '불교']: 1.217
=> ['7902', '최정용', '여성', '154.0', '55.3', 'O형', '1978-05-06', '8981-0300', 'hl717jiuc', 'naver.com', '불교']: 1.2187

['9116', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 0.7204

['9117', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1963******', '*********', '*************', 'naver.com', '무교']
=> ['154', '김준진', '여성', '151.3', '55.0', 'A형', '1965-03-01', '6906-4498', 'mis5bq6j1iinv', 'naver.com', '무교']: 1.5017
=> ['1260', '문택은', '여성', '157.2', '58.2', 'A형', '1963-08-24', '4794-5731', 'smm11ti4ohld', 'naver.com', '무교']: 1.5033

['9118', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['9119', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1984******', '*********', '*************', 'daum.net', '불교']
=> ['87', '이덕택', '남성', '167.6', '64.5', 'O형', '1988-11-28', '5604-3659', 'k8rbiqy', 'daum.net', '불교']: 1.2265
=> ['9119', '최협덕', '남성', '163.6', '66.8', 'O형', '1984-09-20', '5646-7130', 'enronb622aqt', 'daum.net', '불교']: 1.2285

['9120', '***', '여성', '150.0~160.0', '41.2~50.0', 'A형', '1954******', '*********', '*************', 'naver.com', '무교']
=> ['893', '정영현', '여성', '155.7', '49.2', 'A형', '1956-01-19', '6846-7955', 'fvshebu9q5q', 'naver.com', '무교']: 1.4695
=> ['9120', '전훈지', '여성', '154.0', '49.4', 'A형', '1954-10-17', '3664-3914', 'lfziez6dv5bc', 'naver.com', '무교']: 1.4712

['9121', '***', '남성', '170.0~180.0', '60.0~70.0', 'AB형', '1973******', '*********', '*************', 'naver.com', '기독교']
=> ['9121', '목진정', '남성', '170.9', '66.4', 'AB형', '1973-04-18', '0136-3696', 'hz4wducy', 'naver.com', '기독교']: 1.029
=> ['921', '정정우', '남성', '174.2', '66.0', 'AB형', '1949-01-17', '0568-8200', 'lvaisluqyd', 'naver.com', '기독교']: 1.0256
=> ['2886', '신성진', '남성', '175.1', '69.9', 'AB형', '1970-05-08', '4267-3391', 't8nk9t', 'naver.com', '기독교']: 1.0273

['9122', '***', '여성', '160.0~170.0', '50.0~60.0', 'B형', '1991******', '*********', '*************', 'gmail.com', '불교']
=> ['5388', '이훈지', '여성', '160.9', '60.0', 'B형', '1991-09-13', '8289-5821', 'l7exf2', 'gmail.com', '불교']: 1.2008
=> ['198', '임남남', '여성', '161.0', '54.2', 'B형', '1992-07-07', '2911-4263', 'byup14sspz7dk', 'gmail.com', '불교']: 1.199
=> ['1358', '문진희', '여성', '165.7', '54.0', 'B형', '1989-04-19', '7009-0332', 'clvccn', 'gmail.com', '불교']: 1.1972

['9123', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1985******', '*********', '*************', 'naver.com', '불교']
=> ['9123', '김석석', '여성', '155.6', '57.7', 'B형', '1985-06-07', '0108-5260', 'uacxs9ub', 'naver.com', '불교']: 1.2019
=> ['2182', '손정은', '여성', '156.9', '51.9', 'B형', '1980-09-11', '2863-6943', 'sxf5cp3m', 'naver.com', '불교']: 1.2006

['9124', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 0.7249

['9125', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1992******', '*********', '*************', 'daum.net', '무교']
=> ['1793', '조종남', '여성', '153.7', '58.1', 'B형', '1992-03-03', '4240-0328', 'l0j4sn7o1', 'daum.net', '무교']: 1.428
=> ['267', '이준지', '여성', '155.5', '50.8', 'B형', '1962-12-29', '3165-9675', 'hsoszazqfth', 'daum.net', '무교']: 1.4264

['9126', '***', '여성', '140.0~150.0', '50.0~60.0', 'B형', '1990******', '*********', '*************', 'yahoo.com', '기독교']
=> ['8561', '이종상', '여성', '150.9', '51.7', 'B형', '1992-06-12', '2164-7330', 'lyyh8laah2ou4', 'yahoo.com', '기독교']: 1.148
=> ['2755', '정정훈', '여성', '154.3', '59.1', 'B형', '1990-07-17', '7588-4332', 'mn3dzphwon', 'yahoo.com', '기독교']: 1.1469
=> ['9126', '오영훈', '여성', '149.1', '51.4', 'B형', '1990-06-07', '8443-9493', 'sikzxr', 'yahoo.com', '기독교']: 1.1497
=> ['1120', '성석종', '여성', '150.0', '53.8', 'B형', '1949-04-09', '0462-9055', 'mqmxlyk4vkhyh', 'yahoo.com', '기독교']: 1.1463

['9127', '***', '여성', '150.0~160.0', '41.2~50.0', 'A형', '1950******', '*********', '*************', 'naver.com', '무교']
=> ['893', '정영현', '여성', '155.7', '49.2', 'A형', '1956-01-19', '6846-7955', 'fvshebu9q5q', 'naver.com', '무교']: 1.4687
=> ['9127', '추우서', '여성', '153.9', '48.9', 'A형', '1950-12-05', '7555-9968', 'zf2c8yci', 'naver.com', '무교']: 1.47

['9128', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1979******', '*********', '*************', 'naver.com', '무교']
=> ['455', '박성지', '남성', '177.6', '66.7', 'A형', '1959-10-25', '8831-9839', 'gkw0xm1fz0w', 'naver.com', '무교']: 1.5076
=> ['1911', '허정정', '남성', '174.3', '69.2', 'A형', '1979-08-11', '9683-5157', 'i606xck', 'naver.com', '무교']: 1.5091

['9129', '***', '여성', '160.0~170.0', '50.0~60.0', 'B형', '1984******', '*********', '*************', 'naver.com', '기독교']
=> ['6530', '김택용', '여성', '160.2', '58.6', 'B형', '1984-07-02', '6682-3429', 'grlte1w3wgg', 'naver.com', '기독교']: 1.1702
=> ['9621', '김영성', '여성', '160.6', '51.7', 'B형', '1980-12-01', '8871-8982', 'rgcpnni', 'naver.com', '기독교']: 1.1683
=> ['1759', '윤현석', '여성', '160.6', '57.7', 'B형', '1948-01-24', '8926-1667', 'cpgzbcuv', 'naver.com', '기독교']: 1.1663

['9130', '***', '남성', '160.0~170.0', '50.0~60.0', 'O형', '1955******', '*********', '*************', 'gmail.com', '기독교']
=> ['9130', '이현남', '남성', '165.8', '57.7', 'O형', '1955-05-22', '7985-4796', 'c52ji4', 'gmail.com', '기독교']: 1.1957
=> ['3245', '이정희', '남성', '165.6', '60.4', 'O형', '1995-10-23', '2111-0174', 'qtbobd8xdl', 'gmail.com', '기독교']: 1.1939
=> ['3839', '정은훈', '남성', '169.2', '60.1', 'O형', '1949-11-08', '5846-1203', 'bd9ln8gmp', 'gmail.com', '기독교']: 1.1921

['9131', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1971******', '*********', '*************', 'gmail.com', '기독교']
=> ['7177', '송정석', '남성', '174.5', '63.5', 'A형', '1971-10-20', '4557-8752', 'qzixjr', 'gmail.com', '기독교']: 1.2444
=> ['1158', '이서훈', '남성', '171.2', '67.0', 'A형', '1981-10-05', '8399-6215', 'ujaybehbi', 'gmail.com', '기독교']: 1.2429

['9132', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1963******', '*********', '*************', 'naver.com', '불교']
=> ['301', '강지진', '여성', '152.5', '57.8', 'AB형', '1988-07-17', '0918-4158', 'p4d83k9tbb', 'naver.com', '불교']: 1.0523
=> ['9132', '백택준', '여성', '157.2', '54.6', 'AB형', '1963-07-02', '2323-8862', 'nb0rz9k8w', 'naver.com', '불교']: 1.0555
=> ['3125', '지영진', '여성', '153.9', '53.1', 'AB형', '1973-06-04', '4857-5399', 'oevhq8do', 'naver.com', '불교']: 1.0539

['9133', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['9134', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1973******', '*********', '*************', 'yahoo.com', '무교']
=> ['1225', '김훈석', '여성', '157.0', '57.8', 'A형', '1977-02-15', '5297-2716', 'g34c3yn1', 'yahoo.com', '무교']: 1.5063
=> ['733', '송지훈', '여성', '157.6', '54.6', 'A형', '1973-08-24', '6960-8334', 'xacrtw0zes', 'yahoo.com', '무교']: 1.508

['9135', '***', '남성', '170.0~180.0', '60.0~70.0', 'AB형', '1949******', '*********', '*************', 'yahoo.com', '기독교']
=> ['273', '신석택', '남성', '177.9', '68.1', 'AB형', '1979-04-21', '0782-4231', 'blmadp0dpe6ad', 'yahoo.com', '기독교']: 1.0316
=> ['9135', '한은훈', '남성', '173.7', '68.3', 'AB형', '1949-10-09', '0814-7660', 'mlrqfa70nkod', 'yahoo.com', '기독교']: 1.0334

['9136', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1969******', '*********', '*************', 'naver.com', '불교']
=> ['5718', '송정우', '남성', '165.6', '65.6', 'O형', '1969-10-18', '7497-0627', 'qh9fctfns', 'naver.com', '불교']: 1.231
=> ['408', '이성준', '남성', '170.8', '67.6', 'O형', '1949-09-04', '7950-4780', 'k9yh178jmx7', 'naver.com', '불교']: 1.2296

['9137', '***', '남성', '180.0~190.0', '60.0~70.0', 'A형', '1992******', '*********', '*************', 'yahoo.com', '불교']
=> ['9137', '김준서', '남성', '180.2', '67.5', 'A형', '1992-03-29', '6587-8090', 'nruq8wpo', 'yahoo.com', '불교']: 1.2648
=> ['8667', '전우성', '남성', '180.6', '70.6', 'A형', '1982-02-17', '3139-6273', 'gjsnab09dvysg', 'yahoo.com', '불교']: 1.2632
=> ['1443', '이협현', '남성', '173.0', '61.7', 'A형', '1952-02-22', '0646-8205', 'imtgvlt9jqezi', 'yahoo.com', '불교']: 1.2631

['9138', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 0.4935

['9139', '***', '남성', '160.0~170.0', '70.0~80.0', 'A형', '1962******', '*********', '*************', 'gmail.com', '기독교']
=> ['7081', '강석종', '남성', '166.6', '71.1', 'A형', '1961-07-05', '9896-7975', 'e7mus0dukb2', 'gmail.com', '기독교']: 1.219
=> ['9139', '손서진', '남성', '167.2', '71.2', 'A형', '1962-06-25', '3362-1752', 'efesuhk319x5c', 'gmail.com', '기독교']: 1.2207
=> ['3469', '권우영', '남성', '164.3', '73.3', 'A형', '1977-03-27', '1952-1661', 'thyl3fd4b', 'gmail.com', '기독교']: 1.2173

['9140', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['9141', '***', '여성', '140.0~150.0', '50.0~60.0', 'A형', '1958******', '*********', '*************', 'yahoo.com', '무교']
=> ['9141', '강성준', '여성', '145.7', '56.1', 'A형', '1958-08-26', '7263-8952', 'l6277e5t54fg', 'yahoo.com', '무교']: 1.483
=> ['88', '이훈지', '여성', '148.1', '57.3', 'A형', '1955-09-12', '5460-7412', 'ztdqesd', 'yahoo.com', '무교']: 1.4814

['9142', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 0.4908

['9143', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1974******', '*********', '*************', 'gmail.com', '기독교']
=> ['858', '김훈영', '여성', '155.2', '57.8', 'A형', '1994-10-14', '2493-1422', 'hky8851mkm', 'gmail.com', '기독교']: 1.2377
=> ['4883', '윤종석', '여성', '155.9', '58.0', 'A형', '1974-07-05', '2960-5087', 'wwkvvee4jp', 'gmail.com', '기독교']: 1.2395

['9144', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1969******', '*********', '*************', 'naver.com', '무교']
=> ['54', '이정정', '남성', '170.1', '67.5', 'O형', '1961-01-03', '0552-0116', 'nlpdun4wf', 'naver.com', '무교']: 1.4521
=> ['4327', '이덕현', '남성', '174.2', '61.8', 'O형', '1969-01-09', '9869-2358', 'ff20a4', 'naver.com', '무교']: 1.4536

['9145', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1983******', '*********', '*************', 'yahoo.com', '불교']
=> ['1393', '오남준', '남성', '171.3', '64.2', 'A형', '1987-07-21', '1905-4553', 'sd0jyat2hawb', 'yahoo.com', '불교']: 1.2828
=> ['7373', '정협은', '남성', '177.3', '70.9', 'A형', '1983-05-10', '0258-2030', 'qrfnwv', 'yahoo.com', '불교']: 1.2844

['9146', '***', '남성', '170.0~180.0', '70.0~80.0', 'O형', '1974******', '*********', '*************', 'yahoo.com', '무교']
=> ['1730', '정용희', '남성', '175.3', '72.2', 'O형', '1974-02-12', '7314-6906', 'fbl8r8mj', 'yahoo.com', '무교']: 1.4274
=> ['1554', '박용정', '남성', '176.6', '72.1', 'O형', '1973-01-20', '9552-0762', 'q4xbq9k4405', 'yahoo.com', '무교']: 1.4256

['9147', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1956******', '*********', '*************', 'naver.com', '불교']
=> ['313', '이택협', '여성', '151.0', '57.8', 'A형', '1956-11-23', '2932-7245', 'f53mltm9se5', 'naver.com', '불교']: 1.2739
=> ['336', '이성종', '여성', '160.0', '60.2', 'A형', '1957-11-11', '1595-9769', 'xflohp', 'naver.com', '불교']: 1.2722

['9148', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1988******', '*********', '*************', 'gmail.com', '무교']
=> ['1121', '박준훈', '남성', '164.6', '60.7', 'B형', '1984-02-25', '7853-6068', 'b0pqdebomshto', 'gmail.com', '무교']: 1.4423
=> ['4255', '서영준', '남성', '161.5', '62.0', 'B형', '1988-10-30', '6203-0329', 'ek0t4db', 'gmail.com', '무교']: 1.4439

['9149', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 0.7204

['9150', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1952******', '*********', '*************', 'gmail.com', '무교']
=> ['1353', '정영정', '남성', '170.1', '67.0', 'B형', '1953-05-01', '9780-6486', 'kus0gu0', 'gmail.com', '무교']: 1.4357
=> ['7090', '이현지', '남성', '171.5', '64.0', 'B형', '1952-03-30', '8756-1094', 'fv3f1lewy3y', 'gmail.com', '무교']: 1.4374

['9151', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1962******', '*********', '*************', 'yahoo.com', '기독교']
=> ['2242', '제훈택', '남성', '163.1', '68.3', 'O형', '1964-08-14', '7046-5732', 'i10jckuip3dt', 'yahoo.com', '기독교']: 1.2015
=> ['9151', '이은덕', '남성', '167.6', '64.3', 'O형', '1962-03-07', '6801-0215', 'd7pqy32m3j', 'yahoo.com', '기독교']: 1.2032

['9152', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1969******', '*********', '*************', 'daum.net', '불교']
=> ['914', '김영우', '남성', '169.3', '69.3', 'B형', '1963-11-02', '7378-8900', 'jddrth', 'daum.net', '불교']: 1.2098
=> ['9152', '류상상', '남성', '169.0', '66.5', 'B형', '1969-12-14', '3901-0436', 'q0b2cz6', 'daum.net', '불교']: 1.2112

['9153', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1955******', '*********', '*************', 'gmail.com', '무교']
=> ['3158', '이훈덕', '여성', '157.7', '56.4', 'A형', '1955-07-05', '3505-6472', 'qvhzl1d', 'gmail.com', '무교']: 1.5022

['9154', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1950******', '*********', '*************', 'daum.net', '무교']
=> ['365', '최우석', '남성', '163.0', '60.7', 'O형', '1959-10-27', '5871-4500', 'cori484', 'daum.net', '무교']: 1.4543
=> ['230', '위덕용', '남성', '160.4', '69.9', 'O형', '1950-09-25', '7746-7979', 'snhsflteeym', 'daum.net', '무교']: 1.4557

['9155', '***', '여성', '160.0~170.0', '50.0~60.0', 'AB형', '1980******', '*********', '*************', 'gmail.com', '무교']
=> ['9155', '차훈훈', '여성', '161.2', '55.5', 'AB형', '1980-03-01', '0277-5680', 'eeqc277aynp0t', 'gmail.com', '무교']: 1.282
=> ['252', '김진남', '여성', '169.8', '51.5', 'AB형', '1963-01-06', '1624-2583', 'fq6tc5cc', 'gmail.com', '무교']: 1.2789
=> ['907', '김협영', '여성', '160.7', '53.6', 'AB형', '1989-01-18', '7437-8877', 'n2on7q2q4p1', 'gmail.com', '무교']: 1.2804

['9156', '***', '여성', '160.0~170.0', '50.0~60.0', 'B형', '1992******', '*********', '*************', 'yahoo.com', '무교']
=> ['1099', '정진정', '여성', '164.9', '54.0', 'B형', '1996-08-24', '2392-2823', 'ong1e0vvdnsvu', 'yahoo.com', '무교']: 1.4341
=> ['7112', '류종상', '여성', '160.4', '58.6', 'B형', '1992-04-28', '4211-4385', 'ce7n62p48ylmd', 'yahoo.com', '무교']: 1.4357

['9157', '***', '남성', '170.0~180.0', '70.0~80.0', 'A형', '1946******', '*********', '*************', 'gmail.com', '불교']
=> ['1530', '정상상', '남성', '175.7', '70.7', 'A형', '1962-04-09', '7453-4825', 'd0glbcop', 'gmail.com', '불교']: 1.2435
=> ['9157', '하훈협', '남성', '173.4', '70.4', 'A형', '1946-03-31', '8039-4263', 'm7g0gyypbf', 'gmail.com', '불교']: 1.247

['9158', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1962******', '*********', '*************', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.2393
=> ['9158', '강택훈', '여성', '154.9', '52.7', 'A형', '1962-12-09', '1762-7973', 'n4qzle9es', 'naver.com', '기독교']: 1.241

['9159', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1969******', '*********', '*************', 'naver.com', '불교']
=> ['2241', '고택석', '여성', '154.0', '54.0', 'A형', '1969-12-13', '0735-8346', 'gxqhah8p', 'naver.com', '불교']: 1.2732
=> ['650', '오영희', '여성', '158.8', '57.4', 'A형', '1961-03-14', '3491-3553', 'iq76o2rq3', 'naver.com', '불교']: 1.2717

['9160', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1947******', '*********', '*************', 'daum.net', '기독교']
=> ['426', '김협훈', '남성', '167.6', '68.4', 'O형', '1957-08-21', '5836-4609', 'wvh7e5sw', 'daum.net', '기독교']: 1.1925
=> ['2299', '정준정', '남성', '164.7', '68.3', 'O형', '1947-10-03', '1908-2644', 'c08rzy', 'daum.net', '기독교']: 1.1941

['9161', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1981******', '*********', '*************', 'daum.net', '무교']
=> ['9161', '오택은', '남성', '166.0', '68.8', 'A형', '1981-05-14', '1671-8878', 'uxfzfyw113', 'daum.net', '무교']: 1.5128
=> ['482', '오준준', '남성', '168.7', '60.9', 'A형', '1986-03-30', '1653-5797', 'zoq58jrn7xedv', 'daum.net', '무교']: 1.511

