['578', '***', '여성', '150.0~160.0', '45.0~50.0', 'A형', '1958******', '*************', '*************', 'yahoo.com', '불교']
=> ['190', '이은성', '남', '160.2', '60.1', 'A형', '1985-08-10', '010-5568-3265', 'adva8w', 'gmail.com', '천주교']: 4.1576

['28', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1985******', '*************', '*************', 'gmail.com', '불교']
=> ['28', '정택영', '남', '164.1', '62.3', 'B형', '1985-07-29', '010-5563-1644', 'airo4yvm', 'gmail.com', '불교']: 4.1576

['406', '***', '여성', '160.0~170.0', '60.0~65.0', 'O형', '1985******', '*************', '*************', 'yahoo.com', '기독교']
=> ['406', '조정석', '여', '162.1', '61', 'O형', '1985-09-07', '010-6890-5976', 'au3lmwzx', 'yahoo.com', '기독교']: 4.1576

['99', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1985******', '*************', '*************', 'daum.net', '천주교']
=> ['99', '진용협', '남', '168.4', '62.3', 'A형', '1985-09-06', '010-8857-7105', 'pno6mxv36h4', 'daum.net', '천주교']: 4.1576

['661', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1987******', '*************', '*************', 'naver.com', '기독교']
=> ['661', '김영용', '남', '176.7', '60.5', 'O형', '1987-01-22', '010-1507-9393', 'fqxbb6x06', 'naver.com', '기독교']: 4.1576

['858', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1987******', '*************', '*************', 'yahoo.com', '기독교']
=> ['858', '김지석', '남', '171.4', '61.5', 'A형', '1987-07-19', '010-0515-6244', 'jooy4kfxd', 'yahoo.com', '기독교']: 4.1576

['332', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1987******', '*************', '*************', 'gmail.com', '무교']
=> ['332', '조덕성', '남', '175.1', '63.4', 'B형', '1987-06-01', '010-3530-8396', 'putb1p42', 'gmail.com', '무교']: 4.1576

['894', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1988******', '*************', '*************', 'naver.com', '천주교']
=> ['894', '김정용', '남', '165.2', '64.7', 'O형', '1988-11-29', '010-9558-7145', 'x1nrz7qek', 'naver.com', '천주교']: 4.1576

['706', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1988******', '*************', '*************', 'gmail.com', '불교']
=> ['706', '이서영', '남', '163.2', '63.2', 'B형', '1988-04-29', '010-8746-1267', 'cu7nto', 'gmail.com', '불교']: 4.1576

['468', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1988******', '*************', '*************', 'daum.net', '불교']
=> ['468', '황석우', '남', '166.8', '62.1', 'A형', '1988-09-15', '010-0636-6978', 'lz9deqq74', 'daum.net', '불교']: 4.1576

['883', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1988******', '*************', '*************', 'gmail.com', '무교']
=> ['882', '김우준', '남', '171.8', '66.3', 'A형', '1970-01-21', '010-2071-4612', 'iaevhbw9', 'yahoo.com', '불교']: 4.1576
=> ['256', '홍영용', '남', '170.7', '65', 'A형', '1988-02-17', '010-1868-2904', 'fo0985uo', 'gmail.com', '무교']: 4.1576

['953', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1988******', '*************', '*************', 'gmail.com', '무교']
=> ['953', '공지정', '남', '168.3', '62.6', 'B형', '1988-06-04', '010-3389-0749', 'xmilizewt', 'gmail.com', '무교']: 4.1576

['387', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1993******', '*************', '*************', 'yahoo.com', '불교']
=> ['387', '김지영', '남', '162.7', '62.3', 'A형', '1993-07-08', '010-2458-0459', 'rcq7ef', 'yahoo.com', '불교']: 4.1576

['773', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1993******', '*************', '*************', 'gmail.com', '무교']
=> ['773', '김남용', '남', '163.7', '62.7', 'B형', '1993-11-25', '010-8842-3234', 'rvsaz9frlqd6', 'gmail.com', '무교']: 4.1576

['787', '***', '남성', '160.0~170.0', '60.0~65.0', 'AB형', '1993******', '*************', '*************', 'naver.com', '불교']
=> ['787', '이남정', '남', '164.2', '63.3', 'AB형', '1993-12-20', '010-7690-8585', 'zcuf8eifz3', 'naver.com', '불교']: 4.1576

['452', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1995******', '*************', '*************', 'daum.net', '무교']
=> ['649', '박우남', '남', '184.1', '68', 'A형', '1977-06-11', '010-5033-8518', 'ieezckw86rr', 'gmail.com', '기독교']: 4.1576
=> ['452', '김성남', '남', '174.6', '64', 'A형', '1995-11-29', '010-9275-7768', 'rg5m70', 'daum.net', '무교']: 4.1576

['648', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1995******', '*************', '*************', 'yahoo.com', '무교']
=> ['648', '김준은', '남', '171.4', '64.5', 'O형', '1995-03-04', '010-9053-8032', 'rz3x900gkun7', 'yahoo.com', '무교']: 4.1576

['885', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1995******', '*************', '*************', 'naver.com', '무교']
=> ['885', '이정지', '남', '172.9', '60.9', 'A형', '1995-10-18', '010-2721-9942', 'nzi53g', 'naver.com', '무교']: 4.1576

['650', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1995******', '*************', '*************', 'daum.net', '무교']
=> ['649', '박우남', '남', '184.1', '68', 'A형', '1977-06-11', '010-5033-8518', 'ieezckw86rr', 'gmail.com', '기독교']: 4.1576
=> ['452', '김성남', '남', '174.6', '64', 'A형', '1995-11-29', '010-9275-7768', 'rg5m70', 'daum.net', '무교']: 4.1576

['50', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1947******', '*************', '*************', 'gmail.com', '무교']
=> ['50', '임준지', '남', '172', '65.1', 'O형', '1947-05-26', '010-3083-2914', 'euoajo4kb7mre', 'gmail.com', '무교']: 4.1576

['135', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1947******', '*************', '*************', 'yahoo.com', '무교']
=> ['135', '권서훈', '남', '176', '65.5', 'B형', '1947-04-18', '010-8885-9376', 'klpq8d8pd20b', 'yahoo.com', '무교']: 4.1576

['593', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1947******', '*************', '*************', 'yahoo.com', '불교']
=> ['593', '엄상택', '남', '175.5', '69.2', 'B형', '1947-07-08', '010-0332-7791', 'oxvcvg9pbqr', 'yahoo.com', '불교']: 4.1576

['278', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1951******', '*************', '*************', 'naver.com', '무교']
=> ['278', '김준영', '남', '170', '65.7', 'O형', '1951-10-18', '010-2529-0332', 'y2msiv', 'naver.com', '무교']: 4.1576

['607', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1951******', '*************', '*************', 'gmail.com', '무교']
=> ['607', '이영종', '남', '170.1', '67.1', 'B형', '1951-06-15', '010-3129-2006', 'pkncwh5jl882d', 'gmail.com', '무교']: 4.1576

['544', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1951******', '*************', '*************', 'daum.net', '불교']
=> ['544', '황정종', '남', '179.4', '69.5', 'B형', '1951-07-25', '010-4991-1498', 'ionv8t', 'daum.net', '불교']: 4.1576

['996', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1953******', '*************', '*************', 'naver.com', '무교']
=> ['996', '안상택', '남', '165', '68.6', 'A형', '1953-01-28', '010-6433-4102', 'nu8zjr0ru8pj2', 'naver.com', '무교']: 4.1576

['93', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1953******', '*************', '*************', 'daum.net', '무교']
=> ['93', '최상용', '남', '167.9', '67.5', 'A형', '1953-11-23', '010-7948-7185', 'axxx6ar27lpq', 'daum.net', '무교']: 4.1576

['687', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1953******', '*************', '*************', 'naver.com', '천주교']
=> ['687', '최훈성', '남', '166.1', '66.1', 'A형', '1953-11-07', '010-9686-0305', 'ygs56aq51k', 'naver.com', '천주교']: 4.1576

['510', '***', '남성', '160.0~170.0', '65.0~70.0', 'AB형', '1953******', '*************', '*************', 'naver.com', '무교']
=> ['510', '손상준', '남', '162.7', '66.1', 'AB형', '1953-05-11', '010-5589-4857', 'retrw2nl87pl1', 'naver.com', '무교']: 4.1576

['698', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1953******', '*************', '*************', 'naver.com', '기독교']
=> ['698', '방석영', '남', '165.6', '66.4', 'A형', '1953-03-22', '010-5141-7227', 'ehtq9stdivg', 'naver.com', '기독교']: 4.1576

['347', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1954******', '*************', '*************', 'naver.com', '기독교']
=> ['347', '김상희', '남', '171.2', '67.9', 'A형', '1954-10-11', '010-3846-3891', 'n259evvly', 'naver.com', '기독교']: 4.1576

['127', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1954******', '*************', '*************', 'naver.com', '무교']
=> ['127', '윤진택', '남', '170.5', '65.1', 'A형', '1954-12-11', '010-9464-4072', 'k38cbl', 'naver.com', '무교']: 4.1576

['608', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1954******', '*************', '*************', 'yahoo.com', '무교']
=> ['608', '한정희', '남', '177.4', '69.9', 'A형', '1954-04-09', '010-6196-9202', 'm5vyhbk2tv', 'yahoo.com', '무교']: 4.1576

['679', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1955******', '*************', '*************', 'naver.com', '기독교']
=> ['679', '김종훈', '남', '172.2', '67.7', 'A형', '1955-07-29', '010-2573-4696', 's201xtqyxttgh', 'naver.com', '기독교']: 4.1576

['482', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1955******', '*************', '*************', 'daum.net', '불교']
=> ['482', '윤성택', '남', '174.5', '65.6', 'A형', '1955-07-11', '010-8321-8460', 'etzz6k7x4uq', 'daum.net', '불교']: 4.1576

['485', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1955******', '*************', '*************', 'gmail.com', '천주교']
=> ['485', '윤훈남', '남', '176.8', '65.4', 'AB형', '1955-01-07', '010-7510-7027', 'toxatl', 'gmail.com', '천주교']: 4.1576

['923', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1956******', '*************', '*************', 'naver.com', '기독교']
=> ['923', '김덕은', '남', '175', '66.6', 'A형', '1956-02-12', '010-0773-2600', 'r9pwjz26', 'naver.com', '기독교']: 4.1576

['489', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1956******', '*************', '*************', 'gmail.com', '기독교']
=> ['489', '염지종', '남', '175.9', '68.5', 'A형', '1956-08-03', '010-8562-3218', 'lkrbfc1', 'gmail.com', '기독교']: 4.1576

['21', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1956******', '*************', '*************', 'daum.net', '기독교']
=> ['21', '노서덕', '남', '170.2', '67.9', 'B형', '1956-04-01', '010-9169-4941', 'mgkajr', 'daum.net', '기독교']: 4.1576

['897', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1957******', '*************', '*************', 'gmail.com', '무교']
=> ['897', '김용협', '남', '172.3', '69.7', 'B형', '1957-03-22', '010-5338-7616', 'yqa5501ud', 'gmail.com', '무교']: 4.1576

['27', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1957******', '*************', '*************', 'naver.com', '불교']
=> ['27', '박은정', '남', '178.6', '67.6', 'B형', '1957-10-03', '010-9843-4383', 'yogkx7fwi', 'naver.com', '불교']: 4.1576

['34', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1957******', '*************', '*************', 'naver.com', '불교']
=> ['34', '서상영', '남', '173.9', '67.2', 'A형', '1957-03-29', '010-9306-5991', 'rjg65qocmzvs', 'naver.com', '불교']: 4.1576

['724', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1957******', '*************', '*************', 'gmail.com', '무교']
=> ['724', '최지훈', '남', '171.6', '68.6', 'A형', '1957-08-18', '010-5405-5035', 'ava3fgp', 'gmail.com', '무교']: 4.1576

['231', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1958******', '*************', '*************', 'yahoo.com', '불교']
=> ['231', '이준용', '남', '169.9', '68.2', 'O형', '1958-07-21', '010-7233-3096', 'ngkg07p42yec', 'yahoo.com', '불교']: 4.1576

['772', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1958******', '*************', '*************', 'gmail.com', '무교']
=> ['772', '한남석', '남', '164.9', '65.4', 'B형', '1958-10-27', '010-1824-4245', 'vs1u4q65c', 'gmail.com', '무교']: 4.1576

['46', '***', '남성', '160.0~170.0', '65.0~70.0', 'AB형', '1958******', '*************', '*************', 'yahoo.com', '무교']
=> ['46', '장영상', '남', '163.7', '68.4', 'AB형', '1958-10-16', '010-2861-7092', 'ym0vwxe6', 'yahoo.com', '무교']: 4.1576

['348', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1958******', '*************', '*************', 'naver.com', '기독교']
=> ['348', '홍정종', '남', '167.1', '68.6', 'O형', '1958-08-05', '010-5647-2268', 'c9q7ko3ezqteh', 'naver.com', '기독교']: 4.1576

['548', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1958******', '*************', '*************', 'yahoo.com', '불교']
=> ['548', '소협훈', '남', '162.9', '69.2', 'B형', '1958-11-02', '010-5300-5145', 'xei4on8l7', 'yahoo.com', '불교']: 4.1576

['193', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1959******', '*************', '*************', 'yahoo.com', '무교']
=> ['193', '이석종', '남', '178.2', '69', 'O형', '1959-07-01', '010-5260-2018', 'mmp49tjiu0f', 'yahoo.com', '무교']: 4.1576

['76', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1959******', '*************', '*************', 'yahoo.com', '불교']
=> ['76', '허정성', '남', '173.2', '65.4', 'O형', '1959-09-10', '010-7231-5027', 'm40pcz', 'yahoo.com', '불교']: 4.1576

['137', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1959******', '*************', '*************', 'naver.com', '불교']
=> ['137', '백훈영', '남', '173.3', '65.4', 'A형', '1959-02-11', '010-7723-4304', 'mtx5q43q7a', 'naver.com', '불교']: 4.1576

['871', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1959******', '*************', '*************', 'yahoo.com', '천주교']
=> ['871', '양덕우', '남', '175.1', '67.6', 'O형', '1959-07-23', '010-5404-3631', 'oytdsr9', 'yahoo.com', '천주교']: 4.1576

['122', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1960******', '*************', '*************', 'yahoo.com', '천주교']
=> ['122', '김상준', '남', '168.6', '69.9', 'A형', '1960-02-23', '010-9700-4739', 'uhj02ed0', 'yahoo.com', '천주교']: 4.1576

['696', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1960******', '*************', '*************', 'gmail.com', '천주교']
=> ['696', '김영용', '남', '167.9', '66.5', 'O형', '1960-12-12', '010-8881-8556', 'mklj5n75', 'gmail.com', '천주교']: 4.1576

['549', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1960******', '*************', '*************', 'daum.net', '무교']
=> ['549', '박훈용', '남', '165.7', '66.3', 'B형', '1960-08-23', '010-9265-9195', 'v6xpoz8lmh', 'daum.net', '무교']: 4.1576

['191', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1961******', '*************', '*************', 'yahoo.com', '무교']
=> ['191', '김덕지', '남', '168.5', '68.6', 'B형', '1961-03-06', '010-0440-3049', 'mxd8gco1vc', 'yahoo.com', '무교']: 4.1576

['930', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1961******', '*************', '*************', 'daum.net', '불교']
=> ['930', '김지준', '남', '164.7', '66.8', 'B형', '1961-08-05', '010-5102-6400', 'vvj1ojia40', 'daum.net', '불교']: 4.1576

['633', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1961******', '*************', '*************', 'daum.net', '기독교']
=> ['633', '윤준서', '남', '167.7', '65.9', 'O형', '1961-01-09', '010-4012-4847', 'tlxvduxufweuo', 'daum.net', '기독교']: 4.1576

['753', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1961******', '*************', '*************', 'daum.net', '무교']
=> ['753', '유희준', '남', '161.7', '67.5', 'O형', '1961-05-11', '010-2224-2818', 'sultdw8', 'daum.net', '무교']: 4.1576

['805', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1962******', '*************', '*************', 'naver.com', '불교']
=> ['805', '이상종', '남', '175.1', '68.9', 'A형', '1962-10-17', '010-5620-1445', 'tnxdu8o5pr', 'naver.com', '불교']: 4.1576

['919', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1962******', '*************', '*************', 'naver.com', '기독교']
=> ['919', '최우지', '남', '171.9', '68.9', 'O형', '1962-01-09', '010-4821-0212', 'tqxdagh9', 'naver.com', '기독교']: 4.1576

['233', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1962******', '*************', '*************', 'daum.net', '무교']
=> ['233', '황남지', '남', '178.9', '69.1', 'A형', '1962-07-05', '010-9384-7646', 'ddfokwbogi', 'daum.net', '무교']: 4.1576

['638', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1963******', '*************', '*************', 'yahoo.com', '불교']
=> ['252', '최진남', '남', '175.8', '69.8', 'O형', '1963-10-09', '010-4838-9278', 'ga8ctw7n7', 'yahoo.com', '불교']: 4.1576
=> ['637', '진덕현', '여', '152.3', '61.9', 'O형', '1994-03-18', '010-4948-5565', 'ktrowsq2cv', 'yahoo.com', '불교']: 4.1576

['252', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1963******', '*************', '*************', 'yahoo.com', '불교']
=> ['252', '최진남', '남', '175.8', '69.8', 'O형', '1963-10-09', '010-4838-9278', 'ga8ctw7n7', 'yahoo.com', '불교']: 4.1576
=> ['637', '진덕현', '여', '152.3', '61.9', 'O형', '1994-03-18', '010-4948-5565', 'ktrowsq2cv', 'yahoo.com', '불교']: 4.1576

['309', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1963******', '*************', '*************', 'gmail.com', '무교']
=> ['309', '전현영', '남', '173.7', '67.8', 'A형', '1963-02-13', '010-7538-9721', 'ixm1nloz5i', 'gmail.com', '무교']: 4.1576

['49', '***', '남성', '160.0~170.0', '65.0~70.0', 'AB형', '1964******', '*************', '*************', 'gmail.com', '무교']
=> ['49', '김정지', '남', '168.9', '69.9', 'AB형', '1964-05-21', '010-7971-2000', 'u0pksq', 'gmail.com', '무교']: 4.1576

['446', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1964******', '*************', '*************', 'daum.net', '무교']
=> ['446', '이석준', '남', '167.7', '66.5', 'B형', '1964-06-23', '010-3423-7232', 'qdfq1334', 'daum.net', '무교']: 4.1576

['143', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1964******', '*************', '*************', 'daum.net', '기독교']
=> ['143', '최덕성', '남', '162.1', '65.5', 'A형', '1964-09-24', '010-6055-5247', 'ewx6e3dpz0', 'daum.net', '기독교']: 4.1576

['839', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1964******', '*************', '*************', 'naver.com', '천주교']
=> ['839', '성상희', '남', '166.8', '65', 'B형', '1964-12-11', '010-2185-9333', 'n0pm1btk', 'naver.com', '천주교']: 4.1576

['245', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1966******', '*************', '*************', 'yahoo.com', '불교']
=> ['245', '신훈은', '남', '170.4', '65.4', 'O형', '1966-04-20', '010-5074-0578', 'n7snhxe6ldjlp', 'yahoo.com', '불교']: 4.1576

['535', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1966******', '*************', '*************', 'daum.net', '천주교']
=> ['535', '이희훈', '남', '175.8', '66.7', 'O형', '1966-09-10', '010-3677-2788', 'ut77c8mj44cnc', 'daum.net', '천주교']: 4.1576

['412', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1966******', '*************', '*************', 'naver.com', '무교']
=> ['412', '양서남', '남', '174.5', '66.6', 'AB형', '1966-03-25', '010-1908-9361', 'ji2z03e', 'naver.com', '무교']: 4.1576

['754', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1966******', '*************', '*************', 'gmail.com', '무교']
=> ['754', '강정남', '남', '175.2', '66.8', 'O형', '1966-07-11', '010-2732-7575', 'kswo4krplsig', 'gmail.com', '무교']: 4.1576

['490', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1967******', '*************', '*************', 'yahoo.com', '무교']
=> ['490', '황서협', '남', '178.2', '67.6', 'O형', '1967-06-14', '010-0344-5505', 'hlozoz932mb', 'yahoo.com', '무교']: 4.1576

['368', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1967******', '*************', '*************', 'gmail.com', '무교']
=> ['368', '류지석', '남', '176.5', '69.6', 'AB형', '1967-02-10', '010-0935-1836', 'zhqtju2e0nz', 'gmail.com', '무교']: 4.1576

['417', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1967******', '*************', '*************', 'naver.com', '불교']
=> ['417', '지영덕', '남', '173', '67.2', 'A형', '1967-07-10', '010-6986-9738', 'cu542q', 'naver.com', '불교']: 4.1576

['248', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1968******', '*************', '*************', 'daum.net', '무교']
=> ['248', '박훈지', '남', '177.1', '65.9', 'AB형', '1968-05-07', '010-3748-6364', 'eld6msfjkzzt', 'daum.net', '무교']: 4.1576

['876', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1968******', '*************', '*************', 'gmail.com', '기독교']
=> ['876', '이준진', '남', '172.8', '66.9', 'A형', '1968-01-10', '010-1907-7116', 'bxm6l5vx4s', 'gmail.com', '기독교']: 4.1576

['909', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1968******', '*************', '*************', 'daum.net', '불교']
=> ['909', '정준상', '남', '171.2', '66.5', 'B형', '1968-08-19', '010-5518-1177', 'c0k25cv8rwfe', 'daum.net', '불교']: 4.1576

['882', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1970******', '*************', '*************', 'yahoo.com', '불교']
=> ['882', '김우준', '남', '171.8', '66.3', 'A형', '1970-01-21', '010-2071-4612', 'iaevhbw9', 'yahoo.com', '불교']: 4.1576

['163', '***', '남성', '170.0~180.0', '65.0~70.0', 'B형', '1970******', '*************', '*************', 'gmail.com', '기독교']
=> ['163', '염정희', '남', '170.6', '65.2', 'B형', '1970-08-20', '010-0989-8756', 'nx7nhq2276', 'gmail.com', '기독교']: 4.1576

['335', '***', '남성', '170.0~180.0', '65.0~70.0', 'AB형', '1970******', '*************', '*************', 'gmail.com', '무교']
=> ['335', '한영협', '남', '172', '65', 'AB형', '1970-06-22', '010-3571-4133', 'hy8olt9c6jf', 'gmail.com', '무교']: 4.1576

['786', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1970******', '*************', '*************', 'naver.com', '무교']
=> ['786', '우훈종', '남', '172.9', '67.8', 'A형', '1970-10-14', '010-0853-8927', 'clgtezyntr', 'naver.com', '무교']: 4.1576

['559', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1971******', '*************', '*************', 'naver.com', '무교']
=> ['559', '박준우', '남', '178.1', '68.8', 'A형', '1971-11-18', '010-3992-9432', 'vyg8pvuskumvk', 'naver.com', '무교']: 4.1576

['362', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1971******', '*************', '*************', 'gmail.com', '무교']
=> ['362', '이지용', '남', '174.6', '65.2', 'O형', '1971-01-31', '010-7114-5633', 'kk9e6l46s', 'gmail.com', '무교']: 4.1576

['448', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1971******', '*************', '*************', 'gmail.com', '불교']
=> ['448', '최현지', '남', '172.7', '69.3', 'O형', '1971-07-30', '010-8894-1672', 'ydgokthv', 'gmail.com', '불교']: 4.1576

['983', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1972******', '*************', '*************', 'naver.com', '불교']
=> ['983', '김지훈', '남', '168.6', '68.1', 'O형', '1972-03-13', '010-1038-4725', 'om1eoh4', 'naver.com', '불교']: 4.1576

['276', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1972******', '*************', '*************', 'naver.com', '천주교']
=> ['276', '안현준', '남', '168.5', '69.3', 'A형', '1972-11-17', '010-7988-8249', 'dgn7iq2xje', 'naver.com', '천주교']: 4.1576

['913', '***', '남성', '160.0~170.0', '65.0~70.0', 'B형', '1972******', '*************', '*************', 'yahoo.com', '기독교']
=> ['913', '이택상', '남', '168.3', '68.4', 'B형', '1972-07-24', '010-1540-6438', 'khg10umft4q3', 'yahoo.com', '기독교']: 4.1576

['302', '***', '남성', '160.0~170.0', '65.0~70.0', 'A형', '1972******', '*************', '*************', 'daum.net', '무교']
=> ['302', '최남영', '남', '169.3', '66.2', 'A형', '1972-08-22', '010-5848-9499', 'asm35f', 'daum.net', '무교']: 4.1576

['118', '***', '남성', '160.0~170.0', '65.0~70.0', 'O형', '1972******', '*************', '*************', 'daum.net', '무교']
=> ['118', '채석은', '남', '166.2', '65.6', 'O형', '1972-09-01', '010-4213-3693', 'tw7d5srx6goz', 'daum.net', '무교']: 4.1576

['794', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1972******', '*************', '*************', 'naver.com', '무교']
=> ['794', '김지현', '남', '171.4', '69', 'A형', '1972-03-04', '010-5918-8392', 'z35msoyxuyv', 'naver.com', '무교']: 4.1576

['623', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1972******', '*************', '*************', 'naver.com', '무교']
=> ['623', '이훈남', '남', '171.4', '68.8', 'O형', '1972-07-08', '010-4274-1504', 'ixzyuc8wx', 'naver.com', '무교']: 4.1576

['460', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1972******', '*************', '*************', 'gmail.com', '무교']
=> ['460', '남용훈', '남', '172.8', '69.5', 'A형', '1972-09-14', '010-4016-7116', 'htnxy5mjir', 'gmail.com', '무교']: 4.1576

['586', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1972******', '*************', '*************', 'gmail.com', '무교']
=> ['586', '금희석', '남', '177.8', '67.5', 'O형', '1972-02-08', '010-8374-7530', 'c00utrsoz', 'gmail.com', '무교']: 4.1576

['611', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1974******', '*************', '*************', 'daum.net', '무교']
=> ['611', '김은현', '남', '170.7', '67.4', 'O형', '1974-08-05', '010-1618-2298', 'o5lryjyazv', 'daum.net', '무교']: 4.1576

['78', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1974******', '*************', '*************', 'daum.net', '기독교']
=> ['78', '이지현', '남', '172.4', '68', 'A형', '1974-08-31', '010-4459-8127', 'ophzbtg6n', 'daum.net', '기독교']: 4.1576

['555', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1974******', '*************', '*************', 'gmail.com', '무교']
=> ['555', '배훈택', '남', '172.7', '66.4', 'O형', '1974-04-02', '010-3093-1106', 'udk8t89', 'gmail.com', '무교']: 4.1576

['745', '***', '남성', '170.0~180.0', '65.0~70.0', 'O형', '1975******', '*************', '*************', 'naver.com', '무교']
=> ['745', '이용현', '남', '174.7', '69.5', 'O형', '1975-07-10', '010-8473-5897', 'u69pz3e81cja3', 'naver.com', '무교']: 4.1576

['156', '***', '남성', '170.0~180.0', '65.0~70.0', 'A형', '1975******', '*************', '*************', 'yahoo.com', '기독교']
=> ['156', '최훈지', '남', '170.1', '66', 'A형', '1975-12-06', '010-6345-3583', 'z8hgwwj4sk', 'yahoo.com', '기독교']: 4.1576

