['1', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']

['6729', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6730', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6731', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6732', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6733', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6734', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6735', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6736', '김**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1947******', '*********', '*************', 'naver.com', '무교']
=> ['498', '김현서', '남성', '172.5', '61.6', 'A형', '1946-07-20', '6688-8107', 'ypx64h6', 'naver.com', '무교']: 3.7879
=> ['4863', '김종훈', '남성', '170.4', '72.4', 'A형', '1967-03-09', '7101-6995', 'zsza3esfc7t', 'naver.com', '무교']: 3.791
=> ['6736', '김남희', '남성', '166.5', '64.3', 'A형', '1947-03-28', '1630-6850', 'v424gqt6', 'naver.com', '무교']: 3.9736

['6737', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['6738', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6739', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['6740', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6741', '이**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1972******', '*********', '*************', 'daum.net', '무교']
=> ['267', '이준지', '여성', '155.5', '50.8', 'B형', '1962-12-29', '3165-9675', 'hsoszazqfth', 'daum.net', '무교']: 3.9103
=> ['6741', '이준택', '여성', '158.6', '53.5', 'B형', '1972-12-20', '9464-2376', 'mijxwzgky', 'daum.net', '무교']: 4.01
=> ['279', '이택현', '여성', '149.5', '55.4', 'B형', '1973-08-16', '4070-5264', 'ex85ns1', 'daum.net', '무교']: 3.8274
=> ['1144', '이준준', '여성', '158.4', '56.9', 'B형', '1950-08-23', '8180-7282', 'rygbjauwp4mxj', 'daum.net', '무교']: 3.8106

['6742', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6743', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6744', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6745', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6746', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6747', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6748', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6749', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6750', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6751', '정**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1992******', '*********', '*************', 'yahoo.com', '천주교']
=> ['1527', '강상현', '남성', '157.8', '64.8', 'A형', '1992-12-24', '2869-5606', 'g1j7ln', 'yahoo.com', '천주교']: 3.9905
=> ['1327', '정성남', '남성', '174.6', '67.7', 'A형', '1961-03-25', '0327-1186', 'm4jkenxi', 'yahoo.com', '천주교']: 4.1227
=> ['7133', '김은협', '남성', '165.8', '67.3', 'A형', '1992-12-30', '7239-2252', 'pso1myzv99yq', 'yahoo.com', '천주교']: 4.0766
=> ['5663', '정준훈', '남성', '169.2', '76.8', 'A형', '1992-05-27', '4032-4442', 'on0fk0qzx', 'yahoo.com', '천주교']: 4.3252
=> ['6751', '정훈우', '남성', '165.0', '66.9', 'A형', '1992-09-07', '4030-7536', 'qt4ucz', 'yahoo.com', '천주교']: 4.4082

['6752', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6753', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6754', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6755', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6756', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '천주교']
=> ['40', '채용덕', '여성', '159.5', '53.1', 'A형', '1995-09-07', '7281-0768', 'qlsrpc', 'daum.net', '천주교']: 1.6849

['6757', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1951******', '*********', '*************', 'gmail.com', '무교']
=> ['4785', '김우덕', '남성', '167.2', '69.1', 'O형', '1961-05-07', '4619-9747', 'f3qi5mx8t86dz', 'gmail.com', '무교']: 3.8973
=> ['1861', '김훈협', '남성', '167.6', '73.8', 'O형', '1961-06-16', '8122-3233', 'um1qy71qabd', 'gmail.com', '무교']: 3.8143
=> ['6757', '김지지', '남성', '165.7', '68.1', 'O형', '1951-04-12', '1757-9948', 'jaslhat4', 'gmail.com', '무교']: 3.9966

['6758', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1946******', '*********', '*************', 'naver.com', '무교']
=> ['7195', '김희지', '여성', '156.4', '49.3', 'A형', '1947-02-07', '6630-3430', 'u92xtjcy', 'naver.com', '무교']: 3.7756
=> ['6758', '김현준', '여성', '153.4', '52.0', 'A형', '1946-06-23', '2616-1681', 'uqlsk9', 'naver.com', '무교']: 3.9571
=> ['3119', '김택지', '여성', '158.4', '54.6', 'A형', '1966-03-10', '7029-6412', 'u5bao4pv0odz', 'naver.com', '무교']: 3.8575

['6759', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6760', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['6761', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6762', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6763', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6764', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6765', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6766', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['6767', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['6768', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6769', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6770', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6771', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1962******', '*********', '*************', 'yahoo.com', '무교']
=> ['685', '김종용', '남성', '173.6', '65.0', 'O형', '1966-06-22', '1340-1819', 'r8zmdnsl', 'yahoo.com', '무교']: 3.8055
=> ['6771', '김정정', '남성', '164.9', '65.7', 'O형', '1962-08-13', '0485-7999', 'fkqbeuaxhj0', 'yahoo.com', '무교']: 3.9911
=> ['4589', '김석서', '남성', '169.0', '61.3', 'O형', '1952-10-25', '7079-4582', 'xjzxxnmltko9z', 'yahoo.com', '무교']: 3.8916

['6772', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1960******', '*********', '*************', 'yahoo.com', '무교']
=> ['1161', '김상준', '여성', '152.5', '58.8', 'A형', '1980-02-26', '0245-2750', 'ol2mhx', 'yahoo.com', '무교']: 3.8529
=> ['454', '김성성', '여성', '150.9', '51.9', 'A형', '1960-12-16', '9889-9051', 't53qeugjfm', 'yahoo.com', '무교']: 3.9525

['6773', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6774', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6775', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6776', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6777', '이**', '남성', '170.0~180.0', '60.0~70.0', 'AB형', '1962******', '*********', '*************', 'gmail.com', '기독교']
=> ['6777', '이우남', '남성', '175.8', '65.7', 'AB형', '1962-02-02', '7746-7426', 'rkh7kf', 'gmail.com', '기독교']: 4.3279
=> ['4258', '이지덕', '남성', '169.9', '65.1', 'AB형', '1962-04-29', '4283-1447', 'nfawbgg6qy1', 'gmail.com', '기독교']: 4.2412
=> ['7692', '이준성', '남성', '173.3', '56.9', 'AB형', '1968-10-13', '0033-0279', 'c9wnn71', 'gmail.com', '기독교']: 4.1454
=> ['5333', '이상준', '남성', '170.3', '67.4', 'AB형', '1969-07-28', '3907-1826', 'oyipjt6bmupg', 'gmail.com', '기독교']: 4.2284
=> ['5717', '이상훈', '남성', '167.2', '73.1', 'AB형', '1963-02-12', '6379-5454', 'dih6kxajfwh', 'gmail.com', '기독교']: 4.0587

['6778', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6779', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6780', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6781', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 1.6804

['6782', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['6783', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6784', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6785', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['6786', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6787', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6788', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6789', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6790', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6791', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6792', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6793', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1969******', '*********', '*************', 'yahoo.com', '무교']
=> ['6793', '김준서', '여성', '158.4', '53.3', 'A형', '1969-12-16', '6994-2101', 'xsf5nc862me', 'yahoo.com', '무교']: 3.9528
=> ['454', '김성성', '여성', '150.9', '51.9', 'A형', '1960-12-16', '9889-9051', 't53qeugjfm', 'yahoo.com', '무교']: 3.8532

['6794', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6795', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6796', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['6797', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6798', '김**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1970******', '*********', '*************', 'yahoo.com', '무교']
=> ['3299', '김협남', '여성', '158.7', '59.5', 'B형', '1970-03-12', '7768-2186', 'o1uz89d', 'yahoo.com', '무교']: 3.983
=> ['2359', '김협남', '여성', '154.1', '50.5', 'B형', '1980-05-12', '9542-4624', 'h17sb774', 'yahoo.com', '무교']: 3.8836
=> ['6280', '김서서', '여성', '151.9', '49.4', 'B형', '1974-06-09', '4171-9455', 'cxlam0lvgvx6n', 'yahoo.com', '무교']: 3.8017

['6799', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['6800', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6801', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['6802', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6803', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6804', '김**', '여성', '160.0~170.0', '50.0~60.0', 'A형', '1992******', '*********', '*************', 'gmail.com', '무교']
=> ['5913', '김지용', '여성', '164.8', '52.0', 'A형', '1995-07-07', '5041-5772', 'qr15fna6kbczc', 'gmail.com', '무교']: 3.8625
=> ['6804', '김석지', '여성', '160.2', '57.0', 'A형', '1992-03-09', '8068-8229', 'yhmp1ae', 'gmail.com', '무교']: 3.9622
=> ['5373', '김훈협', '여성', '150.1', '59.6', 'A형', '1992-03-04', '6800-8017', 'azophqthh4m9j', 'gmail.com', '무교']: 3.8761

['6805', '정**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1949******', '*********', '*************', 'daum.net', '기독교']
=> ['6914', '정용준', '남성', '157.8', '68.0', 'O형', '1969-03-14', '3995-5771', 'xmkzmh9rdpo', 'daum.net', '기독교']: 4.1107
=> ['2299', '정준정', '남성', '164.7', '68.3', 'O형', '1947-10-03', '1908-2644', 'c08rzy', 'daum.net', '기독교']: 4.1968
=> ['6805', '정용성', '남성', '166.8', '65.8', 'O형', '1949-10-27', '2003-5104', 'm7urei19', 'daum.net', '기독교']: 4.2964
=> ['4317', '정현훈', '남성', '170.1', '62.4', 'O형', '1973-11-10', '8282-8538', 'otdbyb2', 'daum.net', '기독교']: 4.0972

['6806', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6807', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['6808', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 1.6804

['6809', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['6810', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6811', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6812', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1973******', '*********', '*************', 'daum.net', '불교']
=> ['2852', '김훈영', '여성', '146.8', '54.3', 'A형', '1963-06-10', '1889-7620', 'tlp6mplegf', 'daum.net', '불교']: 4.0089
=> ['6812', '김석택', '여성', '157.7', '54.1', 'A형', '1973-03-23', '2592-5997', 'vidyudc', 'daum.net', '불교']: 4.1914
=> ['3998', '김훈정', '여성', '151.1', '57.5', 'A형', '1979-01-19', '9603-5006', 'e0ee3boar8oh9', 'daum.net', '불교']: 4.0917

['6813', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6814', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['6815', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['6816', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['6817', '김**', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1988******', '*********', '*************', 'naver.com', '무교']
=> ['6817', '김훈지', '남성', '166.0', '68.2', 'B형', '1988-01-26', '6045-8743', 'uxayjclj', 'naver.com', '무교']: 4.0052
=> ['3786', '김훈진', '남성', '168.8', '75.7', 'B형', '1989-05-20', '6846-0821', 'chdzpsf7rb1xg', 'naver.com', '무교']: 3.8225
=> ['1964', '김용상', '남성', '166.7', '65.1', 'B형', '1989-09-28', '0941-1008', 'gmfhqnvg', 'naver.com', '무교']: 3.9055
=> ['1007', '김훈준', '남성', '173.7', '63.7', 'B형', '1968-08-06', '2999-7640', 'p6pfrfwwil', 'naver.com', '무교']: 3.8193

['6818', '김**', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1975******', '*********', '*************', 'yahoo.com', '무교']
=> ['6818', '김은은', '남성', '165.8', '69.0', 'A형', '1975-10-04', '0306-9683', 'x7hkfk8', 'yahoo.com', '무교']: 3.9692
=> ['8773', '김준상', '남성', '163.5', '59.1', 'A형', '1975-12-20', '6132-7376', 'sgangqyo', 'yahoo.com', '무교']: 3.8862
=> ['466', '김지은', '남성', '170.2', '63.7', 'A형', '1971-09-01', '8841-3341', 'enhblmp', 'yahoo.com', '무교']: 3.8697

['6819', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['6820', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['6821', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['6822', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1978******', '*********', '*************', 'yahoo.com', '무교']
