No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관
803,김서희,여,156.3,53,O형,1946-03-27,010-7794-7381,mtpwhih85,yahoo.com,기독교
804,김협성,남,169,69.1,A형,1959-04-16,010-7026-0075,eihmdqne1g,daum.net,무교
805,이상종,남,175.1,68.9,A형,1962-10-17,010-5620-1445,tnxdu8o5pr,naver.com,불교
806,현희현,여,160.4,56.8,A형,1989-12-22,010-0797-4546,x4uh0ls,naver.com,기독교
807,안훈준,여,156.4,57.6,B형,1961-11-18,010-1308-4290,zr0gz1,yahoo.com,기독교
808,김정용,여,162.1,57.7,A형,1971-09-27,010-7691-4230,oeo0k1r,daum.net,무교
809,안훈용,여,158.2,56.1,B형,1962-09-28,010-0017-0316,xu0grmh,gmail.com,기독교
810,남정성,여,152.7,54.9,O형,1979-04-10,010-6429-4361,m2t71t9,gmail.com,무교
811,김용정,남,170.4,64.1,B형,1965-01-16,010-4596-7086,aebkq28e95z3,daum.net,불교
812,안현협,여,160.1,54,B형,1976-08-22,010-2446-7738,gvvvxalr,yahoo.com,불교
813,이남지,남,170,63.6,O형,1952-07-28,010-9315-8288,lieu68uuk,daum.net,기독교
814,박훈덕,남,172.2,70.5,B형,1959-05-29,010-1366-3941,nr9wggdgk3hrf,daum.net,불교
815,장준서,남,165.9,66.3,O형,1976-10-03,010-1920-5945,qm7ir636ku,yahoo.com,불교
816,오영협,남,175.8,62.3,O형,1996-03-13,010-4137-1781,iex0ofacwz,yahoo.com,무교
817,곽현서,여,153,60.8,AB형,1964-11-15,010-1728-4049,h53zfqp5x9qx,yahoo.com,무교
818,김성지,여,163.1,58.2,A형,1979-11-03,010-2692-0854,loahybc3i3,gmail.com,기독교
819,오정은,여,166.3,58.2,O형,1966-02-16,010-0538-0664,w67wjtc,yahoo.com,불교
820,설훈준,여,142.5,49.1,A형,1955-06-11,010-3090-1725,hp3cv2ap9j,yahoo.com,기독교
821,신우택,여,157.6,60.2,A형,1994-08-28,010-3525-8320,tt1v1aket6ec,gmail.com,무교
822,강은성,남,171.4,74,B형,1995-12-22,010-5980-2975,oi5yhhx,gmail.com,기독교
823,이정훈,여,170.3,55.9,B형,1958-01-31,010-0919-3640,zejc1aq,daum.net,무교
824,박지협,여,153.8,57,B형,1977-03-30,010-5713-5789,g34uwgt8,yahoo.com,무교
825,장지영,여,159.1,54.8,A형,1967-10-17,010-2280-6693,k7de1fk3fz,naver.com,기독교
826,윤준지,남,167.4,65.3,B형,1967-01-27,010-5073-4459,oly46jmpb,daum.net,불교
827,최정남,여,157.6,58.6,B형,1968-03-02,010-2712-1910,e4wv3ar,naver.com,불교
828,변용협,여,154.6,56.1,B형,1961-10-05,010-5071-8633,p7y80t01,naver.com,무교
829,김성택,남,169.4,66,A형,1949-05-16,010-5376-3825,awzmdxiw,yahoo.com,무교
830,정택준,남,169.6,71.4,B형,1983-06-27,010-7917-4223,utzf3y,daum.net,불교
831,김성준,남,175.5,63,A형,1964-05-24,010-3371-4311,pp8sa5,gmail.com,무교
832,권택준,여,161.8,53,O형,1946-09-10,010-3932-3475,rg2l8twu,daum.net,기독교
833,김우성,여,155.7,51.4,B형,1973-05-31,010-5633-6090,x62bzm2rh76,yahoo.com,무교
834,박준용,남,159.8,69.4,O형,1946-11-04,010-7848-5508,sga364,yahoo.com,무교
835,김현준,여,154.9,52,O형,1989-08-17,010-2365-4882,hz2t721skcy21,yahoo.com,기독교
836,박협훈,남,174.9,64.2,B형,1975-01-25,010-5654-4900,t22t10,yahoo.com,천주교
837,이지준,여,139.2,54.7,B형,1972-12-22,010-1092-8775,umkzzi71,yahoo.com,불교
838,김석상,여,157.6,53.7,O형,1983-01-01,010-8391-3657,zf41avqemxt,daum.net,무교
839,성상희,남,166.8,65,B형,1964-12-11,010-2185-9333,n0pm1btk,naver.com,천주교
840,서용준,여,155.6,50.2,B형,1993-07-22,010-9744-7574,hybajqemg3q,yahoo.com,무교
841,고준용,남,169.4,65,O형,1956-02-09,010-8822-9467,s8q0vgkqoe8y,naver.com,무교
842,김희진,여,159.4,47.8,A형,1989-07-02,010-9723-7500,m2mg3i0drf,gmail.com,무교
843,장협용,남,164.7,75.5,A형,1991-03-24,010-5752-3577,oqwvpxslfwuth,gmail.com,천주교
844,민준정,여,162,52,O형,1948-02-13,010-1585-7318,i25b87v36ed,gmail.com,무교
845,정상지,여,157.7,58,A형,1996-01-18,010-6632-3494,nz4amf43y,daum.net,무교
846,방서지,여,160.2,52.2,A형,1986-10-23,010-0526-4257,t4htzg,gmail.com,무교
847,손서지,여,152.4,55.5,O형,1995-09-07,010-1389-4855,rbst47bkr,gmail.com,불교
848,김종석,여,159.9,55,O형,1959-05-26,010-9023-4044,r5io1o9h9,yahoo.com,천주교
849,장정성,남,172.9,70.2,O형,1973-02-23,010-7522-9384,of5wwzdf2,naver.com,천주교
850,송택종,남,168.4,62.5,O형,1977-08-20,010-0179-4263,boj1zir8j7,daum.net,무교
851,심상서,여,157.7,56.6,AB형,1993-02-28,010-9675-3207,jbxsi0qwxts,gmail.com,무교
852,배희지,남,171.2,60.5,O형,1971-11-26,010-7761-0220,gtlt7mjjx4ux,daum.net,불교
853,홍남택,남,171.3,66.6,O형,1979-11-11,010-4169-2721,y7i6pnivf8sl,naver.com,불교
854,오상준,여,155.7,51.4,B형,1994-10-23,010-3931-3620,k2w0ts6d,naver.com,무교
855,박희영,남,159.8,68.2,A형,1976-10-11,010-9016-2167,b6l1b68qd7k,daum.net,무교
856,김석협,남,175.6,62,O형,1965-10-06,010-8020-7171,b7jcdm11kai3,daum.net,불교
857,하준용,여,160.9,58.9,A형,1987-08-20,010-5732-2831,l6nznfl,naver.com,기독교
858,김지석,남,171.4,61.5,A형,1987-07-19,010-0515-6244,jooy4kfxd,yahoo.com,기독교
859,서지남,남,170.9,71.6,AB형,1959-01-06,010-5817-7518,imwqatglz,yahoo.com,무교
860,류서영,여,162.3,56.7,B형,1975-09-25,010-0403-7054,gjvmvvuzz1,yahoo.com,기독교
861,구현협,남,168.8,59.7,O형,1958-09-16,010-3758-0935,ypcpqbcafiv2h,daum.net,기독교
862,현현용,여,158.8,55.7,A형,1988-07-28,010-1191-3867,fojeg43d,gmail.com,무교
863,박서준,여,151.2,58.9,A형,1957-10-07,010-9559-0750,tbz9y8jry,naver.com,불교
864,유상희,여,157.4,48.8,O형,1987-08-12,010-8104-3896,fffjic0nllq,naver.com,무교
865,남영석,여,150.2,50.7,O형,1996-03-14,010-8254-8858,oebalgwqe,naver.com,무교
866,박용지,여,164.1,55.4,A형,1965-09-04,010-8995-6421,fd20401ws,naver.com,무교
867,이희용,여,156.8,59.7,B형,1950-12-16,010-7733-7035,vka897fl,gmail.com,기독교
868,우진종,남,176.8,57,A형,1958-11-29,010-9778-6876,s3fj1tcyac8go,daum.net,무교
869,신남종,여,151.9,53.9,AB형,1953-04-04,010-8304-7353,r4x0k3lxg1rbv,daum.net,무교
870,송성석,여,157.3,52.3,O형,1978-07-28,010-4475-9267,ypu2zb3,gmail.com,불교
871,양덕우,남,175.1,67.6,O형,1959-07-23,010-5404-3631,oytdsr9,yahoo.com,천주교
872,권준지,여,153.7,55.1,AB형,1950-05-27,010-2012-4004,jhi12vffdey,daum.net,무교
873,김협서,여,160.1,53.9,O형,1985-04-23,010-0217-5312,farhph6,daum.net,무교
874,이남준,여,152.8,51.2,O형,1983-05-08,010-9708-7723,u6hv737vix2,daum.net,무교
875,한석우,여,162.5,55.8,O형,1974-05-23,010-2852-4426,n2rrg3lw381n9,naver.com,천주교
876,이준진,남,172.8,66.9,A형,1968-01-10,010-1907-7116,bxm6l5vx4s,gmail.com,기독교
877,유준우,여,152.3,53.7,O형,1983-12-08,010-4220-9610,dhosc91wj844k,gmail.com,기독교
878,우정협,여,164.6,52.1,A형,1983-05-07,010-4438-0918,f5rlng,gmail.com,불교
879,은현훈,남,173.6,63.7,B형,1991-11-10,010-1473-1599,itjz55d,daum.net,무교
880,최지준,여,149.2,57.4,A형,1946-01-02,010-0927-6853,ufoakgb7o4c,gmail.com,무교
881,김지용,남,164.7,65.6,A형,1994-02-24,010-8323-6371,dpeqvxmj8rnn0,daum.net,무교
882,김우준,남,171.8,66.3,A형,1970-01-21,010-2071-4612,iaevhbw9,yahoo.com,불교
883,황영석,남,164.2,60.9,A형,1988-11-11,010-2721-5503,mne14e1kz,gmail.com,무교
884,윤진지,여,158.4,49.9,AB형,1951-07-01,010-0935-2251,sh5pidf6bn,yahoo.com,기독교
885,이정지,남,172.9,60.9,A형,1995-10-18,010-2721-9942,nzi53g,naver.com,무교
886,권훈석,여,163.2,61.2,AB형,1970-06-14,010-6501-0373,ybqo9af,naver.com,기독교
887,민준협,남,173.4,63,A형,1966-01-01,010-1450-5959,fxah5c,daum.net,무교
888,이정상,남,166.5,65.8,B형,1973-03-29,010-8246-6598,mmgrxrky,gmail.com,무교
889,이은우,남,167.6,64.5,A형,1996-08-25,010-1877-6926,pbxn5z48dw,naver.com,무교
890,이은덕,남,167.1,62.1,AB형,1989-07-26,010-2618-5241,fhwx1erm,yahoo.com,무교
891,오서택,여,150.6,55.7,B형,1985-07-30,010-0766-1071,ces86v,daum.net,무교
892,김지훈,여,155.4,62.5,AB형,1961-12-11,010-2538-2665,u07513jcn,daum.net,불교
893,오지협,여,152.8,56.3,B형,1974-10-07,010-1383-6314,sqqygswj1t1,yahoo.com,무교
894,김정용,남,165.2,64.7,O형,1988-11-29,010-9558-7145,x1nrz7qek,naver.com,천주교
895,이덕정,남,166.6,68.3,AB형,1987-06-08,010-9631-2259,vlwiy5iim8bv,daum.net,불교
896,장협석,남,166,60,A형,1973-03-11,010-3207-6781,zu092c1t,naver.com,무교
897,김용협,남,172.3,69.7,B형,1957-03-22,010-5338-7616,yqa5501ud,gmail.com,무교
898,최정성,여,153,55.2,A형,1954-08-24,010-4288-7580,vim9li,yahoo.com,불교
899,임종성,남,173.7,67.6,O형,1993-04-17,010-9390-2137,ut61kdepn,naver.com,무교
900,최종성,여,158.5,53.2,A형,1980-03-11,010-1026-9795,m7m3sax882lgz,yahoo.com,무교
901,박덕훈,여,154.7,56.2,B형,1987-11-05,010-5668-2342,v7dswxbgi54j,gmail.com,천주교
902,강정은,남,166.8,64.2,A형,1948-02-15,010-8035-2868,lzmj6russjg8b,yahoo.com,무교
903,주지남,남,174.7,66.2,O형,1992-05-14,010-0796-3592,r773bcer0jti,yahoo.com,무교
904,현우덕,여,154.6,56.4,B형,1975-07-09,010-2281-7316,t6yw5x2nu3s,naver.com,무교
905,김은협,남,170.1,66.7,A형,1980-06-16,010-5387-2920,sje6pzzk3e,daum.net,무교
906,김택서,남,163.7,71.2,O형,1968-09-21,010-0593-2381,ju3a258bydn,daum.net,기독교
907,오택준,여,156.8,66.6,AB형,1977-01-23,010-4109-4267,mzvcc5,yahoo.com,무교
908,복남정,여,147.4,58.1,A형,1964-09-02,010-9867-2464,cmos9s,daum.net,기독교
909,정준상,남,171.2,66.5,B형,1968-08-19,010-5518-1177,c0k25cv8rwfe,daum.net,불교
910,김준훈,남,167.2,65.5,AB형,1985-01-06,010-3575-0862,ysevfyoozoig,yahoo.com,무교
911,서상준,남,171.3,59.2,B형,1989-03-24,010-3795-1151,dpzr518m,naver.com,불교
912,김훈현,여,144.4,58.9,B형,1989-11-09,010-1290-6000,f3p9gg,gmail.com,무교
913,이택상,남,168.3,68.4,B형,1972-07-24,010-1540-6438,khg10umft4q3,yahoo.com,기독교
914,황훈지,남,168.3,67.3,A형,1971-04-02,010-2402-0699,rhk2bypwx,daum.net,무교
915,강훈석,여,154.5,57.9,A형,1956-01-21,010-8597-3665,kx1u8mh,naver.com,무교
916,배택석,남,176,60.3,A형,1977-01-07,010-1856-1236,yx9nirxl,gmail.com,무교
917,나상석,여,157.4,56.9,O형,1956-05-10,010-8284-5015,bxmnrf,naver.com,불교
918,남지훈,여,153.1,53.8,B형,1987-05-11,010-6912-0228,dwk3ti66hh,daum.net,무교
919,최우지,남,171.9,68.9,O형,1962-01-09,010-4821-0212,tqxdagh9,naver.com,기독교
920,김희준,여,151.7,57.1,O형,1993-04-01,010-4316-4385,t2l8944,naver.com,무교
921,이정상,여,152.1,57.1,B형,1968-07-12,010-1038-5820,pp0p4hli,naver.com,기독교
922,장훈성,여,157.5,51.1,B형,1972-05-11,010-0740-4281,n73s4bqv,naver.com,무교
923,김덕은,남,175,66.6,A형,1956-02-12,010-0773-2600,r9pwjz26,naver.com,기독교
924,고우남,남,174.3,65.6,O형,1965-03-11,010-8241-5672,cg81rj,naver.com,불교
925,홍용남,여,157.9,62.8,AB형,1948-04-17,010-2354-2902,jette2jzbonmq,yahoo.com,무교
926,류지진,여,160.2,53.1,O형,1977-02-23,010-8104-9418,pk37alv8u76,yahoo.com,기독교
927,김덕성,여,155.4,57.5,A형,1972-06-09,010-9522-9243,rj8tqr2pe4c,gmail.com,무교
928,한용종,남,166.2,66.2,O형,1965-03-20,010-1649-0704,htanlx05wi5,naver.com,천주교
929,권훈용,남,169.4,68.5,B형,1996-06-10,010-1444-7957,vct12ip4rq2,yahoo.com,무교
930,김지준,남,164.7,66.8,B형,1961-08-05,010-5102-6400,vvj1ojia40,daum.net,불교
931,이희성,여,151.5,60.2,A형,1980-07-17,010-8954-4244,abnpumr,gmail.com,불교
932,김서덕,남,171.7,75.1,A형,1984-03-15,010-3662-6048,qzitjrdgst7,yahoo.com,불교
933,김남우,여,150,54.4,O형,1958-07-14,010-8739-8956,d3jcq31yse,naver.com,무교
934,홍현준,여,157.3,58.3,O형,1956-06-26,010-3157-7327,mv2n7av5c4,daum.net,불교
935,김영덕,남,174.3,64.9,O형,1949-07-08,010-3147-5649,pmkyj57ti7zfw,yahoo.com,무교
936,유택협,여,152.1,56.4,B형,1990-12-09,010-1239-5078,dggkead65gszv,naver.com,천주교
937,정종지,남,166.5,72.5,B형,1970-08-09,010-6896-6238,cysch5o,naver.com,무교
938,조지정,남,169.9,65.9,O형,1983-03-15,010-7206-1177,tiqcuayxh,naver.com,무교
939,하정덕,여,160.7,54,A형,1987-09-03,010-8922-0005,eh1t9kel,daum.net,기독교
940,황진우,남,174.9,68.3,B형,1978-05-26,010-1334-4138,s7o5fhrmfo,naver.com,기독교
941,임훈협,여,153.3,53.8,B형,1967-06-12,010-7636-8969,eprv646nknlpj,yahoo.com,무교
942,정훈현,여,159.7,50.5,A형,1963-11-09,010-9217-7533,zpvfpohm7jsxb,naver.com,천주교
943,최지서,여,155.4,61.2,B형,1986-03-18,010-2668-5277,jlv521g28i,yahoo.com,기독교
944,오지용,여,159.2,54.9,B형,1958-10-15,010-6859-8197,qy4z7b,yahoo.com,무교
945,여석정,여,147.9,48.3,A형,1983-03-15,010-0899-1183,h0wzigskyh,daum.net,불교
946,천정상,남,173.5,67.2,O형,1986-04-07,010-7364-0283,d24xd7g,naver.com,불교
947,김정은,여,151.3,48.9,A형,1972-02-26,010-5758-9987,oxfgf1hsf6,yahoo.com,무교
948,박석협,남,168.4,65.2,B형,1969-10-27,010-5269-6790,av9yetg83brnf,naver.com,불교
949,이지서,남,178.6,70.2,O형,1982-05-30,010-5947-1824,cmah2z2zs3x,naver.com,무교
950,송남희,여,154.8,57.7,A형,1991-12-25,010-0971-0775,tm2yr8910k,naver.com,불교
951,허훈덕,남,168.4,63.7,AB형,1974-06-26,010-7569-3815,eztbkuo8,yahoo.com,무교
952,송협준,여,156.8,51.1,O형,1994-03-19,010-7898-7498,n6cjit7,naver.com,불교
953,공지정,남,168.3,62.6,B형,1988-06-04,010-3389-0749,xmilizewt,gmail.com,무교
954,김정준,남,177.4,72.4,AB형,1972-10-05,010-2031-6939,zog1kbkyptj5v,gmail.com,무교
955,박지훈,남,171.9,66.2,A형,1978-07-23,010-0795-5028,n41mcerb4ldtx,daum.net,무교
956,김상지,여,154.2,55.3,A형,1978-07-21,010-6282-9923,crnsr6eyk5bv,daum.net,무교
957,김영준,남,169.8,68,A형,1988-10-04,010-6484-4592,kam3kkxj,daum.net,무교
958,양서성,남,167.5,72.4,O형,1961-01-06,010-7685-9182,gxez727z,naver.com,무교
959,문우성,남,170,61.5,B형,1954-03-06,010-4491-5626,xitogy71lb4,gmail.com,무교
960,정현남,남,171.2,69.6,A형,1993-12-03,010-3816-1376,rr9yw9p3y,gmail.com,기독교
961,강훈준,여,159.4,59.1,A형,1952-10-01,010-3406-5369,swri35l6sj9ib,naver.com,천주교
962,배상용,여,160.3,50.6,B형,1965-05-05,010-2269-2136,px6e1uf2,gmail.com,불교
963,이진준,여,154.2,57.6,AB형,1958-05-19,010-5374-6862,y1toovil,yahoo.com,불교
964,조서석,남,174.5,64.5,O형,1975-11-30,010-6259-5992,mna3irdqjug3,naver.com,불교
965,이종현,여,152.9,57.8,B형,1985-06-04,010-7259-2984,mdvl4n9nwir,yahoo.com,천주교
966,김준남,남,164.7,70.2,B형,1986-10-13,010-2293-2069,chj85j4j,yahoo.com,불교
967,김상종,여,160.3,52.5,A형,1983-06-25,010-4645-3601,i559ritao23,naver.com,무교
968,조현석,여,149.3,57,A형,1959-04-01,010-0945-5742,hz6ze9px,daum.net,불교
969,이훈상,여,151,53.3,AB형,1962-11-26,010-6858-0022,ulpsmm,naver.com,불교
970,안현준,남,159.5,65.8,O형,1979-08-17,010-3225-3623,r3umealmn,naver.com,무교
971,이훈우,남,166.4,63.4,O형,1965-01-24,010-0204-4051,ruk2tb4t,yahoo.com,무교
972,정현협,남,164.7,64,A형,1978-12-25,010-0730-3183,sqpozrx,daum.net,무교
973,김협준,여,151.4,56.4,AB형,1959-11-18,010-9974-3961,nhoqpxtvd,yahoo.com,무교
974,윤영준,여,162.9,54.1,AB형,1962-11-16,010-5057-2331,x3zkqrp535,yahoo.com,무교
975,정희진,남,171.2,60.2,B형,1984-12-14,010-1848-1648,n9oqd6mm2o,daum.net,불교
976,염정용,남,172.1,65.2,B형,1991-08-08,010-7316-2572,h4vnlac,yahoo.com,기독교
977,김협성,여,148.7,58.4,O형,1978-09-05,010-3819-3733,dy40sd4bel8u,naver.com,무교
978,박희준,여,153.6,56.6,A형,1960-12-06,010-7905-4644,dt5bt0mnf,yahoo.com,불교
979,전지준,여,149.1,54.2,B형,1958-02-27,010-6236-0150,q9fdbq,gmail.com,천주교
980,방상용,여,155.2,53.3,O형,1980-01-30,010-9554-4277,h4yss9hce8,yahoo.com,무교
981,안석용,여,156.7,48.8,A형,1956-02-16,010-5088-8407,h53vxnc,naver.com,무교
982,이성석,여,151,57.3,O형,1989-05-09,010-9597-6674,jniuvplcit12,daum.net,기독교
983,김지훈,남,168.6,68.1,O형,1972-03-13,010-1038-4725,om1eoh4,naver.com,불교
984,고덕진,여,151.7,50.3,O형,1993-03-28,010-2559-2829,xxryu3gssb,naver.com,기독교
985,김협상,여,151.8,54.3,O형,1987-08-01,010-4977-7033,dj4jx0l4z,yahoo.com,무교
986,김영서,남,175.9,71.2,AB형,1952-07-14,010-2928-7902,wetquxv9dcuc3,daum.net,무교
987,박정석,여,162.9,57.9,AB형,1971-11-11,010-6849-9279,gke144a42fg8a,gmail.com,불교
988,박택상,여,158,54.7,O형,1968-04-18,010-4883-3928,psd0cj,daum.net,천주교
989,전희남,남,167.6,63.3,O형,1953-10-11,010-4577-2942,cfxv3gp4,daum.net,불교
990,송협종,남,164,61,A형,1959-10-10,010-3815-4880,uqtor5un,naver.com,무교
991,최서준,여,157.9,56,B형,1948-08-24,010-4533-2245,xdjvhcm2prt5,yahoo.com,무교
992,권성정,남,166.4,64.4,B형,1982-11-07,010-2946-7532,aqbkuht7284,naver.com,무교
993,이성종,여,160.8,50.7,O형,1956-12-23,010-5031-5134,kii6vzd,daum.net,기독교
994,박은용,여,159,55.6,B형,1972-03-23,010-4764-0853,y9easc,gmail.com,무교
995,김상현,남,161,71.6,O형,1962-06-03,010-3413-2125,mpnue3umxxm,yahoo.com,기독교
996,안상택,남,165,68.6,A형,1953-01-28,010-6433-4102,nu8zjr0ru8pj2,naver.com,무교
997,임종우,남,168.5,68.7,A형,1989-10-06,010-5777-5300,qlk80p6a,naver.com,기독교
998,김준훈,여,151.8,59.3,B형,1950-01-22,010-1992-6705,aw08uzu,naver.com,무교
999,소진우,남,166.7,57.8,B형,1985-10-21,010-6430-3482,w4ndlbb,daum.net,무교
1000,유택지,남,174.9,55.8,O형,1977-01-10,010-8686-1594,n8nttyrnv6ksq,naver.com,무교
