No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
2955,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1976****,*************,*************,gmail.com,무교,124.141.34.92,e4:ff:a7:dd:cb:cc
5003,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1976****,*************,*************,naver.com,무교,47.85.250.151,32:56:79:45:bf:51
17219,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1976****,*************,*************,daum.net,기독교,203.198.64.235,13:10:93:26:e6:8a
18952,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1976****,*************,*************,gmail.com,무교,201.88.170.36,4f:a9:8d:4b:0d:27
2758,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1976****,*************,*************,gmail.com,무교,27.47.90.127,dd:e7:51:8f:31:26
7108,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1976****,*************,*************,naver.com,기독교,151.226.205.237,f3:52:11:07:87:23
15142,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1976****,*************,*************,naver.com,천주교,210.248.207.114,ad:7c:f8:cc:44:53
18672,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1976****,*************,*************,naver.com,불교,84.10.22.239,cf:3f:0f:8e:fe:1c
24273,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1976****,*************,*************,gmail.com,무교,5.150.63.239,f6:ab:ed:75:8b:d2
25421,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1976****,*************,*************,daum.net,무교,220.216.241.87,d5:e9:01:c7:17:e6
27678,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1976****,*************,*************,naver.com,불교,191.95.23.144,5b:a6:7d:2c:50:84
36597,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1976****,*************,*************,gmail.com,무교,100.252.43.58,21:b5:db:e5:28:23
38871,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1976****,*************,*************,gmail.com,기독교,6.249.135.138,50:e3:93:82:17:99
7150,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1976****,*************,*************,naver.com,천주교,64.255.221.81,72:3a:06:b2:5a:1d
16189,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1976****,*************,*************,daum.net,천주교,193.193.98.145,b2:86:ce:90:b1:f6
24731,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1976****,*************,*************,yahoo.com,불교,85.73.184.95,01:e5:de:10:35:08
26554,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1976****,*************,*************,daum.net,무교,90.30.43.29,a2:4b:39:09:d5:e7
29284,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1976****,*************,*************,gmail.com,불교,249.52.25.153,b9:76:40:77:fd:18
32470,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1976****,*************,*************,yahoo.com,천주교,171.155.207.204,a9:a2:eb:8c:76:8f
7961,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1976****,*************,*************,gmail.com,무교,236.222.223.251,48:7e:78:6f:f8:b8
12855,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1976****,*************,*************,yahoo.com,무교,139.247.176.183,20:4a:06:56:8d:d3
14785,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1976****,*************,*************,naver.com,기독교,148.97.28.186,a2:2d:a6:9d:31:8f
25905,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1976****,*************,*************,gmail.com,기독교,214.116.72.111,ee:e3:46:17:a1:e1
27608,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1976****,*************,*************,daum.net,무교,46.105.190.104,24:ef:19:1e:96:61
2549,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1976****,*************,*************,gmail.com,무교,215.173.154.137,17:b8:11:74:48:0d
6066,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1976****,*************,*************,naver.com,기독교,112.94.239.254,0e:2e:1a:1c:ad:23
7564,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1976****,*************,*************,gmail.com,불교,141.145.143.167,22:29:ec:b6:e6:e4
18184,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1976****,*************,*************,yahoo.com,무교,171.75.142.189,2e:97:13:d1:9e:ac
24238,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1976****,*************,*************,yahoo.com,무교,225.23.171.109,41:68:db:29:04:d4
26795,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1976****,*************,*************,daum.net,무교,194.175.255.22,2c:1b:09:65:b2:a5
4307,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1976****,*************,*************,naver.com,기독교,85.137.231.105,77:96:1d:31:6c:74
5141,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1976****,*************,*************,gmail.com,무교,63.156.235.215,97:2f:49:7c:76:a6
15384,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1976****,*************,*************,gmail.com,불교,254.222.50.210,a5:40:4c:10:93:3f
19870,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1976****,*************,*************,yahoo.com,천주교,85.74.127.39,cc:92:75:42:02:b9
26396,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1976****,*************,*************,yahoo.com,무교,226.134.216.239,3e:15:86:57:13:22
36144,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1976****,*************,*************,yahoo.com,불교,55.158.95.21,13:e3:67:b5:9b:10
3226,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,gmail.com,무교,194.164.99.137,ab:ed:e0:ed:c0:f1
3729,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,yahoo.com,무교,89.26.155.66,60:66:1c:40:e7:04
6683,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,기독교,183.117.65.237,df:f3:5c:5e:fc:2c
9233,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,daum.net,무교,174.248.2.175,50:0c:d1:fe:e6:c2
23863,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,naver.com,무교,39.151.111.177,74:4a:72:43:76:0f
11961,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1977****,*************,*************,daum.net,천주교,109.114.143.183,f4:d1:a1:17:1a:54
27157,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1977****,*************,*************,yahoo.com,무교,10.9.40.51,92:2c:9d:bc:22:8e
32285,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1977****,*************,*************,naver.com,무교,42.176.28.221,c4:02:f4:bc:10:ce
32356,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1977****,*************,*************,daum.net,불교,169.12.51.21,0b:56:1d:14:e1:ea
38190,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1977****,*************,*************,gmail.com,무교,220.121.104.82,51:78:30:f3:8b:ad
8448,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,yahoo.com,기독교,121.8.42.56,d3:65:77:18:b0:85
14723,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,daum.net,무교,61.112.152.158,6d:97:4e:63:c8:d8
19877,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,naver.com,무교,216.255.4.133,9c:e0:a9:4d:ca:cb
30654,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,naver.com,불교,231.135.29.239,35:fe:6e:1a:7c:8c
5656,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,daum.net,불교,208.50.218.142,e3:18:8d:4e:b1:82
8945,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,천주교,252.7.97.68,2e:d3:48:09:d9:e9
16734,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,기독교,126.118.223.64,ed:ce:44:42:3b:57
20913,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1977****,*************,*************,yahoo.com,불교,233.159.74.105,c6:f7:ad:67:15:cc
7656,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1977****,*************,*************,gmail.com,무교,106.203.1.65,4f:79:c1:7b:dd:0c
15030,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1977****,*************,*************,yahoo.com,무교,83.43.225.100,e1:6b:f3:b3:bc:f3
37386,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1977****,*************,*************,naver.com,무교,95.27.69.236,d9:c0:8d:d9:c9:b8
2154,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,gmail.com,기독교,194.235.191.175,fc:a6:5d:74:cb:19
3535,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1977****,*************,*************,yahoo.com,무교,76.15.83.98,fd:a2:2d:b6:78:f9
5042,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,gmail.com,무교,137.156.182.184,38:ba:9b:53:51:bc
16250,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,yahoo.com,무교,56.14.84.101,61:0a:3b:dc:63:8f
19924,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,gmail.com,불교,222.228.81.234,45:b6:2f:72:56:12
22795,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,기독교,8.52.107.202,76:9f:ac:31:d9:25
3877,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1977****,*************,*************,daum.net,무교,232.82.5.37,02:55:68:86:63:2f
12619,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1977****,*************,*************,gmail.com,천주교,37.92.211.219,9c:d6:be:23:a1:31
20530,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1977****,*************,*************,yahoo.com,무교,222.176.125.209,47:fe:56:3d:03:68
29529,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1977****,*************,*************,gmail.com,무교,59.36.3.71,c0:97:6d:28:df:06
10435,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1977****,*************,*************,gmail.com,천주교,81.74.134.120,62:15:41:1a:bc:ed
37143,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1977****,*************,*************,naver.com,무교,103.181.196.250,2e:25:f9:13:dd:46
39221,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,yahoo.com,기독교,205.18.74.38,da:d7:7c:98:a1:fb
39735,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1977****,*************,*************,daum.net,불교,95.185.201.145,7b:51:72:05:3c:e0
3820,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1978****,*************,*************,daum.net,무교,51.121.234.198,e3:a4:d2:23:7e:52
5172,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,무교,167.119.245.131,74:c6:1f:cb:04:6b
19776,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,천주교,185.100.25.6,0c:ae:63:77:89:6d
22453,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1978****,*************,*************,daum.net,무교,160.180.116.20,ad:37:e7:fe:9d:3e
1200,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,daum.net,기독교,40.129.23.51,e5:78:57:d9:20:df
3947,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,158.11.21.134,fb:77:11:6d:7d:81
6762,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,기독교,196.186.154.152,46:a2:eb:cd:2e:76
12118,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,daum.net,무교,169.112.42.168,05:22:7a:e5:66:7a
13437,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,무교,103.228.54.237,cf:18:21:f9:46:bb
13556,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,64.227.44.140,12:1b:90:68:94:d1
27757,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,naver.com,무교,156.119.243.32,6b:c8:a8:ef:cf:af
34319,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,gmail.com,불교,91.177.190.178,81:ce:e2:ca:3c:22
11310,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,daum.net,무교,16.163.79.57,85:6f:f8:2d:93:ff
11464,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,80.15.219.176,a3:6b:1e:3b:84:56
13077,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,기독교,164.65.177.149,3b:ec:99:f5:c8:97
22488,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,무교,40.108.39.128,9e:de:d1:b6:33:ff
31831,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,yahoo.com,무교,10.82.113.94,5f:45:9d:ee:b6:d3
31921,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,gmail.com,기독교,96.33.208.255,00:0d:88:17:2f:98
36874,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,198.229.170.226,1c:50:65:98:40:2f
10673,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,naver.com,무교,139.145.40.163,c8:18:b7:46:32:f1
25456,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1978****,*************,*************,naver.com,불교,46.226.53.57,2e:72:b6:ad:90:78
29716,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,daum.net,무교,102.233.224.163,e2:d5:b5:e5:89:4c
31327,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,무교,31.215.78.191,ff:54:a8:55:c3:15
31421,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,gmail.com,무교,98.158.169.234,9e:d8:c7:33:91:49
39991,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,naver.com,기독교,187.247.40.143,f8:0c:59:77:c7:ef
3006,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,daum.net,무교,227.8.78.49,e9:3a:b0:ea:1c:0d
3984,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,gmail.com,무교,31.28.36.252,2d:14:cb:a6:77:51
17719,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,기독교,153.111.98.45,35:d6:ee:12:d9:20
1347,윤**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,무교,212.83.34.212,9c:02:40:ed:79:bd
8739,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,기독교,38.202.196.95,5f:fc:52:2b:01:f6
11543,윤**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,기독교,197.193.47.122,44:39:c2:4d:dd:0c
5389,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,불교,224.8.79.217,72:96:9c:09:cf:a5
16713,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,244.100.221.157,6d:08:1f:e2:79:33
18531,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,254.169.177.10,94:fc:e5:6a:a1:3d
20517,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,gmail.com,무교,170.101.63.191,bd:a0:32:95:6a:3c
24916,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,무교,25.158.75.64,3c:c6:95:b4:cf:1c
8462,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,naver.com,불교,40.47.254.141,10:b1:bd:b5:3a:c4
17359,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,gmail.com,무교,254.189.136.179,1d:00:59:87:f4:10
30614,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,yahoo.com,기독교,182.77.36.237,6f:d9:6c:1d:63:6a
34267,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1978****,*************,*************,gmail.com,불교,65.91.204.230,10:f4:18:33:f8:6f
4345,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,naver.com,무교,26.213.43.68,c9:79:e8:a3:d9:a0
8598,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1978****,*************,*************,yahoo.com,불교,84.137.125.186,24:e2:72:7d:3d:e6
22873,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1978****,*************,*************,yahoo.com,무교,204.97.81.144,eb:39:7a:13:5d:86
26982,황**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1978****,*************,*************,daum.net,기독교,234.195.191.229,4b:a7:8d:3d:31:a9
27039,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,181.242.160.38,84:e3:9a:8f:6e:30
38101,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,불교,157.81.97.153,0f:02:99:f3:87:cd
39798,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,무교,100.1.237.49,0b:88:33:27:c7:12
24812,권**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,기독교,157.179.178.174,61:12:62:0e:51:35
29254,권**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,gmail.com,불교,255.75.254.42,77:a1:cc:11:b6:08
36070,권**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,무교,251.78.18.242,cc:2f:54:5a:a9:32
23530,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,천주교,64.88.248.39,e3:e4:39:11:58:88
33917,김**,남성,"[150.0, 160.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,기독교,31.4.219.11,ec:f7:be:0b:51:ac
38815,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1979****,*************,*************,gmail.com,무교,111.108.75.200,88:45:29:93:28:15
993,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,gmail.com,기독교,24.117.164.184,7a:55:36:dc:69:7f
1908,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,기독교,101.48.18.231,88:e8:80:61:14:73
6957,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,기독교,121.188.213.124,d1:4e:10:c4:09:56
8941,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,무교,80.152.136.26,2d:90:98:0a:e5:15
11757,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,daum.net,무교,167.126.202.46,18:61:50:03:c1:85
22624,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,기독교,15.206.149.72,47:40:b9:87:7c:46
23533,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,무교,237.216.110.142,63:39:0d:fe:9e:33
23554,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,daum.net,기독교,139.135.22.161,ff:8a:01:9a:5a:fa
36178,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,불교,41.235.74.96,af:2f:1f:d1:5d:5a
36247,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,naver.com,불교,19.199.8.53,40:3d:47:aa:d8:ad
2450,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1979****,*************,*************,naver.com,불교,133.139.225.234,e1:40:db:a2:f4:6b
2928,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,불교,140.214.192.99,e2:4c:eb:7b:f6:62
10964,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1979****,*************,*************,gmail.com,불교,25.103.98.32,e3:f8:a0:84:88:12
11025,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,불교,11.103.92.69,5a:37:4a:e1:b5:7c
19966,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,기독교,232.35.72.64,a5:aa:12:67:80:98
20821,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,불교,112.128.36.192,ba:98:dd:1b:40:44
21774,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,무교,218.127.48.250,a0:87:48:dd:5c:4c
22490,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,yahoo.com,무교,78.54.89.9,d3:10:54:7e:88:69
22631,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,불교,84.70.160.183,87:1e:d7:38:e0:14
24251,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,기독교,54.154.39.4,cf:68:c6:30:3d:3a
38105,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,무교,245.104.177.212,73:9e:41:de:b0:6d
2444,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,daum.net,불교,74.11.17.235,d6:a2:1f:76:8e:d6
2950,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,무교,227.87.140.113,1b:f9:69:18:ef:e3
31630,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,62.226.66.73,26:90:ce:f7:87:74
11739,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,naver.com,기독교,2.233.106.124,12:c5:ee:b8:4d:92
12702,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1979****,*************,*************,naver.com,천주교,188.111.138.211,2f:fd:ec:99:83:76
13271,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,불교,118.145.211.142,71:7d:59:18:42:7b
14340,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,기독교,62.99.72.3,af:e8:db:77:b0:f4
33245,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1979****,*************,*************,gmail.com,무교,33.220.39.207,d7:4f:c4:99:52:79
39066,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,gmail.com,무교,2.6.157.226,44:cf:f3:3d:3d:59
90,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,yahoo.com,불교,145.228.156.74,05:32:6c:b5:bb:27
2118,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,gmail.com,무교,24.106.181.155,1e:1a:5b:28:78:e8
4072,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,기독교,138.55.199.147,cc:2f:3c:be:68:a3
4222,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,naver.com,무교,253.98.73.16,1f:a9:fd:a5:b9:92
5125,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,daum.net,기독교,252.4.255.190,16:24:ab:77:74:24
7017,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,불교,151.35.144.31,e9:67:94:5b:2d:22
7614,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,기독교,102.131.93.149,f9:82:23:4c:db:95
22930,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,불교,57.17.82.223,dc:1f:46:25:ae:38
24300,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,천주교,81.69.35.62,c7:6d:31:18:a7:d4
26886,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,15.71.5.107,75:0d:15:bc:36:93
28940,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1979****,*************,*************,gmail.com,무교,178.219.130.5,40:2b:ca:f2:df:3a
4846,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,daum.net,불교,204.78.94.66,30:f5:b0:78:98:61
5741,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1979****,*************,*************,yahoo.com,불교,176.168.14.174,a3:54:d2:b2:00:a6
39060,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1979****,*************,*************,naver.com,무교,1.4.211.124,9c:35:64:a9:45:ea
1698,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,기독교,232.129.253.232,2e:c5:6f:e1:96:d4
20334,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,무교,241.126.2.245,80:e3:f0:a6:84:d0
27179,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1980****,*************,*************,yahoo.com,무교,199.48.198.1,c5:bd:98:b0:23:40
27933,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,불교,39.140.97.11,35:4a:c8:ee:17:9d
37654,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",O형,1980****,*************,*************,yahoo.com,기독교,178.30.173.5,e4:0e:81:4b:9c:b6
305,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,daum.net,무교,194.22.228.213,26:9b:9e:6e:ef:de
2125,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,naver.com,불교,223.178.30.150,48:17:93:d2:bb:ad
5146,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,gmail.com,무교,26.107.119.195,a7:7c:08:fa:1f:a2
5886,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1980****,*************,*************,naver.com,기독교,251.178.82.181,df:1e:42:be:23:24
6112,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,gmail.com,천주교,139.38.154.5,68:0d:c8:ed:b6:59
11368,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1980****,*************,*************,daum.net,기독교,151.154.47.35,d3:b5:4e:dc:77:29
