CORRECT LIST
['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '4-14384616703-3', '3']
['37600', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'daum.net', '무교', '하나은행', '411-087178-97943', '5']
['12710', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '049-252383-206', '7']
['6495', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '270-517899-347', '8']
['26706', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '9042-6444-9996', '4']
['10916', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '무교', '외환은행', '852-842792-341', '2']
['19455', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '기업은행', '094-033626-48-132', '4']
['32963', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '315586-98-583525', '7']
['28610', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '기독교', 'NH농협', '773-5901-076-94', '5']
['37747', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '기독교', '새마을금고', '7-61267766723-5', '6']
['17108', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'gmail.com', '불교', '국민은행', '649765-24-906142', '5']
['33566', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '새마을금고', '3-11570879114-9', '6']
['33613', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '기독교', '국민은행', '692699-38-593355', '1']
['9361', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '992-621389-78-303', '8']
['32596', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'naver.com', '무교', '우리은행', '7964-773-412148', '8']
['29477', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '857-16-899391', '2']
['9148', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '천주교', '기업은행', '998-153854-29-472', '9']
['2391', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'daum.net', '불교', '하나은행', '505-797308-36779', '5']
['4038', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '314-426887-751', '7']
['21179', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '599-302245-065', '7']
['26614', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'gmail.com', '기독교', '우리은행', '7976-602-763816', '3']
['30562', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1961****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '517066-33-779488', '3']
['32845', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'naver.com', '천주교', '국민은행', '568654-79-530932', '4']
['36169', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '우리은행', '7948-390-982774', '2']
['16827', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '638-660531-345', '9']
['10069', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'naver.com', '기독교', '한국씨티은행', '369-060958-409', '3']
['30730', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'daum.net', '기독교', '하나은행', '379-699064-73550', '1']
['31548', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'naver.com', '무교', '우리은행', '4245-513-347482', '4']
['1562', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1962****', '*************', '*************', 'gmail.com', '불교', '국민은행', '677298-52-955868', '8']
['25817', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '147-22-387218', '9']
['4213', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'daum.net', '불교', '외환은행', '926-551681-854', '2']
['8500', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '9-80827414412-1', '3']
['27546', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'yahoo.com', '기독교', '새마을금고', '4-90420500657-3', '4']
['33707', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1962****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '449-449537-675', '1']
['5664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'naver.com', '천주교', 'NH농협', '689-1097-899-76', '7']
['20361', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '205-329168-54385', '7']
['28644', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '322-5173-263-98', '3']
['21153', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'daum.net', '불교', '기업은행', '018-854634-07-081', '2']
['36193', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'gmail.com', '불교', '하나은행', '552-414157-21071', '3']
['6738', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'naver.com', '불교', '신한은행', '148-846-198278', '7']
['7122', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'daum.net', '기독교', '스탠다드(제일)', '311-80-990476', '3']
['3392', '윤**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'naver.com', '무교', '외환은행', '896-218957-641', '3']
['27962', '윤**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '001-32-919594', '3']
['29007', '윤**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'daum.net', '무교', '기업은행', '861-706039-07-799', '5']
['17514', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'yahoo.com', '천주교', '우리은행', '4888-710-592163', '2']
['23947', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'naver.com', '기독교', '신한은행', '425-442-752172', '3']
['17664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1964****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '5523-2694-0508', '8']
['18870', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'gmail.com', '기독교', '하나은행', '130-196516-23894', '6']
['32736', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '불교', '국민은행', '449799-33-810716', '2']
['23697', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'yahoo.com', '기독교', '신한은행', '470-479-134537', '6']
['30970', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '불교', '기업은행', '356-670860-97-782', '6']
['23738', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '307-091629-138', '9']
['23139', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '135-000881-952', '9']
['7659', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '435-284465-284', '4']
['1602', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'naver.com', '무교', '우리은행', '2028-450-502686', '6']
['2610', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '940-0956-195-80', '1']
['13884', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'daum.net', '불교', '새마을금고', '9-77389392225-1', '9']
['5025', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'daum.net', '기독교', '외환은행', '130-927950-678', '8']
['21330', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'gmail.com', '불교', '외환은행', '323-332419-058', '9']
['36319', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'naver.com', '기독교', '국민은행', '531612-10-512037', '3']
['28546', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'yahoo.com', '천주교', '하나은행', '426-565428-44971', '9']
['37405', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'gmail.com', '무교', '우리은행', '6836-497-303018', '8']
['23952', '황**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'gmail.com', '무교', '국민은행', '100067-18-332736', '1']
['36501', '황**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '889-08-713555', '9']
['7005', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '680-666669-901', '5']
['36055', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1966****', '*************', '*************', 'daum.net', '무교', '기업은행', '120-260486-92-756', '6']
['37356', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '불교', '외환은행', '699-615164-147', '9']
['38713', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '기독교', 'NH농협', '460-8921-938-38', '3']
['22284', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'gmail.com', '무교', '신한은행', '418-058-765824', '4']
['24089', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '250-0803-397-47', '1']
['2766', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '204-86-084396', '4']
['20685', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '748-85-535823', '3']
['20950', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'daum.net', '불교', 'NH농협', '898-3235-775-57', '3']
['26626', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '무교', '우리은행', '5123-640-871545', '2']
['30927', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '기독교', 'NH농협', '390-7897-887-48', '9']
['2676', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'naver.com', '불교', '스탠다드(제일)', '717-70-047422', '1']
['15904', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1966****', '*************', '*************', 'gmail.com', '무교', '신한은행', '323-416-477376', '1']
['35320', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'gmail.com', '무교', '우리은행', '8685-624-165720', '2']
['1805', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1967****', '*************', '*************', 'daum.net', '기독교', '외환은행', '776-295685-191', '8']
['13821', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '6811-9706-2970', '1']
['25465', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'yahoo.com', '기독교', '하나은행', '082-933205-93401', '9']
['28978', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '133-745056-544', '3']
['36971', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '3378-393-288919', '4']
['37813', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1967****', '*************', '*************', 'daum.net', '불교', '국민은행', '545242-82-902319', '7']
['339', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '536-79-304023', '1']
['30993', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1968****', '*************', '*************', 'naver.com', '무교', 'NH농협', '812-2896-333-69', '8']
['38791', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '886-872587-066', '1']
['73', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '기독교', '스탠다드(제일)', '799-61-269225', '5']
['29230', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '2475-774-347208', '4']
['36502', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1968****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '018-1368-271-63', '6']
['5075', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'gmail.com', '불교', '신한은행', '014-219-576866', '3']
['27533', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '179-419791-383', '5']
['32737', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'naver.com', '무교', '국민은행', '677452-39-126541', '6']
['34794', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'daum.net', '천주교', '수협중앙회', '5684-2429-9865', '4']
['27729', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1969****', '*************', '*************', 'yahoo.com', '불교', '스탠다드(제일)', '248-77-333707', '3']
['39032', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1969****', '*************', '*************', 'naver.com', '무교', '하나은행', '659-889047-00280', '3']
['30306', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1969****', '*************', '*************', 'yahoo.com', '기독교', '기업은행', '202-051351-51-783', '7']
['32928', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '990-790486-911', '6']
['6555', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'gmail.com', '무교', '하나은행', '994-763264-54458', '8']
['15882', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1969****', '*************', '*************', 'daum.net', '불교', '외환은행', '443-915667-336', '6']
['24052', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '기독교', '우리은행', '5646-636-178965', '4']
['39850', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'naver.com', '무교', '신한은행', '747-257-516729', '8']
['17282', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '997-923304-469', '7']
['3933', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'daum.net', '불교', '새마을금고', '7-45468661105-1', '5']
['18139', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '8540-8377-7784', '6']
['20127', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'daum.net', '천주교', 'NH농협', '181-0466-450-83', '4']
['31340', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '744-491-577575', '9']
['8989', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '불교', '새마을금고', '0-38344550111-7', '5']
['11409', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '불교', '수협중앙회', '5854-4150-9597', '6']
['21787', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '기독교', '하나은행', '334-178309-99366', '4']
['32348', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1971****', '*************', '*************', 'daum.net', '천주교', '스탠다드(제일)', '723-41-242453', '3']
['14931', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'naver.com', '무교', '기업은행', '627-790253-84-812', '2']
['39076', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '천주교', '수협중앙회', '1846-3711-9355', '1']
['7756', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '무교', 'NH농협', '403-0605-114-44', '5']
['19816', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1971****', '*************', '*************', 'daum.net', '기독교', '국민은행', '388417-87-854684', '9']
['22564', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'naver.com', '무교', '우리은행', '7067-827-665976', '3']
['30664', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '불교', '국민은행', '384268-78-708875', '4']
['11725', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '외환은행', '127-979909-143', '3']
['16403', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1972****', '*************', '*************', 'daum.net', '불교', '우리은행', '5947-843-736134', '4']
['5222', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '무교', '신한은행', '745-661-590059', '9']
['2810', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '기독교', '외환은행', '562-556324-666', '2']
['615', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1972****', '*************', '*************', 'daum.net', '무교', '우리은행', '4164-820-461559', '4']
['33290', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '016-47-720683', '9']
['5721', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '8900-473-976639', '2']
['18807', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1973****', '*************', '*************', 'naver.com', '기독교', '하나은행', '383-962104-27307', '1']
['37102', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '불교', '기업은행', '822-350673-73-838', '4']
['10662', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1973****', '*************', '*************', 'daum.net', '무교', '우리은행', '4278-251-130941', '1']
['13809', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'daum.net', '불교', '수협중앙회', '0151-7601-7018', '3']
['34896', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '9778-4105-9568', '5']
['39973', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1973****', '*************', '*************', 'daum.net', '무교', '새마을금고', '2-63706777459-3', '9']
['108', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1973****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '874-345866-525', '8']
['10308', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1974****', '*************', '*************', 'naver.com', '무교', '하나은행', '187-075575-88007', '3']
['18127', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1974****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '428-619461-67-639', '7']
['14146', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '불교', '우리은행', '0541-770-988369', '4']
['31053', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1974****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '941-312012-13-413', '7']
['27806', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1974****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '950-641956-770', '3']
['4208', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'daum.net', '무교', '우리은행', '7253-253-277540', '8']
['8606', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1975****', '*************', '*************', 'daum.net', '기독교', '기업은행', '984-785241-71-431', '6']
['31315', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '무교', '새마을금고', '5-55052643186-5', '9']
['849', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'gmail.com', '기독교', '외환은행', '018-058699-855', '3']
['9205', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'daum.net', '무교', '우리은행', '1250-001-238616', '1']
['3639', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1975****', '*************', '*************', 'daum.net', '불교', '기업은행', '946-759913-46-559', '9']
['23520', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'daum.net', '무교', '우리은행', '1672-674-526718', '1']
['9143', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1975****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '106-9060-919-96', '7']
['10581', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '1170-6151-0903', '2']
['21623', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'daum.net', '무교', '외환은행', '306-264549-751', '3']
['25421', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '068-75-145307', '8']
['9476', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '551-8300-322-07', '9']
['18184', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '600-641457-62-538', '2']
['6845', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '837-178994-213', '8']
['19274', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '638-479-678691', '7']
['20974', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '5484-1428-5677', '2']
['12256', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '850-268282-891', '2']
['29863', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '280-20-098708', '4']
['3159', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '2-76768326318-7', '2']
['20207', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '기독교', '한국씨티은행', '154-174348-137', '1']
['3362', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '불교', '하나은행', '587-424175-75418', '1']
['9651', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '3748-8266-3470', '1']
['35088', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '기업은행', '265-579578-34-448', '7']
['2771', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'gmail.com', '무교', '국민은행', '513801-60-668929', '8']
['23070', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '763-451300-326', '9']
['27022', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '368-71-240125', '9']
