CORRECT LIST
['14884', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '의학', '1.16']
['38842', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '기독교', '중앙대학교', '예체능', '1.9']
['30711', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'naver.com', '무교', '홍익대학교', '공학', '3.72']
['35668', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '예체능', '3.9']
['37600', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'daum.net', '무교', '한성대학교', '예체능', '4.33']
['12851', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '동덕여자대학교', '예체능', '0.51']
['14477', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'daum.net', '무교', '가톨릭대학교', '공학', '3.87']
['1984', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '불교', '동국대학교', '예체능', '0.09']
['24702', '신**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'daum.net', '기독교', '홍익대학교', '인문', '1.53']
['13810', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '무교', '동덕여자대학교', '자연', '2.67']
['2447', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '기독교', '총신대학교', '사회', '0.33']
['13686', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'daum.net', '무교', '서울과학기술대학교', '공학', '1.1']
['31581', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '불교', '성공회대학교', '인문', '1.81']
['35675', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '불교', '한국체육대학교', '공학', '0.17']
['28225', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'naver.com', '무교', '광운대학교', '법학', '3.47']
['29758', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'gmail.com', '무교', '성공회대학교', '공학', '1.89']
['12907', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'daum.net', '불교', '숭실대학교', '공학', '1.72']
['37747', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '기독교', '장로회신학대학교', '법학', '0.55']
['3165', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '무교', '상명대학교', '교육', '4.12']
['33566', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '숭실대학교', '자연', '1.95']
['33613', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '기독교', '국민대학교', '법학', '1.28']
['9361', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '무교', '경희대학교', '공학', '3.67']
['9439', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1961****', '*************', '*************', 'gmail.com', '불교', '한국예술종합학교', '법학', '3.15']
['37806', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'yahoo.com', '무교', '상명대학교', '인문', '2.93']
['5882', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'naver.com', '기독교', '동덕여자대학교', '공학', '3.71']
['37282', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'gmail.com', '기독교', '서울기독대학교', '교육', '2.27']
['16292', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '명지대학교', '인문', '2.33']
['11864', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'daum.net', '기독교', '서강대학교', '교육', '2.47']
['37551', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'daum.net', '불교', '감리교신학대학교', '예체능', '1.09']
['32845', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'naver.com', '천주교', '한국성서대학교', '공학', '4.28']
['36169', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '세종대학교', '법학', '1.92']
['24500', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'gmail.com', '기독교', '서울시립대학교', '인문', '2.54']
['4045', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1962****', '*************', '*************', 'yahoo.com', '불교', '한국외국어대학교', '예체능', '1.88']
['10069', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'naver.com', '기독교', '건국대학교', '인문', '3.62']
['14156', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1962****', '*************', '*************', 'naver.com', '무교', '서울여자대학교', '법학', '3.42']
['35100', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'gmail.com', '불교', '서경대학교', '사회', '3.67']
['3898', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1962****', '*************', '*************', 'yahoo.com', '기독교', '한국체육대학교', '사회', '4.49']
['4213', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'daum.net', '불교', '가톨릭대학교', '인문', '1.33']
['19790', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1962****', '*************', '*************', 'yahoo.com', '기독교', '서경대학교', '공학', '1.37']
['5664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'naver.com', '천주교', '한국외국어대학교', '인문', '4.23']
['14195', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'daum.net', '무교', '그리스도대학교', '자연', '0.83']
['20361', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'yahoo.com', '무교', '그리스도대학교', '공학', '2.06']
['11450', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'yahoo.com', '기독교', '서울대학교', '교육', '1.52']
['21153', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'daum.net', '불교', '건국대학교', '공학', '0.18']
['22198', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'gmail.com', '천주교', '서울교육대학교', '교육', '1.73']
['32690', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'daum.net', '기독교', '총신대학교', '공학', '1.84']
['2929', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'naver.com', '무교', '경희대학교', '예체능', '2.67']
['9964', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'daum.net', '무교', '삼육대학교', '법학', '4.26']
['32564', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'gmail.com', '무교', '서울과학기술대학교', '공학', '3.1']
['36193', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'gmail.com', '불교', '상명대학교', '공학', '2.1']
['939', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'naver.com', '천주교', '숭실대학교', '공학', '3.4']
['3888', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'daum.net', '기독교', '서울기독대학교', '예체능', '0.18']
['23604', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'naver.com', '불교', '성균관대학교', '자연', '0.9']
['30867', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'naver.com', '천주교', '서울대학교', '인문', '1.03']
['10392', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1964****', '*************', '*************', 'gmail.com', '기독교', '국민대학교', '의학', '3.16']
['32736', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '불교', '광운대학교', '공학', '0.99']
['34323', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1964****', '*************', '*************', 'yahoo.com', '무교', '숭실대학교', '사회', '1.51']
['18737', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'naver.com', '무교', '동국대학교', '법학', '1.8']
['30970', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '불교', '숭실대학교', '교육', '4.34']
['36429', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'yahoo.com', '무교', '한국외국어대학교', '사회', '4.4']
['39758', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1964****', '*************', '*************', 'daum.net', '무교', '덕성자대학교', '의학', '0.33']
['18417', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1964****', '*************', '*************', 'naver.com', '천주교', '한국체육대학교', '교육', '2.6']
['36049', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'yahoo.com', '기독교', '서울대학교', '법학', '3.38']
['8393', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'yahoo.com', '기독교', '총신대학교', '공학', '4.28']
['33717', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'gmail.com', '기독교', '경기대학교', '사회', '1.74']
['5025', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'daum.net', '기독교', '감리교신학대학교', '교육', '2.46']
['7334', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1965****', '*************', '*************', 'naver.com', '무교', '상명대학교', '공학', '3']
['33355', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'daum.net', '기독교', '경희대학교', '예체능', '4.08']
['38713', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '기독교', '건국대학교', '자연', '3.95']
['15231', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'daum.net', '불교', '동덕여자대학교', '교육', '3.46']
['22284', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'gmail.com', '무교', '감리교신학대학교', '법학', '3.95']
['22752', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '기독교', '고려대학교', '법학', '2.03']
['22903', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '무교', '가톨릭대학교', '예체능', '3.12']
['30448', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'yahoo.com', '불교', 'KAIST', '공학', '3.84']
['2766', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'yahoo.com', '무교', '육군사관학교', '법학', '4.45']
['20685', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1966****', '*************', '*************', 'gmail.com', '기독교', '경기대학교', '자연', '3.08']
['21697', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '무교', '한국외국어대학교', '공학', '3.83']
['31354', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'daum.net', '불교', '삼육대학교', '교육', '2.7']
['38093', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1966****', '*************', '*************', 'naver.com', '불교', '숙명여자대학교', '예체능', '3.09']
['6748', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1967****', '*************', '*************', 'gmail.com', '불교', '서울대학교', '교육', '4.03']
['36971', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1967****', '*************', '*************', 'yahoo.com', '기독교', '서경대학교', '사회', '2.19']
['38791', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '감리교신학대학교', '인문', '3.94']
['35283', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1968****', '*************', '*************', 'daum.net', '무교', '서울시립대학교', '교육', '1.62']
['36266', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1968****', '*************', '*************', 'daum.net', '무교', '성공회대학교', '인문', '3.74']
['28344', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1969****', '*************', '*************', 'naver.com', '불교', '서경대학교', '의학', '2.88']
['36812', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'daum.net', '무교', '고려대학교', '인문', '0.03']
['23538', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '무교', '고려대학교', '법학', '3.7']
['6239', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1970****', '*************', '*************', 'daum.net', '기독교', '국민대학교', '교육', '2.38']
['12357', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1970****', '*************', '*************', 'naver.com', '불교', '중앙대학교', '예체능', '3.07']
['18169', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'naver.com', '무교', '삼육대학교', '사회', '2.62']
['3933', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'daum.net', '불교', '서울시립대학교', '자연', '0.56']
['11211', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1970****', '*************', '*************', 'gmail.com', '무교', '연세대학교', '공학', '2.95']
['21857', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1970****', '*************', '*************', 'daum.net', '무교', '동덕여자대학교', '사회', '1.75']
['19936', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'gmail.com', '기독교', '숭실대학교', '인문', '1.99']
['29881', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'daum.net', '기독교', '이화여자대학', '교육', '2.61']
['8989', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '불교', 'KAIST', '예체능', '1.21']
['27447', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'gmail.com', '무교', '서울시립대학교', '인문', '3.04']
['13906', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '무교', '서울여자대학교', '자연', '3.45']
['21787', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '기독교', '한양대학교', '인문', '2.75']
['6964', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '무교', '건국대학교', '교육', '4.17']
['12641', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '무교', '한양대학교', '사회', '0.95']
['14468', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'daum.net', '기독교', '동덕여자대학교', '공학', '1.93']
['14931', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'naver.com', '무교', '세종대학교', '자연', '1.19']
['26720', '김**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '무교', '서울대학교', '예체능', '3.55']
['30324', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'naver.com', '천주교', '서강대학교', '교육', '1.11']
['13910', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '불교', '홍익대학교', '법학', '2.06']
['16403', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1972****', '*************', '*************', 'daum.net', '불교', '국민대학교', '공학', '4.42']
['39985', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1972****', '*************', '*************', 'daum.net', '무교', '경희대학교', '자연', '3.58']
['26891', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '무교', '세종대학교', '법학', '0.24']
['29544', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'daum.net', '무교', '홍익대학교', '교육', '0.69']
['14284', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1972****', '*************', '*************', 'yahoo.com', '무교', '고려대학교', '예체능', '2.64']
['11327', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'naver.com', '불교', '명지대학교', '법학', '1.07']
['20686', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'yahoo.com', '불교', '이화여자대학', '교육', '2.94']
['17768', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'yahoo.com', '무교', '서울교육대학교', '자연', '3.46']
['39602', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'daum.net', '불교', '한양대학교', '교육', '4.11']
['3693', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '한국예술종합학교', '자연', '2.94']
['14146', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1974****', '*************', '*************', 'gmail.com', '불교', '숭실대학교', '교육', '3.42']
['30280', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1974****', '*************', '*************', 'daum.net', '불교', '성신여자대학교', '사회', '1.72']
['5461', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1974****', '*************', '*************', 'daum.net', '무교', '한국예술종합학교', '인문', '3.46']
['27806', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1974****', '*************', '*************', 'yahoo.com', '불교', '성공회대학교', '교육', '0.53']
['2586', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'yahoo.com', '무교', '한국성서대학교', '의학', '0.75']
['25482', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '무교', '총신대학교', '사회', '3.35']
['1679', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'gmail.com', '기독교', '숙명여자대학교', '법학', '3.42']
['8856', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'daum.net', '무교', '중앙대학교', '예체능', '1.65']
['3639', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1975****', '*************', '*************', 'daum.net', '불교', '건국대학교', '자연', '2.02']
['34383', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '무교', '동국대학교', '공학', '1.82']
['7483', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1975****', '*************', '*************', 'gmail.com', '무교', '성신여자대학교', '사회', '2.92']
['21623', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'daum.net', '무교', '한성대학교', '공학', '0.95']
['27678', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1976****', '*************', '*************', 'naver.com', '불교', '홍익대학교', '자연', '0.38']
['29301', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', '덕성자대학교', '교육', '1.65']
['9476', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', '삼육대학교', '법학', '0.46']
['28652', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1976****', '*************', '*************', 'gmail.com', '기독교', '상명대학교', '예체능', '1.65']
['3302', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '인문', '1.14']
['18184', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1976****', '*************', '*************', 'yahoo.com', '무교', '광운대학교', '자연', '3.48']
['37005', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1976****', '*************', '*************', 'gmail.com', '기독교', '한양대학교', '사회', '1.31']
['9448', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'gmail.com', '불교', '서울시립대학교', '법학', '1.78']
['12256', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '이화여자대학', '자연', '3.12']
['25546', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'naver.com', '무교', '숙명여자대학교', '공학', '3.34']
['31364', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '기독교', '성공회대학교', '인문', '1.64']
['34153', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1977****', '*************', '*************', 'naver.com', '천주교', '숙명여자대학교', '법학', '0.57']
['37667', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '인문', '3.7']
['19877', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '서울시립대학교', '법학', '1.44']
['22489', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'daum.net', '기독교', '고려대학교', '인문', '4.15']
['30934', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'naver.com', '무교', '서울기독대학교', '공학', '2.41']
['39772', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1977****', '*************', '*************', 'gmail.com', '불교', '한영신학대학교', '의학', '2.09']
['11123', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'gmail.com', '무교', '명지대학교', '사회', '1.27']
['11310', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '무교', '서울대학교', '법학', '2.26']
['31921', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1978****', '*************', '*************', 'gmail.com', '기독교', '추계예술대학교', '공학', '1.39']
['16860', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1978****', '*************', '*************', 'naver.com', '무교', '숙명여자대학교', '자연', '3.45']
['31240', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1978****', '*************', '*************', 'yahoo.com', '무교', '장로회신학대학교', '교육', '0.88']
['3006', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '무교', '한국체육대학교', '인문', '2.26']
['3984', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1978****', '*************', '*************', 'gmail.com', '무교', '세종대학교', '의학', '0.57']
['34263', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1978****', '*************', '*************', 'naver.com', '무교', '한국성서대학교', '법학', '0.9']
['12339', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1979****', '*************', '*************', 'gmail.com', '무교', '국민대학교', '교육', '4.34']
['29480', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'gmail.com', '천주교', '그리스도대학교', '예체능', '0.81']
['12144', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'yahoo.com', '무교', '건국대학교', '공학', '0.46']
['11348', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'daum.net', '기독교', '연세대학교', '교육', '1.47']
['14340', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'daum.net', '기독교', '경희대학교', '의학', '3.92']
['26120', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1979****', '*************', '*************', 'yahoo.com', '불교', '서울교육대학교', '예체능', '3.79']
['33245', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1979****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '예체능', '1.24']
['21589', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'gmail.com', '무교', '감리교신학대학교', '의학', '2.87']
['24806', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'yahoo.com', '무교', '장로회신학대학교', '인문', '4.08']
['20334', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '무교', '한국체육대학교', '예체능', '4.14']
['11117', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'gmail.com', '무교', '장로회신학대학교', '교육', '2.42']
['11368', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'daum.net', '기독교', '가톨릭대학교', '인문', '3.38']
