No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
81604,이준협,여성,150.3,59.1,A형,19640515,010-7121-5072,yuhvfaydjzm1,daum.net,기독교,육군사관학교,의학,0.01
81606,황진덕,여성,150.8,53.6,AB형,19521030,010-2379-0368,dbgyt4z0edq,gmail.com,무교,서울과학기술대학교,사회,0.79
81611,이은지,여성,159.0,58.4,AB형,19510919,010-2891-8324,otbzryjv4ixk,yahoo.com,기독교,중앙대학교,법학,1.41
81632,이희훈,여성,155.6,48.5,B형,19640422,010-7450-8040,hxa5gsv6xbxf7,gmail.com,불교,한국성서대학교,인문,4.43
81647,김훈영,여성,150.7,60.3,B형,19611113,010-1737-3114,ic7471j0sw,gmail.com,기독교,장로회신학대학교,자연,3.6
81664,박협지,여성,151.4,54.5,A형,19670911,010-8130-0380,s4tgy80qr,yahoo.com,무교,한양대학교,사회,0.69
81673,신영용,남성,169.9,64.6,AB형,19740808,010-7374-5845,njmw68ssk,gmail.com,무교,서울과학기술대학교,교육,3.67
81676,신준은,여성,153.2,53.1,A형,19800217,010-8049-1392,ivzpfeg,daum.net,불교,건국대학교,공학,1.16
81678,최지준,여성,155.7,52.0,B형,19871117,010-2537-3317,o4pdf5qdcavi,daum.net,무교,서울여자대학교,예체능,2.47
81688,위택훈,여성,159.5,52.0,A형,19460125,010-2599-2457,lhqlyu3q,naver.com,기독교,서울여자대학교,공학,3.26
81712,김준상,여성,159.7,56.4,A형,19661101,010-9641-2491,x2uk59d0jl,yahoo.com,불교,광운대학교,사회,3.84
81714,최상용,남성,170.9,61.4,O형,19500221,010-7850-0201,a99otgyr,gmail.com,불교,숭실대학교,공학,3.36
81727,박종희,여성,153.9,55.1,A형,19470401,010-1586-2005,wuf63eaxl7,gmail.com,기독교,추계예술대학교,법학,2.54
81728,한정현,여성,148.9,54.1,B형,19600406,010-4949-1434,pzvklbc8m,daum.net,무교,서울기독대학교,인문,3.49
81737,김영훈,남성,172.9,64.9,A형,19540314,010-0700-4399,n2zm10,gmail.com,무교,고려대학교,의학,1.07
81740,김남훈,남성,174.7,64.5,A형,19820424,010-9216-2276,j1gw0mz,gmail.com,불교,숭실대학교,인문,1.11
81749,김준희,남성,167.5,61.1,B형,19840126,010-3053-6371,kblfux0h567ac,yahoo.com,기독교,건국대학교,예체능,2.58
81750,성용지,여성,155.8,52.0,A형,19540726,010-5429-7691,gfw51d,daum.net,무교,숭실대학교,자연,2.65
81752,나준성,남성,159.6,72.8,B형,19770327,010-4967-5631,i222x85zghk,daum.net,기독교,한성대학교,의학,1.6
81768,김덕용,여성,153.8,51.8,B형,19740918,010-4613-3205,sqqu2kv8zaj9w,naver.com,무교,성공회대학교,예체능,1.28
81770,류상남,여성,149.8,55.2,AB형,19850712,010-6080-5235,fif6qd,yahoo.com,기독교,한국방송통신대학교,공학,3.42
81775,이정준,남성,163.8,56.7,A형,19551222,010-9526-7953,uhc9qj2x,gmail.com,무교,광운대학교,예체능,3.44
81786,조남협,남성,182.6,65.7,B형,19670205,010-4735-7716,o3snht0efmb,daum.net,기독교,한영신학대학교,법학,1.04
81797,박종용,남성,182.8,63.6,B형,19550929,010-8666-0398,z560c6ksh,gmail.com,기독교,한양대학교,예체능,2.08
81798,김진훈,여성,158.0,59.4,A형,19860302,010-1232-9626,f5dop5ifdhm,daum.net,무교,서경대학교,의학,3.26
81806,권정협,여성,148.0,55.3,A형,19791204,010-4463-3945,za4hi3gwcs,gmail.com,불교,한국성서대학교,사회,2.87
81811,오현영,남성,163.2,63.5,A형,19910811,010-2577-6955,he2im5p4f,yahoo.com,불교,숭실대학교,예체능,2.19
81815,박진준,남성,165.2,69.2,B형,19480617,010-1831-5280,e5a8r4b,daum.net,무교,홍익대학교,인문,2.46
81825,손정지,남성,163.2,66.5,B형,19701216,010-4103-1349,ez527o6k,daum.net,불교,성균관대학교,자연,1.33
81839,이진상,남성,173.9,62.6,AB형,19670925,010-6337-8297,mfg4dc9eu0,gmail.com,기독교,동덕여자대학교,인문,3.45
81855,이성지,남성,167.9,60.6,AB형,19900702,010-8008-2011,otpitr,gmail.com,무교,국민대학교,법학,1.23
81884,류협덕,여성,161.3,52.1,A형,19941019,010-9852-3327,y3i7rdxg,yahoo.com,불교,한영신학대학교,법학,1.19
81899,김종용,여성,160.5,59.6,B형,19860627,010-4506-0791,dlw6pfh5v,gmail.com,기독교,건국대학교,사회,1.91
81912,박준훈,여성,167.1,53.7,A형,19960517,010-7224-2047,vk7ake,yahoo.com,기독교,서울기독대학교,사회,2.88
81913,고성종,여성,148.7,56.8,A형,19570407,010-2294-0451,upw5vw8i,gmail.com,기독교,서울시립대학교,사회,2.78
81928,이종석,여성,162.1,49.8,AB형,19700329,010-3128-7498,n8wvla8afd17,yahoo.com,무교,한국성서대학교,사회,2.47
81935,김은우,여성,160.0,52.1,A형,19671213,010-1065-4206,bibj4rbh,gmail.com,천주교,명지대학교,공학,0.83
81958,조영협,남성,174.9,68.0,A형,19950810,010-5308-4935,lvepsrq7c7pe,yahoo.com,불교,총신대학교,인문,1.08
81964,양성우,여성,158.5,53.8,B형,19730216,010-3140-5725,dvyldd1vt0dc,naver.com,기독교,서울여자대학교,자연,1.17
81977,조정준,남성,165.4,63.2,B형,19840810,010-6633-2377,yjshrn54t,daum.net,무교,한양대학교,공학,3.74
81988,김석지,여성,154.7,54.7,AB형,19761012,010-0176-7259,unfi089xc9,daum.net,불교,성공회대학교,예체능,1.82
81994,손진석,남성,162.9,69.4,A형,19710902,010-7017-5828,r862nxlrjk,naver.com,무교,상명대학교,공학,3.14
82004,박진훈,여성,155.5,60.7,B형,19460718,010-7448-2548,aoeptxfh7e,gmail.com,불교,세종대학교,공학,3.5
82025,주훈용,남성,171.6,64.2,A형,19700928,010-2463-2197,loptl9oq52,yahoo.com,불교,고려대학교,공학,1.74
82028,소우준,여성,148.8,54.4,O형,19870509,010-5216-4396,oe8eqeb4j,daum.net,기독교,한국성서대학교,인문,1.7
82041,배상덕,여성,149.9,56.7,B형,19781208,010-4270-7895,k6o0tebsm,daum.net,기독교,경기대학교,인문,1.75
82043,유협용,남성,177.8,69.3,O형,19870815,010-2341-7831,dhkkcr,naver.com,불교,서울대학교,의학,3.49
82089,박훈성,남성,179.1,65.5,A형,19850925,010-9640-7637,o7y69mb,yahoo.com,기독교,한국방송통신대학교,예체능,3.76
82096,유석지,여성,164.3,57.9,A형,19640328,010-5778-2321,azz2wa,gmail.com,기독교,고려대학교,사회,2.82
82099,최희지,여성,159.9,54.7,B형,19920118,010-0440-5648,pwd001o1qljzc,daum.net,무교,한국성서대학교,인문,3.43
82115,장현용,여성,161.8,50.0,B형,19470308,010-8358-3059,k3j9q0dg9ynb,yahoo.com,기독교,한국성서대학교,법학,4.37
82120,김준훈,여성,152.1,54.1,A형,19611128,010-0133-5566,c7b4yu46zo7f,naver.com,불교,성균관대학교,사회,4.3
82127,송종훈,남성,163.5,62.8,O형,19580709,010-3629-2389,moznwdi0i76,naver.com,무교,한성대학교,사회,3.56
82130,임상훈,남성,175.9,59.7,A형,19600107,010-5542-6051,xccty60u,naver.com,무교,국민대학교,의학,3.95
82143,서문우,남성,169.7,68.3,O형,19590902,010-5000-0815,n1z75p,yahoo.com,기독교,한국외국어대학교,자연,0.49
82154,김석훈,여성,158.0,54.0,B형,19700325,010-2390-9876,lzs750,yahoo.com,기독교,서울여자대학교,사회,3.08
82155,정은남,여성,150.7,55.6,O형,19900727,010-0379-4313,wi5ln8,gmail.com,기독교,삼육대학교,법학,3.82
82156,하희석,여성,158.7,47.7,A형,19881211,010-4308-5811,vbof5npj,gmail.com,무교,국민대학교,예체능,2.83
82168,권지종,여성,151.5,53.7,B형,19700514,010-1925-1298,n49memiykue,daum.net,무교,그리스도대학교,자연,1.91
82207,임영협,남성,171.0,62.8,AB형,19680507,010-0384-3545,tjb8oz,daum.net,기독교,연세대학교,공학,3.78
82217,정현진,여성,148.5,55.6,A형,19470612,010-2477-8987,ptmj2drr,naver.com,기독교,가톨릭대학교,인문,3.9
82229,한용현,여성,152.2,57.1,A형,19501205,010-6141-0323,d63xju12s,yahoo.com,무교,서울과학기술대학교,공학,1.39
82252,윤용택,여성,159.0,53.2,AB형,19650717,010-5525-3355,gnt0t8zp2e,gmail.com,무교,서울대학교,사회,0.52
82256,문희협,남성,170.4,72.1,B형,19880720,010-3725-2432,b7iww1w,gmail.com,기독교,건국대학교,자연,3.47
82261,최희택,남성,179.4,73.2,B형,19670204,010-7434-4292,qbt46d66bnx,yahoo.com,불교,한국성서대학교,사회,2.58
82273,오종준,남성,167.7,60.3,B형,19610911,010-1575-7080,mjzxgs,naver.com,무교,총신대학교,예체능,0.07
82277,김택은,여성,146.8,48.2,B형,19720228,010-2394-1264,op1o9hhjb,naver.com,불교,세종대학교,교육,0.17
82296,류진서,여성,165.7,55.1,B형,19950627,010-6409-8334,cckpef3om2,gmail.com,천주교,감리교신학대학교,사회,1.98
82305,공택지,남성,172.8,66.5,O형,19500727,010-0696-7933,oq9ehhzm8ro,daum.net,불교,경희대학교,교육,2.55
82322,윤종남,남성,169.2,57.6,B형,19460510,010-5635-4510,ry61lvscypt,gmail.com,천주교,서울기독대학교,법학,3.35
82323,박진준,여성,160.8,58.2,A형,19810512,010-0886-7073,fz3bu87wnb3pu,yahoo.com,무교,추계예술대학교,사회,3.42
82331,김은협,남성,173.5,68.7,A형,19660820,010-9462-6859,tm86q6d2j,naver.com,불교,상명대학교,공학,4.4
82339,박지정,여성,155.9,56.1,B형,19761218,010-5894-0305,ojvwlfqfibfq,gmail.com,무교,한영신학대학교,공학,1.63
82341,이종석,남성,167.3,69.3,A형,19750512,010-8484-6746,clfj0etl,yahoo.com,무교,서울과학기술대학교,교육,3.03
82342,송덕협,여성,152.9,61.0,B형,19510402,010-2370-7838,dpon2z4ys1,gmail.com,무교,경희대학교,인문,0.59
82349,유현종,남성,168.7,70.4,A형,19860624,010-8338-1398,yn49kdwj1,yahoo.com,불교,KAIST,사회,0.3
82352,이은종,여성,164.5,53.8,A형,19580605,010-3781-5532,m8mwcr996e0p,daum.net,무교,성균관대학교,인문,3.53
82353,김택희,남성,171.0,64.7,O형,19860430,010-5722-1022,b9vdfn,yahoo.com,천주교,동국대학교,공학,0.94
82362,고진훈,남성,165.0,72.8,B형,19900428,010-8808-0671,ep9ad26bf5,daum.net,무교,서울기독대학교,인문,4
82369,이준서,남성,172.7,66.8,O형,19670109,010-1594-3829,bjm0qr0af,gmail.com,무교,서울여자대학교,법학,1.9
82403,이택석,여성,155.7,55.1,A형,19820304,010-9128-3517,l2pxj7s60xx,yahoo.com,무교,경희대학교,예체능,0.98
82438,김은지,여성,159.0,52.3,B형,19871222,010-6185-7155,wo91qcl,naver.com,천주교,한국성서대학교,교육,2.66
82441,한용택,여성,154.2,54.5,O형,19470207,010-1428-1728,pev0x4z6,naver.com,무교,서경대학교,의학,1.18
82448,한정진,여성,162.3,51.0,A형,19580425,010-7848-0125,ll0lwkh,daum.net,천주교,성공회대학교,의학,0.67
82458,이용정,남성,167.8,65.7,O형,19620401,010-0361-6578,lkb4domwh,gmail.com,불교,중앙대학교,공학,1.73
82473,윤석덕,남성,170.1,65.8,B형,19790910,010-3617-8262,o4q2k5,gmail.com,무교,동국대학교,공학,2.19
82489,이우성,여성,159.2,53.1,O형,19960301,010-9531-3222,kpx1pih3xz60,naver.com,불교,삼육대학교,인문,2.26
82500,김우성,남성,164.6,62.2,A형,19950903,010-1073-6336,y88lxmnwway,gmail.com,무교,추계예술대학교,예체능,1.69
82504,천정준,남성,165.7,66.0,AB형,19851031,010-4690-4705,ibhnsy7gmqb4,daum.net,불교,한국외국어대학교,인문,1.26
82505,신석희,여성,157.4,53.5,A형,19700218,010-7221-6796,b3mhbo0v3ia,daum.net,불교,서강대학교,법학,0.67
82520,이진훈,남성,167.6,65.4,AB형,19630909,010-9225-5705,s7zlybkpqh,daum.net,무교,서경대학교,법학,3.99
82523,성영진,남성,175.3,64.1,B형,19501107,010-7096-8018,vxoa9su,daum.net,불교,삼육대학교,사회,2.34
82527,김정영,남성,174.1,66.8,O형,19560206,010-0714-7203,qzmkic70otlqe,naver.com,무교,숭실대학교,인문,4
82552,신정서,여성,162.4,57.0,O형,19690916,010-2801-4256,qkcwwx3,gmail.com,불교,KAIST,공학,0.45
82554,홍은정,남성,163.8,69.1,B형,19610420,010-8214-5150,a6h5ltypuc,yahoo.com,불교,추계예술대학교,의학,1.73
82556,박준정,여성,162.0,52.8,O형,19620510,010-5925-7604,u8haoq93utk,gmail.com,기독교,총신대학교,의학,0.18
82563,김우서,남성,172.9,66.6,B형,19510102,010-2738-9860,ip2csgcz,yahoo.com,기독교,한국방송통신대학교,교육,1.79
82602,이상진,남성,161.7,58.9,O형,19470607,010-6260-8473,ec9gcar,daum.net,무교,가톨릭대학교,인문,1.7
82611,최훈택,여성,145.3,53.7,A형,19550614,010-0102-0723,sfmpfw,gmail.com,무교,한국예술종합학교,사회,3.47
82612,김희훈,여성,163.8,51.4,O형,19650906,010-3426-5270,gqpcfc,naver.com,불교,숭실대학교,사회,0.71
82640,류은희,남성,169.1,68.1,B형,19530818,010-3906-9345,r9h7e39hn5mvw,gmail.com,기독교,장로회신학대학교,인문,1.18
82655,이석종,남성,173.0,65.3,A형,19870818,010-6858-2470,cqo8sj8pbix4,naver.com,무교,한양대학교,예체능,2.23
82657,함남종,남성,166.6,65.5,AB형,19551209,010-1660-1164,wiaf70,daum.net,무교,상명대학교,공학,4.28
82669,이남훈,남성,166.0,61.9,A형,19570604,010-9983-8603,oh2wlrpw6z,daum.net,기독교,한양대학교,예체능,2.52
82690,송영은,남성,167.3,60.6,A형,19681026,010-6370-3478,jthmdxka7vsa3,gmail.com,무교,가톨릭대학교,자연,4.09
82715,김정진,여성,156.0,50.9,O형,19580324,010-0417-2380,rjrcjxpqfezv,gmail.com,천주교,숭실대학교,자연,4.38
82716,남훈택,여성,152.8,53.1,B형,19881125,010-4091-8550,c1q6qn6im7,daum.net,무교,한성대학교,인문,0.63
82719,김용준,남성,161.6,68.1,O형,19920621,010-8882-8657,rhybiy1hx4hu,naver.com,무교,서울교육대학교,인문,2.91
82722,황준택,여성,159.8,48.5,A형,19760715,010-1427-5310,sorwn8sp34,naver.com,천주교,홍익대학교,사회,1.28
82732,서남석,남성,165.0,61.9,B형,19680209,010-5889-6707,ptzlxbxtc9eai,naver.com,천주교,연세대학교,예체능,3.54
82753,장상택,남성,171.7,62.0,O형,19820711,010-3595-4772,m6g1am0k6,gmail.com,기독교,중앙대학교,예체능,3.51
82764,박협용,여성,151.7,63.0,B형,19780721,010-4563-8477,ooo2n56irzp,naver.com,무교,삼육대학교,의학,1.86
82773,김훈상,남성,168.4,66.7,AB형,19710120,010-1505-8636,djukn6z5w3w2p,yahoo.com,무교,숭실대학교,교육,1.65
82780,백택훈,여성,149.5,52.4,B형,19931114,010-0471-5810,yhqfi5gqi3n1h,yahoo.com,불교,숭실대학교,의학,1.71
82783,전훈협,남성,170.7,64.6,A형,19500222,010-9503-0731,s0ukjnw220l2,gmail.com,천주교,삼육대학교,법학,0.33
82785,김영준,여성,158.9,47.6,A형,19560726,010-8842-8420,tddo7v53d,yahoo.com,무교,성공회대학교,의학,3.33
82787,조은덕,여성,163.2,50.3,O형,19780618,010-8665-7187,cpfmtd2063r,yahoo.com,불교,서경대학교,예체능,1.49
82809,박우서,남성,169.9,67.4,AB형,19671105,010-2677-3791,yg8lg1u,yahoo.com,기독교,이화여자대학,교육,4.43
82812,김영상,여성,151.6,56.9,O형,19800623,010-3415-3437,h4jini6lf,gmail.com,무교,서울교육대학교,자연,1.85
82821,김지진,남성,160.8,65.1,A형,19560615,010-6656-2309,dk1jrhvln3,daum.net,천주교,한국예술종합학교,의학,2.49
82835,김우서,남성,174.3,71.1,AB형,19691129,010-0463-1330,qlwqe5jb,gmail.com,무교,서강대학교,법학,2.02
82846,강남지,남성,168.9,69.7,A형,19750601,010-4993-8000,i30ccy,gmail.com,불교,경희대학교,법학,3.87
82864,정희남,남성,171.3,63.8,AB형,19741017,010-5264-6551,m03p6wseqp,daum.net,불교,세종대학교,자연,3.63
82872,박준정,여성,158.6,54.6,O형,19660928,010-2962-0516,rq073hhs1dkf7,yahoo.com,천주교,한영신학대학교,자연,1.35
82890,김훈진,여성,154.7,58.7,A형,19881228,010-2170-0503,eb2s0c4syxpxp,yahoo.com,기독교,건국대학교,사회,1.09
82892,박진영,남성,168.5,67.5,AB형,19860327,010-0163-0989,yow8jtwbf6,gmail.com,불교,서울여자대학교,의학,2.66
82907,이용준,여성,155.2,57.9,O형,19580108,010-0442-1035,d4cvsdjs,gmail.com,불교,고려대학교,교육,3.64
82921,임상협,남성,172.1,60.5,A형,19510321,010-0908-3473,j1w0bt9wrjo,naver.com,기독교,중앙대학교,법학,3.62
82926,정택협,여성,153.6,61.2,AB형,19900312,010-3798-3817,thp5mt2b,naver.com,무교,장로회신학대학교,인문,2.64
82939,조협은,남성,167.9,62.8,A형,19710430,010-7417-1351,zhkiy1eyov9,yahoo.com,기독교,고려대학교,의학,0.73
82947,박지협,남성,166.5,62.3,A형,19831106,010-3856-9609,sd947szg7,naver.com,불교,연세대학교,의학,3.55
82967,탁서훈,여성,153.8,50.0,A형,19800529,010-3727-3173,rplvajv,yahoo.com,무교,KAIST,인문,3.45
82977,박남서,남성,166.6,74.5,O형,19800310,010-3831-3490,ybs7ri8d1,naver.com,무교,세종대학교,공학,2.16
82978,고정은,여성,161.4,50.2,B형,19820310,010-1173-5869,yyn50pzt53x,yahoo.com,무교,서울여자대학교,사회,2.24
82979,양상준,남성,168.3,56.7,B형,19531102,010-4956-9307,mlafz2ftvxpfm,daum.net,무교,홍익대학교,의학,3.98
82981,허영정,여성,152.3,52.3,A형,19510403,010-8167-8637,zri3zn1,yahoo.com,무교,KAIST,사회,2.45
82989,고영성,여성,147.2,57.9,O형,19801224,010-7095-2143,kof1xtper3jbk,naver.com,불교,고려대학교,예체능,3.9
82996,이현정,남성,158.6,75.6,O형,19721015,010-3960-2504,mosq58z3n9,daum.net,무교,서울여자대학교,법학,1.79
83003,이준우,남성,170.9,63.2,AB형,19560202,010-1623-7613,cqxvcz4r7,naver.com,불교,서경대학교,교육,0.98
83052,유성용,여성,149.5,60.9,A형,19460409,010-4028-6319,av0oglzb,gmail.com,무교,가톨릭대학교,사회,1.04
83065,이정지,남성,170.6,67.5,AB형,19870611,010-4145-7617,gums527n9ch,daum.net,불교,중앙대학교,공학,1.64
83077,서준석,남성,168.0,58.7,A형,19760228,010-8445-3484,rwz76cz41f,yahoo.com,무교,경희대학교,예체능,0.02
83084,유협훈,남성,163.1,70.1,O형,19620426,010-2121-5223,jvxun1jij46pl,daum.net,기독교,서경대학교,법학,3.07
83086,고지준,여성,147.8,54.9,O형,19580423,010-1644-3858,sufohwsa9,naver.com,기독교,가톨릭대학교,인문,4.31
83106,안용지,남성,175.3,73.6,A형,19580216,010-8321-0839,zpwsvp2ycr,yahoo.com,기독교,총신대학교,공학,2.56
83116,정택진,남성,177.2,67.9,B형,19840803,010-5482-6431,s8er15nec,daum.net,무교,상명대학교,법학,0.98
83130,최용희,남성,170.9,71.4,O형,19951017,010-7785-3592,wm44romz,yahoo.com,무교,한영신학대학교,공학,0.33
83136,이우훈,남성,171.2,68.7,AB형,19660412,010-2289-9278,jdca9wg60yfc,gmail.com,무교,고려대학교,교육,0.28
83158,성준희,남성,173.0,67.3,O형,19510111,010-7584-2821,kerdezym,daum.net,무교,덕성자대학교,교육,1.62
83169,박서택,여성,162.2,58.7,B형,19681014,010-6128-0617,l0gpqetprgwe,naver.com,불교,상명대학교,법학,2.17
83171,변지진,여성,165.7,46.0,A형,19480507,010-1985-5567,ui9j4dprk05b4,yahoo.com,불교,한국외국어대학교,예체능,3.66
83181,김은희,남성,176.1,72.4,O형,19780403,010-9035-6401,w6rqnvfmav3,daum.net,불교,서경대학교,사회,1.01
83184,강진영,여성,156.1,59.3,B형,19770313,010-9926-2363,vdvmrh8,naver.com,무교,한국외국어대학교,예체능,2.36
83186,현은우,여성,155.9,59.1,B형,19740914,010-4847-2863,ue03c0scv,daum.net,기독교,중앙대학교,인문,3.56
83192,옥성준,여성,156.6,50.5,A형,19591008,010-3253-7369,bxd55t,daum.net,무교,한양대학교,자연,0.48
83203,정준석,남성,170.5,72.4,A형,19740325,010-2894-1969,y83cb6ta3,gmail.com,불교,서울기독대학교,자연,2.93
83207,이영준,남성,175.7,65.8,A형,19700811,010-9023-9878,pr72171ot1,yahoo.com,무교,이화여자대학,자연,0.83
83238,신현준,여성,164.1,53.3,A형,19520906,010-3286-0586,pf1508cij11v7,gmail.com,천주교,추계예술대학교,교육,1.28
83239,고지우,남성,166.1,67.3,A형,19740501,010-6744-4399,o2ycdjl,gmail.com,불교,서울여자대학교,인문,0.68
83242,서훈상,남성,174.0,63.9,A형,19820120,010-8641-5830,akc3ui6a,daum.net,무교,홍익대학교,의학,0.64
83272,강지상,남성,176.4,73.6,O형,19740424,010-3562-8455,flk29xm3w8h,daum.net,기독교,가톨릭대학교,교육,4.12
83276,정용훈,남성,169.5,64.8,AB형,19691201,010-5659-6726,x5vcf4bjbrh,yahoo.com,무교,세종대학교,교육,2.26
83289,김덕영,남성,167.3,63.1,O형,19700422,010-8393-5282,oneurknpe,gmail.com,무교,경기대학교,의학,1.51
83296,강정현,남성,163.8,68.6,B형,19520615,010-3188-0925,vb6bpylgjluw9,naver.com,기독교,한국성서대학교,사회,3.25
83303,최진남,여성,159.1,58.3,B형,19760322,010-3771-9326,ytzg6frbu,naver.com,무교,동덕여자대학교,예체능,4.16
83310,윤준훈,남성,177.1,66.7,O형,19930323,010-8291-6670,o53uuylu55f,naver.com,무교,한양대학교,법학,1.87
83315,김준용,남성,176.4,68.0,A형,19530328,010-1155-7233,r1s4g5ak,gmail.com,천주교,연세대학교,인문,1.91
83318,방진종,여성,153.8,54.3,B형,19761130,010-6925-7189,vfwlg4yfj59t,naver.com,기독교,한국성서대학교,예체능,0.1
83323,강은진,남성,167.3,59.6,A형,19851216,010-8755-8316,htuxp8yapr,gmail.com,무교,숙명여자대학교,법학,1.91
83334,강현석,남성,171.4,61.3,A형,19631107,010-0743-9686,vsh5ncc3,naver.com,불교,이화여자대학,의학,0.82
83346,장상훈,남성,168.0,65.9,O형,19471017,010-2638-3579,h8t3nm,gmail.com,천주교,경희대학교,의학,0.82
83349,최상준,여성,151.2,54.3,A형,19550812,010-9748-8025,tdec2t3jiz8x,naver.com,무교,한영신학대학교,자연,1.94
83356,오정택,여성,158.0,55.3,B형,19800710,010-8480-6979,ldn0rd,yahoo.com,기독교,상명대학교,사회,0.97
83369,최협준,남성,169.2,65.9,B형,19871026,010-1664-6537,hosfrennekop,gmail.com,불교,육군사관학교,의학,1.32
83370,김은현,남성,173.7,64.8,AB형,19790408,010-1314-2989,jg0fnp0qs9g,yahoo.com,무교,삼육대학교,교육,1.71
83414,박현서,남성,166.3,62.7,O형,19570714,010-1402-9361,tf54ms3f4,yahoo.com,기독교,숭실대학교,예체능,3.95
83435,박훈희,여성,154.5,57.3,A형,19671101,010-1731-5343,fqbdbjk,yahoo.com,천주교,가톨릭대학교,사회,3.67
83439,박영훈,남성,170.4,64.9,O형,19910818,010-5648-5293,ur035nio,naver.com,불교,동국대학교,의학,1.76
83445,박훈서,남성,174.6,70.0,O형,19730824,010-2528-1008,vpev0lrsf,gmail.com,무교,한국성서대학교,의학,0.92
83447,박희은,남성,172.9,72.1,AB형,19690723,010-8251-7270,vy7170jk,daum.net,불교,이화여자대학,예체능,4.25
83453,이진종,여성,157.8,54.7,O형,19901218,010-8170-5383,ujjx09,naver.com,불교,상명대학교,인문,1.6
83457,이정준,남성,172.9,69.1,A형,19670318,010-4614-0240,o4zxk45tg,gmail.com,무교,경희대학교,사회,0.29
83468,반영성,남성,165.6,66.9,A형,19670616,010-5556-3240,zjyxcdx0l2,gmail.com,기독교,서울시립대학교,공학,2.37
83470,이덕준,여성,163.5,59.1,O형,19721005,010-5242-7862,zeovd5leie,yahoo.com,불교,추계예술대학교,자연,0.53
83477,신협종,남성,176.9,67.3,B형,19780808,010-6031-7024,p88e5oeam,daum.net,무교,연세대학교,사회,2.39
83482,김덕지,여성,153.6,51.0,A형,19901110,010-1188-5415,gimjnr4f0lrn,daum.net,무교,한성대학교,교육,3.86
83483,유현진,남성,181.3,64.0,AB형,19691016,010-2172-8851,fuis5vn62c,daum.net,기독교,경희대학교,의학,1
83487,이택은,여성,156.8,53.5,B형,19621106,010-5792-1458,fef800,gmail.com,기독교,경희대학교,자연,1.4
83496,류훈영,여성,162.1,59.3,A형,19850822,010-4133-5393,lgs9yar,gmail.com,무교,경기대학교,인문,4.36
83501,강훈용,남성,167.3,62.7,B형,19940414,010-6531-1688,e8gzu1l28,naver.com,무교,KAIST,인문,0.4
83511,배덕현,여성,158.7,53.3,B형,19790216,010-9860-8237,wbhjok3zmlg,gmail.com,기독교,가톨릭대학교,인문,1.75
83512,신지영,남성,164.3,63.3,B형,19480530,010-4488-6411,bm17hq9umlyfn,yahoo.com,무교,명지대학교,법학,2.7
83537,강은준,여성,153.7,50.4,B형,19931211,010-4472-5743,upawmwel0i,naver.com,불교,서울교육대학교,예체능,1.68
83555,이훈진,남성,169.7,62.1,A형,19741208,010-2292-9672,g0lyi0u,yahoo.com,무교,홍익대학교,의학,1.62
83558,배지현,여성,153.3,49.8,O형,19851110,010-1686-2605,c9h18c6jdh8,naver.com,무교,성공회대학교,교육,0.4
83564,고남상,남성,167.5,69.0,A형,19900522,010-0890-5178,cc7jahxi7zj,daum.net,무교,한성대학교,인문,3.78
83581,김희지,여성,150.0,50.1,B형,19570425,010-8462-4364,bm2qjevcfg,daum.net,무교,고려대학교,교육,2.76
83584,이협훈,여성,141.4,48.1,B형,19860208,010-2436-7210,fyu8s3o98ck4,yahoo.com,기독교,그리스도대학교,교육,1.38
83595,최훈서,여성,158.8,50.2,B형,19620311,010-4531-9125,f4zzmp,daum.net,무교,세종대학교,예체능,0.86
83602,김택정,남성,169.1,69.2,B형,19610719,010-7486-6371,oo2zzw6l,yahoo.com,천주교,한국외국어대학교,교육,2.32
83603,최은남,여성,149.9,55.0,B형,19720410,010-5081-7385,fnpruq2bmr5y6,yahoo.com,무교,명지대학교,교육,0.96
83611,윤훈상,남성,175.2,59.2,O형,19920219,010-2428-9079,sak8jxuap,naver.com,기독교,한영신학대학교,사회,4
83617,백현훈,남성,178.2,59.7,B형,19490422,010-8432-3028,nufve7j,gmail.com,무교,성공회대학교,인문,2.91
83626,박준정,남성,164.4,63.6,A형,19550512,010-2644-8317,jc23jnw0fo,gmail.com,무교,숭실대학교,법학,1.1
83628,권협영,남성,150.8,63.9,O형,19511101,010-8629-5768,zh0y5jnb,daum.net,기독교,성신여자대학교,인문,1.45
83631,조영석,남성,173.0,73.2,O형,19500123,010-0012-8077,jenig6jonlk7z,daum.net,불교,상명대학교,법학,3.06
83635,이덕협,남성,167.3,67.0,B형,19831215,010-3551-4610,nrorvrzwx,gmail.com,불교,한성대학교,사회,1.82
83637,박은현,남성,172.1,68.1,A형,19640117,010-9009-9491,y4nj77wt9,yahoo.com,무교,경기대학교,의학,2.2
83639,오훈용,여성,150.0,51.8,AB형,19740922,010-0676-1158,wn5q4qz8l9eb9,yahoo.com,기독교,가톨릭대학교,자연,0.58
83664,김지준,남성,171.4,70.0,O형,19720211,010-6904-6095,ph7lt5amve,yahoo.com,무교,명지대학교,의학,3.31
83673,김상영,여성,149.5,52.4,O형,19960424,010-4676-6969,qm8xabucasf3,naver.com,무교,감리교신학대학교,자연,1.39
