No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
94352,이지상,여성,142.7,49.7,A형,19810616,010-0940-5019,dx4x154,daum.net,무교,61.204.175.238,03:a7:e2:55:fc:eb
94358,심준석,여성,152.8,57.7,A형,19690310,010-3404-3353,tq67qy,yahoo.com,기독교,140.131.183.213,79:c4:23:5a:15:a9
94363,장종희,여성,145.5,58.6,B형,19820717,010-0393-2691,mzrizlu5rnn,naver.com,불교,167.90.249.194,cf:19:91:aa:36:3f
94365,이정서,여성,162.8,51.6,B형,19940705,010-8561-4243,a83jkm,yahoo.com,불교,192.68.3.38,05:c7:09:8f:f7:b5
94372,박성훈,남성,158.5,69.7,O형,19460108,010-6982-9611,ciydz2p1cl,yahoo.com,천주교,118.99.156.8,4b:60:fa:e0:b2:e6
94377,엄종지,남성,169.3,69.1,O형,19891231,010-1941-2566,p6brcoc,gmail.com,무교,133.24.24.93,fd:ea:ab:43:55:8a
94381,최용현,여성,160.8,54.8,B형,19520615,010-2570-1193,hgml1ie9ciyrf,naver.com,불교,56.79.88.150,7d:60:e6:15:21:3d
94390,최성영,남성,164.8,72.8,O형,19600701,010-1250-3784,exovewlkk60,naver.com,무교,211.233.234.92,b1:9a:a0:e0:0b:5b
94394,김덕은,여성,158.5,57.8,AB형,19680514,010-2972-6929,l1wkk0atss,naver.com,무교,107.253.43.98,6a:90:68:90:29:58
94407,오영정,여성,153.5,51.9,B형,19900421,010-5242-3281,kxh6derm9b,naver.com,무교,162.195.172.124,be:f3:42:98:59:a5
94411,성용서,여성,159.8,58.1,A형,19490404,010-3552-4486,oluvb83,daum.net,기독교,107.222.92.192,05:8c:2e:27:a5:55
94413,백종정,여성,157.1,57.1,A형,19860329,010-1952-8657,s7kgce2,yahoo.com,무교,7.216.20.39,45:fa:c0:f9:3a:be
94417,김지희,남성,171.0,64.1,B형,19710423,010-0971-9501,wqfqewfvwu,yahoo.com,무교,163.215.128.77,3e:e4:fe:5f:f7:0a
94443,윤진훈,여성,150.5,61.0,B형,19641109,010-6550-8031,khv7mk,gmail.com,무교,28.72.51.226,be:9c:47:17:41:51
94449,최은우,남성,173.6,59.8,O형,19770701,010-2773-2268,skqofnx,gmail.com,무교,69.214.215.92,db:42:47:df:c1:fb
94450,장은지,여성,155.5,59.4,O형,19930915,010-0699-4686,tmldk1t2byk,naver.com,무교,5.198.125.168,15:af:6b:b6:3d:b8
94454,조준훈,남성,167.2,69.8,A형,19920525,010-5405-1865,mwoh6fokxk,yahoo.com,무교,224.122.214.251,80:94:3d:25:85:83
94471,박정희,남성,170.1,58.2,O형,19880105,010-3818-0478,eqn5d7,daum.net,불교,100.47.183.127,da:e2:e4:bb:c6:c6
94499,성남상,남성,173.2,62.8,AB형,19571015,010-0238-0685,jf23jspxvpla,yahoo.com,무교,195.149.251.92,93:3c:18:78:b9:95
94500,이훈은,여성,155.1,55.1,A형,19531117,010-2154-2854,xiejcpe8pig,yahoo.com,무교,73.27.146.100,75:89:9a:df:dc:c0
94505,권지우,여성,159.1,56.3,O형,19900402,010-7719-9312,l0prsn2h4lra,naver.com,무교,103.198.206.123,2b:f2:f7:72:27:91
94507,지성훈,남성,163.3,64.4,AB형,19601013,010-2100-5432,k61f55wafuax,daum.net,무교,61.48.132.71,30:09:23:66:d3:df
94514,최준희,여성,154.2,50.4,O형,19730920,010-9626-8011,lkku5ud8ahyo3,daum.net,불교,181.211.122.142,d9:2d:de:ae:09:ac
94530,홍지남,남성,173.0,68.3,O형,19921010,010-4496-0850,gw1wyok28,gmail.com,기독교,187.43.213.248,7f:a8:47:57:dc:b6
94546,정덕정,남성,166.4,64.0,A형,19961008,010-9462-2166,a7nwzm,daum.net,무교,169.25.222.83,f6:7b:d2:2a:37:4a
94547,지협석,여성,151.0,54.3,O형,19890111,010-8228-7401,nos4mwg56t,yahoo.com,불교,110.146.2.39,20:e8:f1:5c:0d:51
94551,정덕진,여성,161.8,59.6,A형,19580613,010-0656-2908,rjlzewrsq8,yahoo.com,불교,55.5.198.67,cb:d4:46:65:c1:8f
94552,한훈지,남성,172.9,63.8,A형,19911125,010-7310-4892,qwxxntt3o,yahoo.com,무교,145.177.139.112,88:eb:5e:03:8c:a9
94561,김준택,여성,153.6,53.4,B형,19650223,010-1817-4867,tnb3jfudp5ye,gmail.com,무교,57.176.14.135,6e:33:bb:36:4c:3d
94573,장종서,남성,169.2,74.7,O형,19591116,010-2729-5696,q422hm0q33f,naver.com,무교,39.76.183.85,cc:fd:22:ef:78:3e
94589,한우지,남성,166.3,67.3,AB형,19760902,010-8917-7310,cd1l6lplqqubp,naver.com,무교,157.45.244.240,ad:f3:ce:47:3a:a6
94595,황훈영,남성,174.1,60.2,A형,19470914,010-1251-1098,iz0nfo1bzbjot,naver.com,무교,215.22.171.26,69:c3:eb:86:b9:7b
94604,이정영,여성,160.6,54.8,A형,19730525,010-2023-0504,f3l6kt8,yahoo.com,불교,103.192.182.68,32:76:9f:f0:05:81
94608,신희영,여성,155.3,53.9,O형,19630817,010-1264-7577,i8ti5b3,gmail.com,무교,58.218.63.142,53:89:58:d1:fb:94
94610,최석성,남성,168.2,65.7,A형,19620314,010-6110-1737,gg98cvdsnf,naver.com,천주교,31.210.175.57,90:25:d5:41:59:f0
94613,김준용,남성,167.2,61.2,B형,19800702,010-8534-2650,qmhcr75v5,yahoo.com,무교,249.90.200.219,22:f3:98:4f:97:f2
94617,이지성,여성,153.7,50.2,B형,19620831,010-5299-4532,t7ktj39dqa3a,naver.com,무교,225.141.43.203,5e:d0:c0:73:82:73
94666,노영덕,여성,152.5,49.3,B형,19670320,010-9711-7664,cotv2ayz4d,daum.net,기독교,28.16.207.127,43:4a:d5:a7:6f:69
94682,전상진,여성,151.0,62.6,A형,19501124,010-3428-8261,ks7mzebfef6p,daum.net,불교,197.118.143.191,45:05:d9:38:b4:7d
94684,김남성,남성,161.2,64.9,O형,19670712,010-8338-0723,yqt7s0,daum.net,불교,192.122.179.205,15:81:f7:55:82:30
94692,이협훈,남성,174.6,70.8,A형,19500517,010-1177-8617,s0peoe9x,gmail.com,무교,195.2.181.170,06:55:dd:8f:cf:84
94697,이남은,남성,170.1,68.9,O형,19511026,010-4164-3989,ulxhwp0c1t,daum.net,무교,238.18.153.136,a4:3a:e7:dc:c8:7e
94722,박진은,남성,164.4,63.1,O형,19770219,010-7302-6101,s4hf6ql,yahoo.com,무교,58.42.137.229,05:90:8b:99:be:44
94726,임준석,여성,156.3,58.8,A형,19570807,010-9146-2779,wywiijix46g,naver.com,불교,21.189.99.165,c4:21:09:18:e8:93
94756,한정진,여성,159.1,57.0,O형,19690802,010-3632-5799,bnu2evq,daum.net,천주교,223.70.83.68,24:e1:00:90:a9:74
94768,양석훈,남성,167.4,61.8,B형,19680331,010-7746-1016,ptlo67jmordsw,gmail.com,기독교,148.81.181.29,63:c0:2f:c8:4d:2d
94772,유상협,남성,171.6,64.6,B형,19760823,010-5939-4934,ld3garx54,naver.com,기독교,140.123.23.143,e3:ad:e0:e0:d7:cb
94782,김훈종,남성,178.4,65.6,O형,19670811,010-8377-2151,lzmhrytt7jlkj,gmail.com,무교,64.158.254.58,14:3e:30:31:87:04
94789,임현훈,남성,171.4,69.7,O형,19571206,010-7733-5553,xxgi9wd,yahoo.com,무교,136.181.79.167,27:9e:98:4b:bc:e7
94794,김진현,여성,154.4,55.8,O형,19681005,010-1654-1415,zcgb52,naver.com,불교,17.104.30.162,2d:89:9d:cb:4c:93
94800,이성협,여성,151.1,48.7,A형,19791107,010-3652-1132,d0a62u0hrtuia,naver.com,불교,29.103.39.244,f4:da:22:9c:21:f1
94806,정석지,남성,171.2,65.3,B형,19900702,010-8428-3146,cemd16w4n5,daum.net,무교,71.242.196.170,63:51:55:1a:a4:56
94807,김택우,남성,174.4,70.1,A형,19790924,010-5174-4359,uh0npt2qn,gmail.com,무교,120.76.66.239,3d:86:d7:7d:c3:2f
94815,서현진,남성,179.3,64.2,A형,19630508,010-5883-9069,s94knd8521x65,daum.net,불교,96.51.197.89,5c:df:6f:16:f7:f8
94835,박성정,여성,151.0,51.1,O형,19610703,010-0725-6602,mm17s8edv5,naver.com,무교,172.44.82.137,5d:0b:48:05:ed:6f
94836,이덕남,여성,158.8,46.9,AB형,19620825,010-0190-0308,ypfzfnes,yahoo.com,기독교,187.75.49.42,a7:c7:b7:68:5a:2c
94846,김은훈,여성,148.3,50.6,A형,19810502,010-6605-9126,vp2phns6pwc,naver.com,천주교,194.222.236.109,ab:7d:ee:4b:b5:19
94875,손준성,남성,168.4,62.5,O형,19561004,010-4519-8897,dao4ypm4650q3,daum.net,불교,71.247.24.47,06:6b:10:e3:b2:11
94881,이우영,남성,169.3,67.4,A형,19800401,010-2744-0189,tfuehylr,yahoo.com,기독교,174.34.220.18,9e:75:3d:6d:00:5b
94886,김용진,여성,152.9,62.7,A형,19590324,010-7623-4012,yumvvmwmqxq,yahoo.com,기독교,93.229.255.187,20:11:f4:49:5b:54
94888,이영진,여성,154.0,57.6,A형,19511124,010-6611-7805,jrocgl8gbpyz,yahoo.com,무교,169.156.73.85,a0:82:15:36:71:12
94894,이진용,남성,169.3,67.7,O형,19700119,010-6257-7942,kbb4pkxt6fi,yahoo.com,기독교,213.246.146.250,93:ea:52:93:7b:6b
94903,이서성,남성,170.7,64.5,B형,19740717,010-1005-5297,fvw63y,yahoo.com,무교,204.154.96.70,b6:84:ac:6c:a9:dc
94909,신지성,남성,166.1,71.9,O형,19740421,010-2720-9315,swed47mivhid,gmail.com,무교,100.243.44.218,c2:4d:b9:72:1c:14
94911,김은준,남성,173.8,71.5,B형,19540730,010-9600-6142,qesnpuus4d3,naver.com,무교,161.234.196.7,bb:d8:c7:32:48:e7
94916,구용석,남성,165.8,67.2,AB형,19570512,010-6189-4109,myfjyvd,yahoo.com,불교,111.107.106.166,e2:7a:6f:ad:cc:9e
94935,유정준,여성,153.2,58.4,A형,19511011,010-8506-0594,mma9rh9x,yahoo.com,천주교,93.179.101.140,81:3c:c3:07:cc:72
94936,손석훈,남성,169.9,71.1,B형,19461027,010-5892-6148,p40ra9zup,gmail.com,천주교,45.34.235.103,f6:b6:4e:a6:10:e3
94938,조협남,여성,170.2,55.7,O형,19520916,010-4636-7384,vvt9xz1,gmail.com,무교,143.104.1.12,e9:33:68:4c:ed:57
94946,윤희준,여성,145.8,56.7,O형,19531019,010-8714-2567,tku91se1l0p,yahoo.com,기독교,76.175.221.146,a3:31:0a:40:b8:74
94957,이석준,남성,166.7,71.0,B형,19590624,010-9711-9762,s0gobvmu,daum.net,기독교,106.227.152.80,a2:1b:c4:4b:27:a1
94979,안훈서,남성,166.1,64.9,B형,19630704,010-4763-8175,jq67xv,gmail.com,기독교,6.117.26.192,28:28:0d:d0:1c:66
94997,오남정,여성,156.4,60.1,A형,19880215,010-9059-0606,atowhf5r2m,gmail.com,기독교,37.184.164.238,06:af:50:c0:d4:a9
95002,유지은,여성,155.0,57.7,O형,19771017,010-4416-8301,klna45,naver.com,천주교,119.52.139.97,77:99:ab:fb:da:be
95017,김택정,남성,167.9,70.0,AB형,19570706,010-0611-9035,hku3dj4ozp,daum.net,무교,117.95.234.94,d3:01:6a:2b:f3:9d
95026,강지훈,남성,163.2,67.2,O형,19740409,010-5105-6236,niro64q,gmail.com,기독교,255.121.117.34,75:0d:c9:8e:44:f7
95038,김준종,남성,175.5,66.0,A형,19741009,010-1745-6998,eu9m5fkbjmhvt,yahoo.com,무교,135.100.44.4,75:d5:fd:ff:bc:92
95058,고영상,남성,174.6,61.2,B형,19751206,010-5409-8965,mtqnvb,yahoo.com,무교,121.239.178.222,c6:ad:0a:46:30:76
95070,홍지훈,여성,159.6,49.6,O형,19540915,010-3419-6155,gffbz9k,naver.com,무교,3.41.39.221,8f:09:90:2e:4f:6a
95073,이성우,여성,153.7,56.6,AB형,19561117,010-2635-4994,o5qk0cld,daum.net,불교,148.227.144.255,3b:8f:e6:e9:9f:d1
95094,신진서,남성,169.0,63.9,A형,19610907,010-7135-5559,etrpg3xn793,gmail.com,불교,4.57.252.240,96:c9:0c:a6:95:9d
95095,박택지,남성,173.1,62.1,B형,19461108,010-0643-7622,a6g9nn1mzezi,yahoo.com,기독교,230.230.196.172,3b:37:66:59:96:ce
95096,허상덕,남성,172.7,70.7,O형,19520521,010-1975-8773,req9mh,daum.net,천주교,170.193.40.215,ff:50:2a:f6:9f:7a
95117,김준정,여성,153.0,58.2,O형,19870421,010-8651-8984,kw3fc05,daum.net,무교,65.251.35.102,85:c2:e8:06:ce:88
95119,김용정,남성,171.9,71.4,B형,19830617,010-4696-8001,w639c6uy,daum.net,무교,230.91.36.18,34:01:f4:5c:76:af
95122,류영덕,남성,173.0,70.3,O형,19470720,010-5770-2641,yqz223a3x8z5,naver.com,무교,228.57.49.26,15:08:99:3c:af:54
95152,정남희,남성,166.7,66.7,A형,19501110,010-2124-0829,oy37mjy6y8,yahoo.com,불교,168.231.68.106,f2:dd:c5:34:26:e2
95162,곽용진,남성,177.2,65.3,O형,19741011,010-0146-4365,ikmviar,naver.com,불교,187.197.90.173,d1:cc:19:68:6d:2f
95164,김우영,여성,149.8,50.3,O형,19670922,010-7522-1591,hmfcowfy6wi,daum.net,무교,210.135.2.154,88:3e:a6:6e:8b:11
95169,최협남,여성,159.6,50.6,O형,19810910,010-9853-0885,whyyf07ycn,daum.net,천주교,109.182.195.181,3a:7b:db:0f:ce:03
95185,문종우,남성,173.6,60.6,B형,19580523,010-5786-6609,vk7c5cf008o1,yahoo.com,무교,31.213.76.219,a1:d2:0b:38:40:09
95191,김현우,여성,149.5,52.9,A형,19630910,010-9165-2771,aszv61il0o,yahoo.com,불교,211.227.245.173,f3:11:fe:31:16:04
95192,김영석,남성,169.9,68.9,A형,19900521,010-8966-7379,am9r4fumg7c6,naver.com,불교,129.79.215.151,c2:20:11:ce:e7:73
95216,김정희,여성,152.0,46.2,O형,19860228,010-8826-7611,omwv1sw0,gmail.com,기독교,161.56.219.238,b6:45:f7:3c:d8:be
95229,강남지,여성,156.6,55.8,B형,19620517,010-0767-6794,gvqeg1,gmail.com,불교,101.37.187.115,4e:cd:ac:6e:fe:b3
95242,송종석,남성,170.5,67.7,A형,19860904,010-9726-8684,koxwidnnr8md0,naver.com,무교,15.140.245.23,5b:a7:36:0c:74:26
95249,우준현,여성,158.0,53.7,A형,19511118,010-9329-3028,zg572x5,naver.com,무교,120.51.118.187,e8:67:ff:d9:f0:fb
95261,임상훈,남성,163.6,69.1,O형,19680804,010-9460-2362,lq2le19hwk,yahoo.com,기독교,12.134.54.191,36:9a:e6:8d:d7:01
95266,김종상,여성,163.3,58.9,AB형,19860719,010-9730-9975,xh4ehvaeefq81,yahoo.com,불교,139.199.125.161,c7:15:49:c9:4f:41
95286,박정영,여성,160.0,61.0,B형,19500830,010-2415-2069,f7b4q3s,gmail.com,무교,119.241.149.20,91:bb:8f:86:92:34
95289,김훈지,남성,167.3,66.2,AB형,19960928,010-0769-5764,kytwc7y6jl,naver.com,무교,28.173.190.175,99:7c:d8:42:d8:e1
95294,박석서,여성,149.0,53.1,AB형,19910717,010-6629-7321,wv55oipl,gmail.com,무교,171.242.172.83,84:87:b4:1b:a8:51
95302,염영성,남성,176.9,71.1,B형,19551126,010-5589-9496,y3g1du,gmail.com,무교,175.34.229.98,8d:7d:1d:39:46:3f
95315,최서용,남성,164.2,62.0,A형,19770203,010-3964-3541,o6mdjk1c3,gmail.com,불교,196.112.244.228,6b:30:86:81:e0:88
95316,최현협,여성,155.2,58.6,O형,19950728,010-8470-2116,c4nszlu,naver.com,무교,123.118.72.107,69:7e:51:d7:73:99
95320,조훈정,남성,161.5,59.7,A형,19790325,010-1123-0831,bzloxd,naver.com,천주교,206.96.33.132,b6:bd:8f:75:d8:b0
95342,김우현,남성,164.6,71.9,B형,19740302,010-4258-7274,ibxfvxuupmlj3,gmail.com,기독교,5.208.1.177,8f:03:b1:15:77:9d
95344,이상준,남성,168.1,72.0,O형,19470730,010-7240-5918,xssaup5qtdd,daum.net,무교,150.14.236.254,a5:c8:88:5c:68:b8
95350,김성훈,남성,173.4,66.6,O형,19791103,010-0656-7137,lu3orsfm5jsa,daum.net,무교,96.81.71.176,44:fb:55:f2:b7:85
95369,오훈진,남성,162.7,61.3,B형,19631219,010-9677-0172,bpi7xpgqrfs7,gmail.com,무교,35.49.234.220,fb:1f:a2:aa:f9:34
95379,김준덕,여성,160.3,59.9,B형,19760729,010-7966-9950,hjcvj1l2,naver.com,기독교,248.56.29.43,86:59:88:86:ec:20
95380,이희지,남성,175.4,69.5,AB형,19680317,010-3425-6372,zjnqrh,daum.net,불교,183.187.37.188,68:e8:f9:4f:5d:4a
95381,권진협,남성,176.5,66.7,O형,19581109,010-1273-6986,wa8c6ephmm,yahoo.com,기독교,99.187.132.70,d6:b8:52:ab:85:c7
95382,임지정,여성,162.0,47.5,O형,19640624,010-3518-2901,cfxx8z2,daum.net,무교,118.152.239.132,7c:3e:9e:10:d1:76
95383,정협서,남성,164.5,68.0,A형,19850922,010-6365-5024,e8kgo42ezvpe,naver.com,무교,142.155.161.171,03:a6:e6:a2:9f:b3
95384,이정용,여성,157.1,55.4,B형,19680422,010-2101-3482,pzx5q3f1lq2,yahoo.com,무교,152.165.166.205,14:94:3e:a1:b8:f7
95386,조용종,남성,171.3,61.6,O형,19520119,010-6417-2161,mzt8cyg8dd,gmail.com,기독교,210.129.10.249,98:15:14:84:f5:6a
95404,김협지,여성,144.5,56.4,O형,19761115,010-0993-4969,fve7ylok5yxq,naver.com,기독교,147.13.92.191,e0:6e:0a:a0:60:7c
95427,조지진,남성,177.1,56.1,AB형,19741007,010-0975-3699,jckyu1,daum.net,무교,110.56.13.174,f0:c9:80:6c:6c:fb
95444,유석상,여성,150.6,54.0,O형,19830123,010-1191-3688,fnubks9zjn,daum.net,무교,21.17.167.102,e3:a1:e2:96:28:ad
95446,윤택희,여성,152.5,58.6,B형,19830117,010-2434-0732,w605ht,gmail.com,무교,155.22.125.220,bb:46:eb:c4:2a:a7
95459,최종진,여성,160.7,58.2,O형,19630609,010-5527-4551,rpfl2jviqd,naver.com,무교,220.39.173.200,18:c3:08:13:b7:d3
95462,정남진,여성,161.1,53.6,A형,19480918,010-7085-9694,ellf3a,naver.com,무교,126.162.135.126,24:79:d4:bc:6e:09
95468,박덕훈,여성,152.1,46.6,O형,19880427,010-7038-2159,h0m3xr5,naver.com,기독교,252.123.112.22,a1:e9:62:8c:8c:7d
95515,강은서,여성,157.1,55.4,O형,19570910,010-4603-4238,tkd0r5arxv,naver.com,기독교,246.179.10.170,5c:98:b7:7e:c1:e9
95528,조남준,남성,173.8,54.2,B형,19500925,010-4372-1422,pzwp9wng8d5o,yahoo.com,무교,88.250.35.147,dd:cf:40:a4:ce:5a
95542,김훈진,남성,168.7,66.1,A형,19951029,010-1124-0492,p376bf04o0k,yahoo.com,기독교,147.191.94.31,49:7b:fc:2a:18:b7
95546,이남우,여성,156.2,53.1,A형,19600326,010-7406-9854,wjrk58o9x,daum.net,불교,201.31.68.187,f4:09:a2:c8:45:ab
95547,이남용,여성,145.3,46.7,A형,19460605,010-9241-4386,idkbm5nnpd5t6,naver.com,무교,8.82.173.176,f9:dc:0b:67:38:d3
95550,박훈택,남성,164.1,61.9,A형,19900824,010-3007-0850,mqgg5xw4xil2,gmail.com,무교,192.82.35.214,80:ea:7d:3a:cd:81
95581,임정진,남성,165.6,65.6,B형,19780822,010-2248-9883,ztowvx8,daum.net,천주교,83.210.162.97,27:dc:ad:bc:a0:18
95582,김훈준,여성,153.6,60.9,A형,19740207,010-0205-5404,jg146bna,daum.net,기독교,112.54.184.26,e7:2c:9d:bf:cc:2f
95584,김남훈,남성,169.3,72.9,B형,19711121,010-5138-2867,mdrfa8izvw,gmail.com,기독교,37.120.110.108,41:5f:fe:75:e3:70
95586,김용남,남성,173.7,72.8,O형,19500107,010-7667-1709,f1mwkav4,daum.net,기독교,226.134.157.245,6a:0e:1b:74:f8:80
95610,홍협준,여성,152.8,58.3,B형,19581226,010-9300-7851,oyk6ix5,yahoo.com,무교,250.236.223.77,13:a5:dd:15:c7:a6
95638,양종석,여성,155.4,49.7,O형,19621227,010-1431-9491,x4pt60ej4,yahoo.com,무교,155.102.41.240,03:79:85:ce:02:2b
95649,김우현,여성,152.1,46.4,A형,19830819,010-1754-5406,j6jj24pgv9,gmail.com,기독교,255.172.177.138,3a:d7:d2:00:e4:b3
95656,이훈협,남성,162.9,69.1,B형,19701019,010-3453-2155,qltyy1,yahoo.com,불교,250.13.213.66,0d:62:63:fb:55:94
95660,이희준,여성,157.3,54.7,AB형,19740228,010-5414-5102,kkbd7qox9gpwp,yahoo.com,불교,89.144.70.202,c2:bc:3a:9d:a8:62
95663,심훈용,남성,162.3,62.5,A형,19480506,010-8159-6795,s03q2l,naver.com,무교,23.189.230.128,c2:5e:0b:f6:16:85
95665,이진택,남성,160.5,69.8,A형,19690210,010-1725-2636,ymish93w,gmail.com,불교,53.230.47.34,da:66:19:6f:27:16
95669,서남훈,여성,155.9,59.7,A형,19801010,010-3413-1822,q0o3w6n,yahoo.com,불교,122.51.223.116,b1:4e:74:e2:7b:94
95682,하지남,남성,173.2,62.2,A형,19671220,010-0770-5865,wtnotxx9t3ot,naver.com,무교,171.87.244.121,0c:91:2d:82:a6:4a
95689,박정진,여성,161.5,54.4,AB형,19850424,010-1806-0406,hcafdcqyja0,gmail.com,무교,80.44.236.12,2f:a2:50:2d:be:fe
95691,김진정,여성,162.7,56.6,AB형,19780128,010-9382-0218,ku2scp1lh,naver.com,기독교,100.220.211.229,9a:91:59:a0:a1:b4
95704,이준희,여성,155.9,58.8,B형,19710103,010-6218-9727,ln6kq9s,daum.net,불교,94.153.245.157,61:c1:bc:e6:0d:5f
95709,김덕종,여성,154.6,55.0,O형,19840513,010-3774-3219,c3siab9io7,naver.com,불교,228.108.22.254,35:6c:e4:92:e2:f3
95720,이용훈,남성,172.2,63.3,A형,19600414,010-3148-4805,nupguys3p4p,daum.net,무교,135.110.53.134,05:6d:58:ed:72:70
95725,김덕준,남성,167.3,73.9,A형,19720304,010-5333-0297,uqrcxrcfx,daum.net,무교,36.32.35.119,34:c7:30:23:07:fa
95729,김훈정,여성,149.9,55.4,A형,19811204,010-1167-9147,zx2k4kizo1c,daum.net,기독교,243.61.150.223,34:47:6e:4d:a3:c6
95730,박현서,여성,151.5,61.3,B형,19461018,010-6674-8797,i9pvkl,daum.net,불교,52.21.33.245,1f:f2:78:3f:fc:69
95744,전은택,여성,154.6,48.5,A형,19711115,010-1503-5646,ujmx198zgqq25,daum.net,불교,130.100.44.7,3a:e7:3c:c2:bd:2c
95756,김영훈,남성,170.0,67.4,B형,19611114,010-3393-5651,aduvo2p,gmail.com,불교,12.50.67.97,9b:65:46:08:10:2c
95760,전희진,남성,170.6,61.0,O형,19870719,010-2528-9942,ctbs8irlmrf55,yahoo.com,무교,251.111.115.237,80:6d:4c:5b:d8:e4
95761,박훈덕,남성,172.6,63.4,B형,19950810,010-1130-4694,r4u37lj,naver.com,불교,180.168.132.197,6e:ae:06:14:61:8b
95783,오지남,남성,169.6,58.4,O형,19791015,010-3376-7284,yqiydronyir,daum.net,불교,177.190.8.130,fa:7c:fb:23:cd:5d
95789,노희종,여성,155.9,50.7,O형,19570827,010-5784-8221,f32v7l87le,yahoo.com,무교,110.28.158.93,5a:53:d9:51:5f:94
95808,정용훈,여성,162.4,53.5,A형,19580604,010-1794-8632,du7yqth,naver.com,무교,16.214.135.163,f3:82:8b:05:0d:53
95809,이현훈,여성,158.1,54.0,O형,19580120,010-2162-1294,cu7mrh,gmail.com,무교,208.7.177.135,b1:55:17:05:a8:7b
95816,최석서,남성,170.7,64.3,O형,19641130,010-9222-5364,qez5nxrjwpl9b,gmail.com,무교,193.88.82.206,09:dd:fe:c4:c3:1b
95823,이지택,남성,162.9,68.6,B형,19941128,010-7881-8123,dn58vkdxvxbu,yahoo.com,무교,121.47.102.255,6e:cc:47:93:a5:b8
95855,황덕성,남성,175.0,66.9,A형,19930625,010-7250-8813,kzeu6szs5pg,yahoo.com,무교,157.198.228.99,c9:9a:9e:3e:fd:46
95856,홍정지,남성,174.9,68.4,B형,19730815,010-1784-9915,mez0czvrai1y,yahoo.com,무교,210.61.144.238,dd:09:ba:74:19:35
95863,김협택,남성,167.9,72.4,O형,19850903,010-6030-2516,jw7t3clijew3h,daum.net,불교,119.9.87.83,4d:a7:09:c9:c4:4d
95873,이택준,여성,156.4,54.5,B형,19570529,010-0355-4426,kxgjcmooo3rx,daum.net,무교,230.188.42.33,0e:2c:8f:71:95:a8
95883,김지용,여성,155.3,54.2,AB형,19601202,010-1209-4830,xd5jilu44f,daum.net,불교,218.134.86.92,d4:b0:a6:18:f5:19
95886,노준지,여성,161.2,54.2,A형,19850409,010-2060-8005,tiq3eq1u8k5d,yahoo.com,무교,25.76.153.46,2b:f5:d6:a7:ec:4f
95888,이훈남,여성,151.3,60.3,B형,19790603,010-3892-8055,dmcktlc1,daum.net,기독교,14.253.207.81,8b:f4:c5:e8:d9:7b
95901,정택지,여성,159.9,57.3,B형,19791111,010-7454-5733,nf736kq,daum.net,무교,61.30.86.242,3f:e8:5c:87:87:cd
95902,김정택,남성,180.4,70.8,A형,19541023,010-0525-2832,z9t0l8ze3x,yahoo.com,무교,74.119.186.181,40:0d:c0:e4:fb:1f
95910,이용종,여성,150.1,56.0,A형,19500606,010-5746-1116,qi6yb57fb,naver.com,기독교,20.28.22.46,4b:e8:70:83:13:2f
95925,이준지,여성,156.9,56.7,B형,19551125,010-0749-8458,o8522tz7u,daum.net,불교,67.93.109.222,db:de:06:1e:b8:10
95934,박정훈,여성,153.8,53.1,B형,19710118,010-3675-1730,sirl1sc3f,yahoo.com,불교,4.182.92.250,2a:0f:c0:b7:bd:7d
95936,강진정,여성,158.1,56.9,A형,19870928,010-6600-1101,gysch8295z5,naver.com,무교,28.66.163.58,8d:1d:12:33:7f:d1
95937,김택협,남성,168.6,70.4,B형,19820424,010-0328-3775,t6a8xsf3o5t,yahoo.com,불교,52.138.148.44,6f:d8:e8:2a:17:df
95944,박지택,남성,170.0,66.3,A형,19660719,010-9375-4183,gmh54uxr1632u,yahoo.com,무교,11.234.28.180,ce:ce:96:b9:47:6b
95947,안성종,남성,162.7,63.8,B형,19870309,010-7884-2881,xn3dlp5ej,daum.net,기독교,51.5.92.87,62:67:9d:57:b8:ac
95980,양지성,남성,170.8,69.7,B형,19720110,010-7425-6990,wo00ud4kb7h5,daum.net,기독교,116.174.67.164,cc:b7:d9:66:94:b8
95989,박종용,여성,162.4,49.5,O형,19761009,010-9141-8294,sxkskypod,yahoo.com,기독교,216.124.49.18,9e:47:7e:44:b0:e5
96002,이덕협,남성,166.3,63.9,O형,19730324,010-7710-2779,kv70ou2o,naver.com,무교,207.73.242.33,a4:1f:3c:fa:a8:75
96044,이영우,여성,152.2,54.8,A형,19531031,010-4589-0110,rfokpbqb,yahoo.com,무교,90.94.20.152,5d:48:a3:93:a3:01
96049,추희종,여성,154.7,53.5,O형,19950511,010-1475-4649,h1z8m6jch4b,yahoo.com,기독교,106.216.44.68,b3:67:3c:1c:5d:52
96053,이은성,여성,158.3,54.4,A형,19531214,010-1516-0835,z5a1wq4pizd8,daum.net,천주교,86.52.199.101,c3:79:b9:f2:a2:97
96059,임준남,남성,172.7,64.0,A형,19531122,010-8176-0928,qg71e3b,daum.net,불교,197.252.54.160,16:5b:b9:f7:70:0b
96073,한정지,남성,177.7,71.3,B형,19730419,010-8037-0200,shms3sd22mw,yahoo.com,천주교,156.68.164.70,a5:87:7f:b4:91:65
