['6890', '이**', '여성', '[150.0, 160.0[', '[40.3, 50.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '법학', '3.27']
=> ['41155', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1984****', '*************', '*************', 'naver.com', '불교', '우리은행', '4867-799-729774', '6']: 9.75

['79551', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '예체능', '2.71']
=> ['5524', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '기독교', '우리은행', '1850-196-032776', '4']: 10.0

['2060', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '무교', '한영신학대학교', '의학', '2.04']
=> ['70897', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1995****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '591-919519-898', '8']: 9.875
=> ['59401', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '603-29-521447', '6']: 9.875
=> ['44569', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '무교', '국민은행', '447525-77-362218', '8']: 9.875
=> ['1340', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1992****', '*************', '*************', 'gmail.com', '천주교', '외환은행', '619-903203-726', '1']: 9.875

['7129', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '무교', '성공회대학교', '의학', '0.6']
=> ['58101', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '666-753834-282', '3']: 9.875
=> ['78790', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '불교', '국민은행', '262606-50-448144', '1']: 9.875
=> ['81312', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '무교', '기업은행', '998-714755-33-365', '6']: 9.875
=> ['59617', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '885-2937-592-44', '1']: 9.875

['10408', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'naver.com', '무교', '서경대학교', '자연', '0.17']
=> ['25405', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1970****', '*************', '*************', 'naver.com', '무교', '우리은행', '3171-858-672692', '3']: 9.875
=> ['90033', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'daum.net', '무교', '신한은행', '914-016-262335', '7']: 9.875
=> ['4133', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'gmail.com', '기독교', '기업은행', '413-731778-41-326', '8']: 9.875
=> ['80372', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '불교', '우리은행', '5756-816-471219', '2']: 9.875
=> ['456', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '기독교', '한국씨티은행', '067-218766-006', '9']: 9.875

['10505', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1990****', '*************', '*************', 'daum.net', '무교', '성균관대학교', '교육', '3.87']
=> ['38642', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '기업은행', '700-326812-38-641', '3']: 9.875
=> ['134', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1980****', '*************', '*************', 'daum.net', '무교', '외환은행', '952-098011-388', '4']: 9.875
=> ['50180', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '무교', '기업은행', '752-696766-07-301', '2']: 9.875

['22113', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1990****', '*************', '*************', 'yahoo.com', '불교', '한영신학대학교', '예체능', '3.58']
=> ['22113', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1990****', '*************', '*************', 'yahoo.com', '불교', '우리은행', '5006-017-095156', '3']: 10.0

['23135', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '무교', '육군사관학교', '인문', '1.07']
=> ['47083', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'daum.net', '무교', '외환은행', '366-721331-209', '7']: 10.0
=> ['44484', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '069-787034-651', '8']: 10.0

['47877', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '불교', '서울대학교', '예체능', '1.95']
=> ['46649', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '3-43659939264-0', '2']: 9.875

['64715', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '무교', '서울여자대학교', '자연', '1.66']
=> ['58101', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '666-753834-282', '3']: 9.875
=> ['78790', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1980****', '*************', '*************', 'naver.com', '불교', '국민은행', '262606-50-448144', '1']: 9.875
=> ['81312', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '무교', '기업은행', '998-714755-33-365', '6']: 9.875
=> ['59617', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '885-2937-592-44', '1']: 9.875

['73552', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '서울과학기술대학교', '교육', '2.96']
=> ['28569', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '하나은행', '975-569118-49140', '6']: 10.0
=> ['37205', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '천주교', '우리은행', '4476-034-227753', '4']: 10.0

['76677', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '예체능', '3.78']
=> ['90488', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'naver.com', '무교', '하나은행', '734-564874-33010', '1']: 9.875
=> ['18251', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '591-4817-236-01', '7']: 9.875
=> ['15417', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '222450-47-852066', '2']: 9.875

['92845', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '불교', '가톨릭대학교', '사회', '0.66']
=> ['92845', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '582-004412-615', '9']: 10.0

['33593', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '법학', '0.42']
=> ['48223', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'gmail.com', '불교', '신한은행', '691-540-436665', '9']: 9.4167

['46188', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '불교', '동덕여자대학교', '교육', '3.55']
=> ['3686', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '5673-9175-8677', '1']: 9.6667

['72114', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'daum.net', '불교', '국민대학교', '공학', '2.4']
=> ['32348', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'daum.net', '불교', '하나은행', '613-084923-12093', '9']: 9.4167

['28501', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'yahoo.com', '무교', '숙명여자대학교', '공학', '1.23']
=> ['82259', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1982****', '*************', '*************', 'daum.net', '무교', '새마을금고', '1-70045106541-5', '9']: 9.75
=> ['76644', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '2027-6653-5882', '2']: 9.75
=> ['42902', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'gmail.com', '천주교', '한국씨티은행', '873-309131-522', '4']: 9.75
=> ['83796', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'naver.com', '불교', '외환은행', '425-629545-117', '3']: 9.75
=> ['46810', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1963****', '*************', '*************', 'naver.com', '불교', '우리은행', '6904-930-249406', '3']: 9.75
=> ['22160', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1965****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '236-101420-117', '6']: 9.75

['67803', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '무교', '장로회신학대학교', '공학', '4.03']
=> ['87192', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '198-59-310972', '6']: 9.75
=> ['54498', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1961****', '*************', '*************', 'gmail.com', '무교', '신한은행', '935-801-548430', '5']: 9.75
=> ['73057', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'naver.com', '무교', '새마을금고', '8-61945408106-8', '3']: 9.75
=> ['45602', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '무교', '신한은행', '557-471-908988', '7']: 9.75
=> ['80761', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'gmail.com', '불교', '기업은행', '076-782544-02-034', '6']: 9.75
=> ['65111', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'daum.net', '불교', '기업은행', '309-670508-70-608', '7']: 9.75

['87469', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '불교', '가톨릭대학교', '자연', '4.04']
=> ['78152', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '173-176-963988', '9']: 9.75
=> ['98505', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1982****', '*************', '*************', 'daum.net', '무교', '국민은행', '987908-18-005573', '2']: 9.75
=> ['4399', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1988****', '*************', '*************', 'naver.com', '무교', '새마을금고', '6-29009850667-4', '4']: 9.75
=> ['84559', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1978****', '*************', '*************', 'naver.com', '기독교', '우리은행', '1880-529-630381', '6']: 9.75
=> ['77550', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1974****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '3-44349704944-2', '1']: 9.75
=> ['81088', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'gmail.com', '불교', '하나은행', '754-898703-35533', '8']: 9.75

['98179', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '자연', '2.44']
=> ['85298', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '981-892466-482', '5']: 9.875
=> ['47465', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '9581-3322-3285', '3']: 9.875

['15268', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '불교', '경기대학교', '예체능', '3.81']
=> ['18583', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'gmail.com', '불교', '스탠다드(제일)', '390-12-670361', '8']: 9.875

['32675', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '불교', '광운대학교', '의학', '1.45']
=> ['36589', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'yahoo.com', '불교', '신한은행', '857-535-097572', '5']: 9.875

['36187', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '불교', '총신대학교', '예체능', '3.22']
=> ['18583', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1980****', '*************', '*************', 'gmail.com', '불교', '스탠다드(제일)', '390-12-670361', '8']: 9.875

['49916', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'naver.com', '기독교', '삼육대학교', '공학', '1.65']
=> ['67674', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '기독교', '외환은행', '060-312099-503', '2']: 9.75
=> ['42864', '송**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1983****', '*************', '*************', 'naver.com', '기독교', '외환은행', '130-492638-366', '6']: 9.75
=> ['95696', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '147-997857-26743', '4']: 9.75
=> ['69018', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1973****', '*************', '*************', 'daum.net', '무교', '외환은행', '352-996599-030', '7']: 9.75
=> ['33764', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '595-2728-236-84', '4']: 9.75
=> ['43203', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '기독교', '한국씨티은행', '275-151541-181', '9']: 9.75
=> ['33599', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '기독교', '하나은행', '501-418102-29859', '6']: 9.75
=> ['78693', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '천주교', '한국씨티은행', '569-885573-488', '8']: 9.75

['64446', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '기독교', '숙명여자대학교', '공학', '4.22']
=> ['43826', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'daum.net', '기독교', '기업은행', '341-497186-56-254', '3']: 9.875

['81855', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1990****', '*************', '*************', 'gmail.com', '무교', '국민대학교', '법학', '1.23']
=> ['18000', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1967****', '*************', '*************', 'gmail.com', '무교', '신한은행', '829-524-370604', '2']: 9.75

['90859', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '무교', '총신대학교', '사회', '0.06']
=> ['33096', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '437-369513-981', '4']: 9.875
=> ['39357', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '238-294292-376', '1']: 9.875
=> ['10645', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '무교', '새마을금고', '3-39931203326-3', '3']: 9.875

['46294', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '그리스도대학교', '공학', '2.17']
=> ['46294', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '5807-197-901332', '8']: 10.0

['60224', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '인문', '1.35']
=> ['65622', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '500-669873-75033', '1']: 10.0

['68609', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '무교', '국민대학교', '자연', '2.72']
=> ['9370', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1971****', '*************', '*************', 'gmail.com', '불교', '새마을금고', '8-32274852777-3', '8']: 9.75
=> ['71546', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1972****', '*************', '*************', 'gmail.com', '불교', '국민은행', '403198-61-379345', '6']: 9.75
=> ['4866', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'yahoo.com', '불교', 'NH농협', '050-2967-858-32', '8']: 9.75
=> ['18304', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '천주교', 'NH농협', '933-2979-605-90', '2']: 9.75
=> ['35221', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1963****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '353-552514-779', '7']: 9.75
=> ['15094', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1956****', '*************', '*************', 'naver.com', '천주교', '외환은행', '067-874748-762', '1']: 9.75
=> ['74761', '윤**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1983****', '*************', '*************', 'daum.net', '불교', '외환은행', '456-164388-468', '3']: 9.75
=> ['58470', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '5-48371386018-6', '4']: 9.75
=> ['853', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '685-2655-709-79', '7']: 9.75

['68658', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'gmail.com', '불교', '광운대학교', '자연', '0.69']
=> ['6644', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'gmail.com', '불교', '신한은행', '811-193-470455', '7']: 9.75
=> ['83294', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1975****', '*************', '*************', 'yahoo.com', '천주교', '우리은행', '8777-969-358470', '2']: 9.75

['92216', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '천주교', '광운대학교', '예체능', '3.01']
=> ['99737', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1977****', '*************', '*************', 'yahoo.com', '천주교', '하나은행', '998-529282-68016', '3']: 9.75

['41941', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '서울과학기술대학교', '법학', '0.34']
=> ['4826', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', 'NH농협', '516-5175-626-23', '1']: 9.875
=> ['32145', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1995****', '*************', '*************', 'naver.com', '불교', '하나은행', '103-339651-25688', '3']: 9.875

['49229', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'yahoo.com', '무교', '이화여자대학', '공학', '1.02']
=> ['10069', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1975****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '872-442478-461', '1']: 9.75
=> ['77453', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1965****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '879-367379-057', '8']: 9.75

['72142', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'daum.net', '기독교', '동국대학교', '공학', '1.77']
=> ['88983', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '기독교', '한국씨티은행', '030-353466-834', '6']: 9.875

['37761', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '천주교', '성공회대학교', '공학', '4.44']
=> ['28236', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'yahoo.com', '천주교', '국민은행', '607279-88-497049', '8']: 9.4444

['46816', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '천주교', '한양대학교', '사회', '4.08']
=> ['46816', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '천주교', '외환은행', '334-299015-258', '5']: 10.0

['55972', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '서울교육대학교', '의학', '2.93']
=> ['23200', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1990****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '106-04-043919', '8']: 9.875

['69942', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1991****', '*************', '*************', 'gmail.com', '불교', '숙명여자대학교', '사회', '2.56']
=> ['16470', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1981****', '*************', '*************', 'gmail.com', '불교', '국민은행', '547066-74-390129', '5']: 9.875

['78774', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'naver.com', '기독교', 'KAIST', '교육', '4.42']
=> ['39239', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1981****', '*************', '*************', 'gmail.com', '무교', '외환은행', '378-994190-381', '9']: 9.875
=> ['64353', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1961****', '*************', '*************', 'yahoo.com', '천주교', '한국씨티은행', '367-076687-857', '2']: 9.875
=> ['23075', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '기독교', '우리은행', '2218-475-823010', '8']: 9.875

['89976', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'naver.com', '무교', '홍익대학교', '자연', '2.17']
=> ['23427', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1994****', '*************', '*************', 'gmail.com', '기독교', '새마을금고', '7-72810653708-5', '8']: 9.875
=> ['38828', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '무교', '외환은행', '431-621030-919', '7']: 9.875
=> ['23852', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1993****', '*************', '*************', 'daum.net', '무교', '우리은행', '9176-444-005498', '6']: 9.875
=> ['61651', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'naver.com', '무교', '기업은행', '621-260153-91-647', '4']: 9.875

['19732', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1991****', '*************', '*************', 'gmail.com', '무교', '삼육대학교', '인문', '2.24']
=> ['4133', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1996****', '*************', '*************', 'gmail.com', '기독교', '기업은행', '413-731778-41-326', '8']: 9.875
=> ['54018', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1961****', '*************', '*************', 'gmail.com', '무교', '외환은행', '224-943618-933', '1']: 9.875

['22592', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '무교', '그리스도대학교', '법학', '3.9']
=> ['38642', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '기업은행', '700-326812-38-641', '3']: 10.0
=> ['13685', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '0988-3437-8920', '5']: 10.0
=> ['15417', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '222450-47-852066', '2']: 10.0

['38642', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '한국체육대학교', '자연', '4.34']
=> ['38642', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '기업은행', '700-326812-38-641', '3']: 10.0

['49075', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '불교', '동국대학교', '자연', '0.39']
